"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.834114208E0,2.544057742E-2,-4.324992374E-2,-5.114706978E-2
3.844113208E0,-5.305689946E-2,-7.145449985E-3,-9.941047430E-2
3.854111208E0,-1.143574715E-1,2.031815983E-2,-1.218927726E-1
3.864109208E0,-1.596716940E-1,3.082965501E-2,-1.113794148E-1
3.874107208E0,-1.582345963E-1,-2.171128616E-2,-8.839355409E-2
3.884105208E0,-1.349966526E-1,-6.456954032E-2,-3.911948949E-2
3.894103208E0,-1.144941300E-1,-1.336396039E-1,-1.670907065E-2
3.904101208E0,-1.122456342E-1,-2.081260830E-1,-2.092405595E-2
3.914099208E0,-1.359782517E-1,-2.282901257E-1,-3.464153409E-2
3.924097208E0,-1.811888665E-1,-2.722088695E-1,-4.722230881E-2
3.934095208E0,-2.046689093E-1,-3.004398346E-1,-6.668028980E-2
3.944093208E0,-2.274597138E-1,-2.664078176E-1,-6.210124865E-2
3.954091208E0,-2.230521291E-1,-1.972071677E-1,-8.316754550E-2
3.964089208E0,-2.087538838E-1,-6.570293754E-2,-7.908864319E-2
3.974088208E0,-2.122702748E-1,1.399018243E-2,-8.349286765E-2
3.984086208E0,-2.279325873E-1,3.621612862E-2,-7.800356299E-2
3.994084208E0,-2.396449596E-1,-1.999950409E-2,-4.255660251E-2
4.004082208E0,-2.115861624E-1,-5.609892309E-2,-4.650499672E-3
4.014080208E0,-1.371841729E-1,1.408319455E-2,6.542006508E-3
4.024078208E0,-7.901248336E-2,4.313961416E-2,1.591190463E-3
4.034076208E0,-2.910715714E-2,1.022378448E-2,7.032247260E-3
4.044074208E0,1.998049393E-2,-1.786723733E-2,2.183303051E-2
4.054072208E0,5.708472058E-2,-2.418159321E-2,3.401566297E-2
4.064070208E0,7.126206160E-2,-3.334872425E-2,3.203826398E-2
4.074068208E0,4.465524107E-2,-1.513987780E-2,3.012103960E-2
4.084066208E0,-5.227629095E-3,-1.106657367E-2,2.656172402E-2
4.094064208E0,-3.434831277E-2,-9.642892517E-3,3.756435588E-2
4.104063208E0,-3.601172566E-2,-3.814563900E-2,4.061394185E-2
4.114061208E0,-2.451178990E-2,-3.689548373E-2,2.616661973E-2
4.124059208E0,-2.090160735E-2,2.459397912E-2,6.661627442E-3
4.134057208E0,-2.851955034E-2,7.054656744E-2,-7.680970244E-3
4.144055208E0,-5.607847124E-2,6.909701228E-2,-1.242272835E-2
4.154053208E0,-1.035315767E-1,7.802294195E-2,-2.782967640E-3
4.164051208E0,-1.752656847E-1,1.139324754E-1,8.821756579E-3
4.174049208E0,-2.522017658E-1,1.393673718E-1,2.816790901E-2
4.184047208E0,-3.185400665E-1,9.742951393E-2,3.257943317E-2
4.194045208E0,-3.616911769E-1,7.534502447E-2,6.194087863E-2
4.204043208E0,-4.051944315E-1,9.670916945E-2,9.163139015E-2
4.214042208E0,-4.697142243E-1,9.079021960E-2,1.023596153E-1
4.224040208E0,-5.501502156E-1,2.074727789E-3,1.072755456E-1
4.234038208E0,-6.133509874E-1,-1.067754403E-1,1.143239811E-1
4.244036208E0,-6.697881818E-1,-1.985341311E-1,1.026018113E-1
4.254035208E0,-7.056455612E-1,-2.329275608E-1,6.631603092E-2
4.264034208E0,-7.249404192E-1,-2.098704576E-1,2.433182672E-2
4.274032208E0,-7.372496724E-1,-1.682547480E-1,-1.174116600E-2
4.284030208E0,-7.313625216E-1,-1.745501906E-1,-7.384581864E-2
4.294028208E0,-6.828859448E-1,-2.449680120E-1,-2.309586257E-1
4.304026208E0,-6.010541916E-1,-3.468890190E-1,-3.574564159E-1
4.314024208E0,-5.144110322E-1,-4.540689290E-1,-3.563503325E-1
4.359995042E0,-1.802514672E0,-7.232475877E-1,-3.226635456E-1
4.369992042E0,-1.742403626E0,-7.972661853E-1,-4.804944694E-1
4.379990042E0,-1.477475524E0,-8.889319301E-1,-5.581942797E-1
4.389987042E0,-1.128376126E0,-9.379729629E-1,-5.381851196E-1
4.399985042E0,-7.768716216E-1,-8.513714671E-1,-4.882061779E-1
4.409982042E0,-4.701188505E-1,-7.322999835E-1,-3.915960193E-1
4.419980042E0,-2.387951463E-1,-6.546742320E-1,-2.120115459E-1
4.429977042E0,-1.064664125E-1,-6.478898525E-1,5.112242885E-3
4.439975042E0,-3.476360440E-2,-6.860463619E-1,1.625985652E-1
4.449972042E0,1.217887271E-2,-6.797053814E-1,2.210568190E-1
4.459970042E0,5.128420889E-2,-6.252970099E-1,2.133319676E-1
4.469967042E0,7.606039196E-2,-4.993737042E-1,1.891512722E-1
4.479965042E0,8.219361305E-2,-2.679587305E-1,1.474142075E-1
4.489962042E0,6.565511227E-2,-1.117142737E-1,8.509916812E-2
4.499960042E0,4.949605092E-2,-1.207854375E-1,1.968726888E-2
4.509957042E0,7.055739313E-2,-9.536876529E-2,-1.586353406E-2
4.519955042E0,8.598047495E-2,-6.135477126E-2,-1.259054616E-2
4.529953042E0,7.273843884E-2,-3.179794550E-2,7.338154595E-3
4.539950042E0,4.477712512E-2,-9.295295924E-3,3.534948081E-2
4.549947042E0,1.453240216E-2,-1.282909885E-3,3.711542115E-2
4.559945042E0,-7.616317831E-3,-2.461513504E-2,2.878272533E-2
4.569943042E0,-7.388086058E-3,-8.066854626E-2,2.734089084E-2
4.579940042E0,9.335477836E-3,-1.554336101E-1,3.640456498E-2
4.589938042E0,4.509453848E-2,-2.675617337E-1,4.155378789E-2
4.599935042E0,5.312747508E-2,-4.068736732E-1,1.443695743E-2
4.609933042E0,5.183903873E-2,-4.215841889E-1,-2.830464579E-2
4.619930042E0,7.078831643E-2,-3.494843841E-1,-7.493790984E-2
4.629928042E0,1.011611298E-1,-2.658320963E-1,-1.186776683E-1
4.639925042E0,1.181244031E-1,-1.700464487E-1,-1.434693038E-1
4.649923042E0,1.411743313E-1,-8.738379180E-2,-1.249323711E-1
4.659920042E0,1.811550707E-1,-3.879787028E-2,-8.125623316E-2
4.669918042E0,2.386205047E-1,1.770828664E-2,-4.711104929E-2
4.679915042E0,2.950524986E-1,8.922769129E-2,-4.863388836E-2
4.689913042E0,3.249534070E-1,1.198372617E-1,-8.326856792E-2
4.699910042E0,3.308904171E-1,1.203801632E-1,-1.203897595E-1
4.709908042E0,3.125263453E-1,1.498437673E-1,-1.528163999E-1
4.719905042E0,3.056770265E-1,1.203935295E-1,-1.924379021E-1
4.729903042E0,3.352168202E-1,5.153163895E-2,-2.472516298E-1
4.739900042E0,3.547444940E-1,1.234410033E-1,-2.963869274E-1
4.749898042E0,3.336660862E-1,1.520119160E-1,-3.080659509E-1
4.759895292E0,2.681771815E-1,1.476333290E-1,-2.703333795E-1
4.769893292E0,1.792542338E-1,1.821308583E-1,-2.236969322E-1
4.779890292E0,1.101945192E-1,2.126424462E-1,-1.815604270E-1
4.789888292E0,8.271815628E-2,1.746615022E-1,-1.497399211E-1
4.799885292E0,1.083562151E-1,1.743785888E-1,-1.264366657E-1
4.809883292E0,1.422670484E-1,1.868754625E-1,-1.196495965E-1
4.819880292E0,1.355389655E-1,1.404732764E-1,-1.077894792E-1
4.829878292E0,1.105715632E-1,6.609518826E-2,-9.149625897E-2
4.839875292E0,5.715628341E-2,3.892921656E-2,-9.140440077E-2
4.849873292E0,-9.807034396E-3,2.474628948E-2,-1.274875700E-1
4.859870292E0,-7.000567019E-2,-4.495117441E-2,-1.675660014E-1
4.869868292E0,-1.243527979E-1,-1.214246452E-1,-1.969569027E-1
4.879865292E0,-1.649188101E-1,-1.402186751E-1,-1.967723370E-1
4.889863292E0,-1.774167717E-1,-1.506577283E-1,-1.695633531E-1
4.899860292E0,-1.897598803E-1,-2.089460343E-1,-1.350890547E-1
4.909858292E0,-2.147579193E-1,-2.629565299E-1,-1.238126904E-1
4.919855292E0,-2.373839021E-1,-2.339324951E-1,-1.102807224E-1
4.929853292E0,-2.461638004E-1,-1.890494376E-1,-1.212460175E-1
4.939850292E0,-2.156752795E-1,-1.084175035E-1,-1.367802173E-1
4.949848292E0,-1.312104613E-1,-9.877884760E-3,-1.585403830E-1
4.959845292E0,-2.601539344E-2,7.542819530E-2,-1.779465228E-1
4.969843292E0,3.258320689E-2,9.643547237E-2,-1.675790995E-1
4.979841292E0,6.722129881E-2,6.388296932E-2,-1.162535399E-1
4.989838292E0,7.943721861E-2,1.665766537E-2,-6.928522885E-2
4.999835292E0,7.938457280E-2,-4.181372374E-2,-5.272272229E-2
5.009833292E0,2.752696723E-2,-1.343154311E-1,-7.558729500E-2
5.019831292E0,-6.829273701E-2,-1.601356864E-1,-1.039461568E-1
5.029828292E0,-1.330480278E-1,-1.142744571E-1,-1.244354546E-1
5.039826292E0,-1.432861537E-1,-4.276545346E-2,-1.339965016E-1
5.049823292E0,-9.424749762E-2,2.460213564E-2,-1.205094680E-1
5.059821292E0,-1.289744675E-2,6.283437461E-2,-7.724151015E-2
5.069818292E0,6.958225369E-2,2.153939754E-2,-4.493204132E-2
5.079816292E0,1.116982475E-1,-6.911448389E-2,-4.908078909E-2
5.089813292E0,1.198792160E-1,-1.869205758E-2,-5.588729680E-2
5.099811292E0,8.688159287E-2,3.110586852E-2,-4.569225386E-2
5.109808292E0,1.649211533E-2,-2.933340147E-4,-3.839785233E-2
5.119806292E0,-5.822346359E-2,-4.295001179E-2,-4.206198826E-2
5.129803292E0,-1.091172695E-1,-9.327337146E-2,-4.068673030E-2
5.139801292E0,-1.153676957E-1,-1.101933643E-1,-2.476833761E-2
5.149798292E0,-8.611499518E-2,-8.055797219E-2,-2.144784667E-3
5.159796292E0,-5.596832931E-2,-5.504410714E-2,1.487791631E-2
5.169793292E0,-4.946489260E-2,-4.351102188E-2,1.388615463E-2
5.179791292E0,-6.409281492E-2,-1.129237786E-1,4.671232309E-3
5.189788292E0,-6.836026162E-2,-1.396334171E-1,-2.654820681E-2
5.199786292E0,-6.347748637E-2,-7.514733355E-3,-5.357532203E-2
5.209783292E0,-4.807989299E-2,8.161940426E-2,-4.599143937E-2
5.219781292E0,-3.722234070E-2,6.237945706E-2,-3.643304110E-3
5.229778292E0,-8.156332187E-3,3.056054004E-2,2.281493321E-2
5.239776292E0,2.048805170E-2,2.923466451E-2,2.234887332E-2
5.249773292E0,2.240925655E-2,-1.042699628E-2,3.944033757E-3
5.259771292E0,-1.151041500E-2,-6.475164741E-2,-2.322068065E-2
5.269768292E0,-4.414718971E-2,-8.838666975E-2,-5.668862537E-2
5.279766292E0,-5.230345950E-2,-5.479505658E-2,-8.619043231E-2
5.289763292E0,-4.826291278E-2,-2.563264593E-2,-1.128923446E-1
5.299761292E0,-4.343552887E-2,-3.316945955E-2,-1.128603965E-1
5.309758292E0,-9.446404874E-3,-2.133330703E-2,-9.203954041E-2
5.319756292E0,5.452483427E-3,8.089615963E-3,-6.362019479E-2
5.329753292E0,8.293543942E-3,-1.155015547E-3,-3.144921362E-2
5.339751292E0,1.020834409E-2,-2.341372147E-2,1.114453189E-4
5.349748292E0,1.378976367E-2,-3.890053555E-2,1.649015211E-2
5.359746292E0,1.524969004E-2,-3.295437247E-2,8.546328172E-3
5.369743292E0,1.168531459E-2,-9.877015837E-3,-8.678464219E-3
5.379741292E0,7.968830876E-3,-1.575024053E-2,-5.934085231E-3
5.389738292E0,1.840176433E-2,-3.247089684E-2,2.828247380E-3
5.399736292E0,4.432655871E-2,1.422403194E-2,1.651454717E-2
5.409733292E0,6.278040260E-2,4.299309477E-2,2.965192124E-2
5.419731292E0,5.448627472E-2,9.936487302E-3,2.837774530E-2
5.429728292E0,1.571571082E-2,-3.310925141E-2,5.169628654E-3
5.439726292E0,-1.904524490E-2,-3.645300120E-2,-3.186003864E-2
5.449723292E0,-5.298776180E-2,8.476121351E-3,-4.954662174E-2
5.459721292E0,-7.366432250E-2,1.945085265E-2,-1.900123805E-2
5.469719292E0,-6.615208089E-2,-4.550885409E-3,2.083991840E-2
5.479716292E0,-5.437670648E-2,-5.290726572E-2,2.281529456E-2
5.489714292E0,-7.521514595E-2,-1.044727191E-1,5.705018062E-3
5.499711292E0,-1.089377403E-1,-1.282128394E-1,-1.026083715E-2
5.509709292E0,-1.490084678E-1,-7.920347154E-2,-1.911531389E-2
5.519706292E0,-1.702391654E-1,-1.868806221E-2,-1.299735531E-2
5.529704292E0,-1.583342999E-1,-3.180493042E-2,1.008772384E-2
5.539701292E0,-9.808351099E-2,-1.359122992E-1,9.163530543E-3
5.549699292E0,-1.055472530E-2,-1.845549345E-1,-1.865664870E-2
5.559696292E0,6.411860883E-2,-1.523066461E-1,-3.753223270E-2
5.569694292E0,8.093141019E-2,-1.068115905E-1,-3.466880322E-2
5.579691292E0,3.935782611E-2,-7.834655046E-2,-1.214033365E-2
5.589689292E0,-2.547470108E-2,-7.475714386E-2,-8.466502652E-3
5.599686292E0,-7.016055286E-2,-4.504725337E-2,-1.395178959E-2
5.609684292E0,-8.761064708E-2,-4.818472266E-2,-2.079904452E-2
5.619681292E0,-9.783490747E-2,-9.752183408E-2,-1.932028309E-2
5.629679292E0,-9.680905938E-2,-1.931844503E-1,4.598097876E-3
5.639676292E0,-8.999980241E-2,-2.797616422E-1,2.940146625E-2
5.649674292E0,-6.526995450E-2,-3.374805748E-1,3.707936034E-2
5.659671292E0,-1.588804461E-2,-3.300133646E-1,2.925273404E-2
5.669669292E0,3.266137838E-2,-2.703740299E-1,3.239100054E-2
5.679666292E0,6.441678852E-2,-1.825613976E-1,4.373043031E-2
5.689664292E0,7.369950414E-2,-1.118605956E-1,6.064523011E-2
5.699661292E0,4.394933954E-2,-9.861429036E-2,8.045828342E-2
5.709659292E0,-6.942604668E-3,-1.092986241E-1,9.345930070E-2
5.719656292E0,-7.426339388E-2,-1.219593287E-1,7.935830951E-2
5.729654292E0,-1.433857381E-1,-1.317986548E-1,5.100416765E-2
5.739651292E0,-1.831362844E-1,-1.442153454E-1,3.384957090E-2
5.749649292E0,-1.831602603E-1,-1.783666611E-1,3.476010263E-2
5.759646500E0,-1.810151041E-1,-2.124480754E-1,3.603861108E-2
5.769644500E0,-1.939791143E-1,-2.550152242E-1,3.565458208E-2
5.779642500E0,-2.022366375E-1,-2.941878736E-1,2.877188474E-2
5.789639500E0,-2.159923911E-1,-3.112733960E-1,3.341750428E-2
5.799637500E0,-2.123923153E-1,-3.162585497E-1,5.372503027E-2
5.809634500E0,-1.933429837E-1,-3.078472018E-1,7.648760080E-2
5.819632500E0,-1.543776393E-1,-2.507102489E-1,9.850624949E-2
5.829629500E0,-1.159620732E-1,-1.508446336E-1,1.117189974E-1
5.839627500E0,-6.724303216E-2,-4.780334607E-2,1.110794172E-1
5.849624500E0,-2.511687949E-2,4.423337057E-2,1.072090417E-1
5.859622500E0,1.262847520E-2,5.568648502E-2,9.647161514E-2
5.869619500E0,4.564208537E-2,2.291362174E-2,7.617086917E-2
5.879617500E0,6.325930357E-2,-2.450655401E-2,4.922977090E-2
5.889614500E0,7.796420902E-2,-8.275414258E-2,4.514368623E-2
5.899612500E0,8.534239233E-2,-1.327394694E-1,6.051741540E-2
5.909609500E0,7.812868804E-2,-1.543281227E-1,6.599953771E-2
5.919607500E0,4.412736744E-2,-1.571837962E-1,7.452692837E-2
5.929604500E0,-1.234505326E-4,-1.488446444E-1,8.462457359E-2
5.939602500E0,-4.022254050E-2,-1.174340546E-1,9.287427366E-2
5.949599500E0,-6.084153056E-2,-9.073373675E-2,8.736952394E-2
5.959597500E0,-8.098798245E-2,-6.503285468E-2,7.416225225E-2
5.969594500E0,-8.017119020E-2,-6.717216969E-2,6.769582629E-2
5.979592500E0,-7.102990150E-2,-8.993314952E-2,6.784164160E-2
5.989589500E0,-5.774392188E-2,-1.030489504E-1,7.652328163E-2
5.999587500E0,-4.222362861E-2,-1.375158876E-1,8.644799888E-2
6.009584500E0,-2.516714856E-2,-1.802878529E-1,8.951675892E-2
6.019582500E0,-1.585766301E-2,-1.942174584E-1,8.751562983E-2
6.029580500E0,-2.151969820E-3,-1.934134364E-1,8.966613561E-2
6.039577500E0,2.557772212E-3,-1.650180370E-1,7.888383418E-2
6.049575500E0,6.553579122E-3,-1.355605423E-1,6.412992626E-2
6.059572500E0,1.499059517E-2,-9.809980541E-2,5.616496503E-2
6.069570500E0,2.722462453E-2,-7.742994279E-2,5.170390382E-2
6.079567500E0,3.589636087E-2,-1.063991711E-1,5.105575174E-2
6.089565500E0,5.025826022E-2,-1.386468560E-1,5.419162661E-2
6.099562500E0,4.251176864E-2,-1.435181201E-1,4.989417642E-2
6.109560500E0,2.754507214E-2,-1.430041343E-1,4.877351969E-2
6.119557500E0,1.072998904E-2,-1.621933430E-1,4.914538935E-2
6.129555500E0,-3.024438396E-3,-1.992376447E-1,5.548025295E-2
6.139552500E0,3.816396929E-3,-2.050283104E-1,6.063457578E-2
6.149550500E0,2.391633764E-2,-1.746205986E-1,6.444209814E-2
6.159547500E0,4.225105792E-2,-1.550543904E-1,6.068569422E-2
6.169545500E0,6.213980913E-2,-1.401992738E-1,5.401208252E-2
6.179542500E0,6.533317268E-2,-1.376174986E-1,4.775091261E-2
6.189540500E0,7.334555686E-2,-1.346952170E-1,4.750563577E-2
6.199537500E0,5.536720529E-2,-1.550678015E-1,5.074562877E-2
6.209535500E0,2.586390823E-2,-1.668640077E-1,2.829411440E-2
6.219532500E0,-1.108730957E-2,-1.438335925E-1,-1.328700222E-2
6.229530500E0,-4.559175670E-2,-1.059322730E-1,-3.153498098E-2
6.239528500E0,-7.026004046E-2,-8.512298018E-2,-2.585159056E-2
6.249525500E0,-6.680379063E-2,-8.508356661E-2,-1.013920736E-2
6.259523500E0,-3.680906072E-2,-9.050253034E-2,1.554307248E-2
6.269520500E0,1.405278593E-2,-1.105460152E-1,4.042871296E-2
6.279518500E0,5.592143536E-2,-1.461818814E-1,5.010626093E-2
6.289515500E0,7.481656224E-2,-1.727011055E-1,3.859181702E-2
6.299513500E0,7.491093874E-2,-1.771691889E-1,2.205887996E-2
6.309510500E0,7.370000333E-2,-1.867994368E-1,-1.373209525E-3
6.319508500E0,8.246188611E-2,-1.840520799E-1,-3.073081560E-2
6.329505500E0,9.020396322E-2,-1.396697015E-1,-5.005524307E-2
6.339503500E0,8.533398807E-2,-1.016468704E-1,-4.188529402E-2
6.349500500E0,5.310441554E-2,-1.136694476E-1,-1.463183481E-2
6.359498500E0,7.402685937E-3,-1.376372427E-1,4.253878724E-4
6.369495500E0,-3.666757047E-2,-1.429310739E-1,1.357873995E-2
6.379493500E0,-6.348880380E-2,-1.375533491E-1,4.553628340E-2
6.389491500E0,-9.051989019E-2,-1.225858554E-1,5.198512599E-2
6.399488500E0,-1.215325147E-1,-1.321619749E-1,3.049550764E-2
6.409486500E0,-1.336797178E-1,-1.455414295E-1,8.740410209E-3
6.419483500E0,-1.283451468E-1,-1.556800902E-1,-5.835070740E-3
6.429481500E0,-1.065644771E-1,-1.503345966E-1,-2.114584856E-2
6.439478500E0,-6.299854815E-2,-1.278726459E-1,-3.101836704E-2
6.449476500E0,-6.370953284E-3,-8.459682018E-2,-2.337669395E-2
6.459473500E0,5.086623877E-2,-6.119588390E-2,-7.254714612E-3
6.469471500E0,9.445258975E-2,-3.192454949E-2,-7.273889612E-3
6.479468500E0,1.063062474E-1,-1.729877293E-2,-6.711516995E-3
6.489466500E0,9.624775499E-2,-2.651011571E-2,1.145044342E-2
6.499463500E0,7.182702422E-2,-4.283799231E-2,7.707426324E-3
6.509461500E0,4.711554945E-2,-6.434035301E-2,-9.040128440E-3
6.519458500E0,1.494631916E-2,-6.003794447E-2,-2.344227768E-2
6.529456500E0,-1.108813100E-3,-4.261101782E-2,-3.342886642E-2
6.539454500E0,-1.004376169E-2,-3.351300955E-2,-2.862678468E-2
6.549451500E0,-2.596360445E-2,-5.517062731E-3,-2.331670932E-2
6.559449500E0,-3.568314761E-2,7.228522096E-3,-1.561180875E-2
6.569446500E0,-3.471748531E-2,-1.734346617E-3,9.728169069E-3
6.579444500E0,-2.797691151E-2,-1.937866956E-2,3.101236932E-2
6.589441500E0,-7.339544594E-3,-2.052515931E-2,4.573618621E-2
6.599439500E0,2.552226558E-2,-2.624269947E-2,4.211615026E-2
6.609436500E0,5.098501593E-2,-3.208940476E-2,2.188678272E-2
6.619434500E0,8.000087738E-2,-2.818072028E-2,2.574250102E-3
6.629431500E0,9.545066953E-2,-1.697334088E-2,-9.840074927E-3
6.639429500E0,9.274862707E-2,-1.216686238E-2,-2.843971550E-2
6.649426500E0,6.728774309E-2,5.060327239E-3,-3.533943370E-2
6.659424500E0,2.425304055E-2,1.497440226E-2,-2.246668376E-2
6.669422500E0,-2.643703483E-2,2.887377981E-3,-1.380688325E-2
6.679419500E0,-5.993990600E-2,-1.876427419E-2,-1.462002471E-2
6.689417500E0,-7.298646867E-2,-3.524125367E-2,-1.657371968E-2
6.699414500E0,-6.695501506E-2,-5.737854913E-2,-1.588370837E-2
6.709412500E0,-4.353117943E-2,-6.728684157E-2,-1.393716782E-3
6.719409500E0,-1.866395399E-2,-3.313408047E-2,1.032844558E-2
6.729407500E0,-8.879233152E-3,-4.528269172E-3,-2.682426944E-3
6.739404500E0,-2.091516182E-2,7.213453297E-3,-2.646087855E-2
6.749402500E0,-5.137240514E-2,2.793018147E-2,-4.029679671E-2
6.759398875E0,-8.542818576E-2,4.011410102E-2,-3.389605135E-2
6.769396875E0,-9.680441022E-2,3.054803051E-2,-1.086955890E-2
6.779394875E0,-8.241953701E-2,1.909567043E-2,2.229479887E-2
6.789391875E0,-3.712635860E-2,-6.071198732E-5,5.571214482E-2
6.799389875E0,2.061411738E-3,-4.565129057E-2,5.036016554E-2
6.809386875E0,3.310588002E-2,-4.599456862E-2,3.212336823E-2
6.819384875E0,4.070071504E-2,-1.328228600E-2,2.323686704E-2
6.829381875E0,3.002676740E-2,4.431144334E-4,1.644047908E-2
6.839379875E0,3.907781094E-3,2.964949235E-4,1.239174232E-2
6.849376875E0,-2.498645149E-2,-7.788862102E-3,2.748334222E-2
6.859374875E0,-4.131645709E-2,-1.825629547E-2,3.379350156E-2
6.869371875E0,-5.559606105E-2,-4.539153073E-3,3.670007363E-2
6.879369875E0,-5.770292878E-2,-1.013966836E-2,4.361622781E-2
6.889366875E0,-5.843609571E-2,-3.184549510E-2,5.100383610E-2
6.899364875E0,-5.646083131E-2,-5.237767845E-2,4.829871655E-2
6.909362875E0,-5.272015557E-2,-6.625700742E-2,4.791468754E-2
6.919359875E0,-5.630766228E-2,-7.719790936E-2,3.724249080E-2
6.929357875E0,-6.490513682E-2,-9.108416736E-2,2.242625877E-2
6.939354875E0,-7.049720734E-2,-6.338687986E-2,2.054128051E-2
6.949352875E0,-6.684281677E-2,-4.395592213E-2,3.761614114E-2
6.959349875E0,-6.691195816E-2,-5.245175585E-2,4.336938262E-2
6.969347875E0,-6.905020773E-2,-8.316972107E-2,3.133695573E-2
6.979344875E0,-6.090747938E-2,-8.625481278E-2,1.219177991E-2
6.989342875E0,-6.246596202E-2,-1.726642065E-2,2.120737918E-2
6.999340875E0,-7.913734019E-2,2.076060697E-2,3.838658333E-2
7.009337875E0,-1.079681963E-1,1.578391064E-3,5.294422060E-2
7.019335875E0,-1.029219627E-1,-4.078208655E-2,5.957330391E-2
7.029332875E0,-6.146480143E-2,-2.895498835E-2,5.479559302E-2
7.039330875E0,-9.417534806E-3,2.547193319E-2,2.865662426E-2
7.049327875E0,3.234535828E-2,4.293135181E-2,2.783747856E-3
7.059325875E0,5.351858586E-2,9.720806964E-3,1.161880791E-4
7.069322875E0,4.416023940E-2,-3.413479775E-2,1.044525765E-2
7.079320875E0,1.740018651E-2,-5.755467340E-2,1.535098068E-2
7.089318875E0,-2.095092833E-2,-3.191988543E-2,2.216148190E-2
7.099315875E0,-4.995841533E-2,4.521978553E-3,3.987122327E-2
7.109313875E0,-6.978538632E-2,1.252397895E-2,5.659747496E-2
7.119310875E0,-8.777759969E-2,-2.024764195E-2,4.907239228E-2
7.129308875E0,-7.423648983E-2,-4.694795981E-2,3.979047388E-2
7.139305875E0,-3.907865286E-2,-8.889595978E-3,4.055204242E-2
7.149303875E0,1.048863400E-2,3.973866254E-2,4.266392812E-2
7.159300875E0,4.585044086E-2,6.026262790E-2,3.167222813E-2
7.169298875E0,7.111744583E-2,5.187180638E-2,2.246701159E-2
7.179296875E0,8.583936095E-2,5.846243724E-2,2.595586702E-2
7.189293875E0,9.200990200E-2,6.960669905E-2,5.268282071E-2
7.199291875E0,7.413582504E-2,4.940555617E-2,8.058342338E-2
7.209288875E0,2.283562161E-2,7.130804937E-3,7.637430727E-2
7.219286875E0,-2.249666490E-2,-1.323982514E-2,6.667221338E-2
7.229283875E0,-5.521279573E-2,7.029226981E-3,6.161727384E-2
7.239281875E0,-7.758411765E-2,5.071155261E-3,4.972360283E-2
7.249278875E0,-8.566201478E-2,-9.710719809E-3,2.923057601E-2
7.259276875E0,-8.033835888E-2,-5.673900712E-3,2.043122612E-2
7.269274875E0,-6.394020468E-2,4.122623056E-2,2.865054086E-2
7.279271875E0,-4.439665377E-2,5.030877143E-2,4.312752560E-2
7.289269875E0,-1.293646730E-2,1.378697716E-2,4.574541375E-2
7.299266875E0,2.855539322E-2,1.874164212E-3,5.799976736E-2
7.309264875E0,5.975725502E-2,6.829327904E-4,6.114549190E-2
7.319261875E0,8.947231621E-2,-3.286874294E-2,4.359214380E-2
7.329259875E0,9.239966422E-2,-6.176164746E-2,2.478250675E-2
7.339256875E0,6.776276976E-2,-4.172826931E-2,2.900642529E-2
7.349254875E0,3.245138377E-2,4.420051351E-3,4.144977778E-2
7.359252875E0,-6.800941192E-3,3.644414619E-2,5.802447349E-2
7.369249875E0,-4.133974388E-2,5.382446945E-2,6.210097671E-2
7.379247875E0,-7.635801286E-2,6.583142281E-2,6.001044810E-2
7.389244875E0,-9.583743662E-2,4.186990112E-2,5.532515049E-2
7.399242875E0,-9.944798797E-2,-2.541685011E-3,5.007816851E-2
7.409239875E0,-8.922784030E-2,-1.058836933E-3,6.148954853E-2
7.419237875E0,-5.203250796E-2,-6.013240665E-3,7.278288156E-2
7.429234875E0,-6.975281984E-3,-4.551031440E-2,8.122030646E-2
7.439232875E0,2.477762103E-2,-4.119211808E-2,7.659386843E-2
7.449230875E0,5.658482015E-2,-3.863122081E-3,7.043077797E-2
7.459227875E0,5.652068555E-2,2.069804445E-2,5.538807437E-2
7.469225875E0,1.794399880E-2,4.450899083E-3,3.892095014E-2
7.479222875E0,-3.460218757E-2,-1.978208125E-2,2.284140885E-2
7.489220875E0,-6.564266235E-2,1.028021239E-2,4.053172097E-2
7.499217875E0,-6.730234623E-2,1.014865376E-2,8.281020820E-2
