"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.473302713E1,2.405626869E1,-1.258513069E1,-3.747778320E1
3.474302513E1,2.405626869E1,-1.258513069E1,-3.747778320E1
3.475302312E1,2.402831650E1,-1.259366226E1,-3.722784424E1
3.476302113E1,2.402831650E1,-1.259366226E1,-3.722784424E1
3.477301913E1,2.411982346E1,-1.228182602E1,-3.715838623E1
3.478301663E1,2.411982346E1,-1.228182602E1,-3.715838623E1
3.479301363E1,2.406803322E1,-1.216438675E1,-3.706945801E1
3.480301163E1,2.406803322E1,-1.216438675E1,-3.706945801E1
3.481300963E1,2.395698357E1,-1.225771332E1,-3.673370361E1
3.482300763E1,2.395698357E1,-1.225771332E1,-3.673370361E1
3.483300562E1,2.403853798E1,-1.211606216E1,-3.697796631E1
3.484300363E1,2.403853798E1,-1.211606216E1,-3.697796631E1
3.485300163E1,2.399450302E1,-1.192305374E1,-3.679321289E1
3.486299863E1,2.399450302E1,-1.192305374E1,-3.679321289E1
3.487299663E1,2.381591988E1,-1.198636246E1,-3.690521240E1
3.488299463E1,2.381591988E1,-1.198636246E1,-3.690521240E1
3.489299262E1,2.397036171E1,-1.173850250E1,-3.709442139E1
3.490299063E1,2.397036171E1,-1.173850250E1,-3.709442139E1
3.491298863E1,2.398900604E1,-1.148841095E1,-3.691082764E1
3.492298663E1,2.398900604E1,-1.148841095E1,-3.691082764E1
3.493298363E1,2.410247421E1,-1.155352402E1,-3.679156494E1
3.494298163E1,2.410247421E1,-1.155352402E1,-3.679156494E1
3.495297962E1,2.406731796E1,-1.139764023E1,-3.675573730E1
3.496297763E1,2.406731796E1,-1.139764023E1,-3.675573730E1
3.497297563E1,2.407754517E1,-1.122653198E1,-3.663970947E1
3.498297363E1,2.407754517E1,-1.122653198E1,-3.663970947E1
3.499297163E1,2.407087708E1,-1.154775620E1,-3.658770752E1
3.500296863E1,2.407087708E1,-1.154775620E1,-3.658770752E1
3.501296662E1,2.380422020E1,-1.141123962E1,-3.678790283E1
3.502296463E1,2.380422020E1,-1.141123962E1,-3.678790283E1
3.503296263E1,2.398632050E1,-1.153906631E1,-3.657415771E1
3.504296063E1,2.398632050E1,-1.153906631E1,-3.657415771E1
3.505295863E1,2.411537552E1,-1.132827759E1,-3.652850342E1
3.506295662E1,2.416582680E1,-1.131828308E1,-3.667968750E1
3.507295363E1,2.416582680E1,-1.131828308E1,-3.667968750E1
3.508295163E1,2.440483475E1,-1.103683090E1,-3.670880127E1
3.509294963E1,2.440483475E1,-1.103683090E1,-3.670880127E1
3.510294763E1,2.414873123E1,-1.104735184E1,-3.667803955E1
3.511294563E1,2.414873123E1,-1.104735184E1,-3.667803955E1
3.512294362E1,2.388593483E1,-1.108427811E1,-3.676422119E1
3.513294163E1,2.388593483E1,-1.108427811E1,-3.676422119E1
3.514293863E1,2.393678856E1,-1.090937424E1,-3.669628906E1
3.515293663E1,2.393678856E1,-1.090937424E1,-3.669628906E1
3.516293462E1,2.402680779E1,-1.096562195E1,-3.673828125E1
3.517293263E1,2.402680779E1,-1.096562195E1,-3.673828125E1
3.518293063E1,2.407862091E1,-1.086621475E1,-3.600238037E1
3.519292863E1,2.407862091E1,-1.086621475E1,-3.600238037E1
3.520292663E1,2.406764221E1,-1.084408569E1,-3.655963135E1
3.521292363E1,2.406764221E1,-1.084408569E1,-3.655963135E1
3.522292162E1,2.398935318E1,-1.048405838E1,-3.649328613E1
3.523291963E1,2.398935318E1,-1.048405838E1,-3.649328613E1
3.524291763E1,2.407737923E1,-1.023345184E1,-3.645056152E1
3.525291563E1,2.407737923E1,-1.023345184E1,-3.645056152E1
3.526291363E1,2.407790375E1,-1.035700989E1,-3.651617432E1
3.527291162E1,2.407790375E1,-1.035700989E1,-3.651617432E1
3.528290862E1,2.402704811E1,-1.038375854E1,-3.617266846E1
3.529290663E1,2.402704811E1,-1.038375854E1,-3.617266846E1
3.530290463E1,2.404844666E1,-1.053176117E1,-3.632531738E1
3.531290263E1,2.404844666E1,-1.053176117E1,-3.632531738E1
3.532290063E1,2.400161552E1,-1.034781647E1,-3.630926514E1
3.533289862E1,2.400161552E1,-1.034781647E1,-3.630926514E1
3.534289562E1,2.398063278E1,-1.023821259E1,-3.617095947E1
3.535289363E1,2.398063278E1,-1.023821259E1,-3.617095947E1
3.536289163E1,2.409578705E1,-1.032289124E1,-3.625292969E1
3.537288963E1,2.409578705E1,-1.032289124E1,-3.625292969E1
3.538288763E1,2.397842789E1,-1.062115097E1,-3.633221436E1
3.539288562E1,2.397842789E1,-1.062115097E1,-3.633221436E1
3.540288363E1,2.408860397E1,-1.045180130E1,-3.619744873E1
3.541288063E1,2.408860397E1,-1.045180130E1,-3.619744873E1
3.542287863E1,2.383657074E1,-1.042926788E1,-3.604425049E1
3.543287663E1,2.383657074E1,-1.042926788E1,-3.604425049E1
3.544287463E1,2.380700493E1,-1.046988678E1,-3.632867432E1
3.545287262E1,2.380700493E1,-1.046988678E1,-3.632867432E1
3.546287063E1,2.381369400E1,-1.026586914E1,-3.613854980E1
3.547286863E1,2.381369400E1,-1.026586914E1,-3.613854980E1
3.548286663E1,2.377217674E1,-1.037435913E1,-3.641967773E1
3.549286363E1,2.377217674E1,-1.037435913E1,-3.641967773E1
3.550286163E1,2.385041618E1,-1.066751099E1,-3.600439453E1
3.551285962E1,2.385041618E1,-1.066751099E1,-3.600439453E1
3.552285763E1,2.385659981E1,-1.046055603E1,-3.606164551E1
3.553285563E1,2.385659981E1,-1.046055603E1,-3.606164551E1
3.554285363E1,2.380452538E1,-1.031954575E1,-3.598059082E1
3.555285062E1,2.380452538E1,-1.031954575E1,-3.598059082E1
3.556284863E1,2.392586517E1,-1.034441376E1,-3.579724121E1
3.557284663E1,2.392586517E1,-1.034441376E1,-3.579724121E1
3.558284463E1,2.403588295E1,-1.041273499E1,-3.596105957E1
3.559284263E1,2.403588295E1,-1.041273499E1,-3.596105957E1
3.560284063E1,2.380059624E1,-1.036501694E1,-3.607482910E1
3.561283863E1,2.380059624E1,-1.036501694E1,-3.607482910E1
3.562283662E1,2.398134613E1,-1.033312988E1,-3.598016357E1
3.563283363E1,2.398134613E1,-1.033312988E1,-3.598016357E1
3.564283163E1,2.400743675E1,-1.028067017E1,-3.609606934E1
3.565282963E1,2.400743675E1,-1.028067017E1,-3.609606934E1
3.566282762E1,2.388233948E1,-1.017781067E1,-3.602392578E1
3.567282563E1,2.388233948E1,-1.017781067E1,-3.602392578E1
3.568282363E1,2.408651924E1,-1.012936401E1,-3.590557861E1
3.569282063E1,2.408651924E1,-1.012936401E1,-3.590557861E1
3.570281863E1,2.399161530E1,-1.031937790E1,-3.591113281E1
3.571281663E1,2.399161530E1,-1.031937790E1,-3.591113281E1
3.572281462E1,2.387179184E1,-1.032497406E1,-3.584667969E1
3.573281263E1,2.387179184E1,-1.032497406E1,-3.584667969E1
3.574281063E1,2.381268692E1,-1.040054321E1,-3.562609863E1
3.575280863E1,2.381268692E1,-1.040054321E1,-3.562609863E1
3.576280663E1,2.381428146E1,-1.034229279E1,-3.570654297E1
3.577280363E1,2.381428146E1,-1.034229279E1,-3.570654297E1
3.578280204E1,2.388298035E1,-1.038981628E1,-3.552746582E1
3.579280004E1,2.388298035E1,-1.038981628E1,-3.552746582E1
3.580279804E1,2.389375114E1,-1.046116638E1,-3.574902344E1
3.581279604E1,2.389375114E1,-1.046116638E1,-3.574902344E1
3.582279404E1,2.381804657E1,-1.041847610E1,-3.571643066E1
3.583279104E1,2.385931396E1,-1.037216187E1,-3.556518555E1
3.584278904E1,2.385931396E1,-1.037216187E1,-3.556518555E1
3.585278704E1,2.385860825E1,-1.018571472E1,-3.566961670E1
3.586278504E1,2.385860825E1,-1.018571472E1,-3.566961670E1
3.587278304E1,2.379397011E1,-1.020154953E1,-3.559985352E1
3.588278104E1,2.379397011E1,-1.020154953E1,-3.559985352E1
3.589277904E1,2.362891006E1,-1.027518845E1,-3.552337646E1
3.590277704E1,2.362891006E1,-1.027518845E1,-3.552337646E1
3.591277404E1,2.389942551E1,-1.030412292E1,-3.564849854E1
3.592277204E1,2.389942551E1,-1.030412292E1,-3.564849854E1
3.593277004E1,2.401002884E1,-1.021659470E1,-3.566082764E1
3.594276804E1,2.401002884E1,-1.021659470E1,-3.566082764E1
3.595276604E1,2.391506577E1,-1.024381256E1,-3.539727783E1
3.596276404E1,2.391506577E1,-1.024381256E1,-3.539727783E1
3.597276104E1,2.398316193E1,-1.017601776E1,-3.544195557E1
3.598275904E1,2.398316193E1,-1.017601776E1,-3.544195557E1
3.599275704E1,2.401593971E1,-1.025449753E1,-3.526110840E1
3.600275504E1,2.401593971E1,-1.025449753E1,-3.526110840E1
3.601275304E1,2.402146721E1,-1.030105209E1,-3.540496826E1
3.602275104E1,2.402146721E1,-1.030105209E1,-3.540496826E1
3.603274904E1,2.399362183E1,-1.032561493E1,-3.546484375E1
3.604274604E1,2.399362183E1,-1.032561493E1,-3.546484375E1
3.605274404E1,2.416018677E1,-1.052614975E1,-3.545483398E1
3.606274204E1,2.416018677E1,-1.052614975E1,-3.545483398E1
3.607274004E1,2.406273079E1,-1.041897202E1,-3.539508057E1
3.608273804E1,2.406273079E1,-1.041897202E1,-3.539508057E1
3.609273604E1,2.383266830E1,-1.039054108E1,-3.565356445E1
3.610273404E1,2.383266830E1,-1.039054108E1,-3.565356445E1
3.611273104E1,2.387887955E1,-1.032878113E1,-3.550878906E1
3.612272904E1,2.387887955E1,-1.032878113E1,-3.550878906E1
3.613272704E1,2.401695824E1,-1.033301163E1,-3.555627441E1
3.614272504E1,2.401695824E1,-1.033301163E1,-3.555627441E1
3.615272304E1,2.420048523E1,-1.023448944E1,-3.566497803E1
3.616272104E1,2.420048523E1,-1.023448944E1,-3.566497803E1
3.617271904E1,2.393990898E1,-1.043392944E1,-3.524969482E1
3.618271704E1,2.393990898E1,-1.043392944E1,-3.524969482E1
3.619271404E1,2.404307747E1,-1.014226532E1,-3.534936523E1
3.620271204E1,2.404307747E1,-1.014226532E1,-3.534936523E1
3.621271004E1,2.407300186E1,-1.021552277E1,-3.522937012E1
3.622270804E1,2.407300186E1,-1.021552277E1,-3.522937012E1
3.623270604E1,2.428463364E1,-1.040225601E1,-3.528649902E1
3.624270404E1,2.428463364E1,-1.040225601E1,-3.528649902E1
3.625270204E1,2.421866226E1,-1.033370972E1,-3.543609619E1
3.626269904E1,2.421866226E1,-1.033370972E1,-3.543609619E1
3.627269704E1,2.403570557E1,-1.018165970E1,-3.537579346E1
3.628269504E1,2.403570557E1,-1.018165970E1,-3.537579346E1
3.629269304E1,2.403646088E1,-1.017638397E1,-3.538031006E1
3.630269104E1,2.403646088E1,-1.017638397E1,-3.538031006E1
3.631268904E1,2.407660294E1,-1.025575638E1,-3.531994629E1
3.632268704E1,2.407660294E1,-1.025575638E1,-3.531994629E1
3.633268404E1,2.398257637E1,-1.025625610E1,-3.535943604E1
3.634268204E1,2.398257637E1,-1.025625610E1,-3.535943604E1
3.635268004E1,2.404079819E1,-1.039335251E1,-3.536993408E1
3.636267804E1,2.404079819E1,-1.039335251E1,-3.536993408E1
3.637267604E1,2.390964508E1,-1.026958466E1,-3.525274658E1
3.638267404E1,2.390964508E1,-1.026958466E1,-3.525274658E1
3.639267204E1,2.406499672E1,-1.037402344E1,-3.521728516E1
3.640266904E1,2.406499672E1,-1.037402344E1,-3.521728516E1
3.641266704E1,2.413419724E1,-1.034009933E1,-3.505609131E1
3.642266504E1,2.413419724E1,-1.034009933E1,-3.505609131E1
3.643266304E1,2.387179565E1,-1.012553024E1,-3.535510254E1
3.644266104E1,2.387179565E1,-1.012553024E1,-3.535510254E1
3.645265904E1,2.389653397E1,-1.019495773E1,-3.521081543E1
3.646265704E1,2.389653397E1,-1.019495773E1,-3.521081543E1
3.647265404E1,2.400250626E1,-1.010101318E1,-3.535058594E1
3.648265204E1,2.400250626E1,-1.010101318E1,-3.535058594E1
3.649265004E1,2.397164154E1,-1.026391220E1,-3.537481689E1
3.650264804E1,2.397164154E1,-1.026391220E1,-3.537481689E1
3.651264604E1,2.390163422E1,-1.018532944E1,-3.522521973E1
3.652264404E1,2.390163422E1,-1.018532944E1,-3.522521973E1
3.653264204E1,2.401628876E1,-1.025785446E1,-3.521325684E1
3.654263904E1,2.401628876E1,-1.025785446E1,-3.521325684E1
3.655263704E1,2.416905975E1,-1.039499283E1,-3.510565186E1
3.656263504E1,2.416905975E1,-1.039499283E1,-3.510565186E1
3.657263304E1,2.421323586E1,-1.044209290E1,-3.525360107E1
3.658263104E1,2.412169647E1,-1.055931091E1,-3.526776123E1
3.659262904E1,2.412169647E1,-1.055931091E1,-3.526776123E1
3.660262704E1,2.399586868E1,-1.055335999E1,-3.541400146E1
3.661262404E1,2.399586868E1,-1.055335999E1,-3.541400146E1
3.662262204E1,2.413825607E1,-1.031040573E1,-3.524438477E1
3.663262004E1,2.413825607E1,-1.031040573E1,-3.524438477E1
3.664261804E1,2.418053818E1,-1.041642380E1,-3.520245361E1
3.665261604E1,2.418053818E1,-1.041642380E1,-3.520245361E1
3.666261404E1,2.401329803E1,-1.063382721E1,-3.537933350E1
3.667261204E1,2.401329803E1,-1.063382721E1,-3.537933350E1
3.668260904E1,2.389326096E1,-1.059347153E1,-3.536676025E1
3.669260704E1,2.389326096E1,-1.059347153E1,-3.536676025E1
3.670260504E1,2.403789139E1,-1.043138504E1,-3.539215088E1
3.671260304E1,2.403789139E1,-1.043138504E1,-3.539215088E1
3.672260104E1,2.396216965E1,-1.028022003E1,-3.535797119E1
3.673259904E1,2.396216965E1,-1.028022003E1,-3.535797119E1
3.674259704E1,2.387577438E1,-1.038165283E1,-3.540484619E1
3.675259504E1,2.387577438E1,-1.038165283E1,-3.540484619E1
3.676259204E1,2.389418793E1,-1.055130386E1,-3.543945312E1
3.677259004E1,2.389418793E1,-1.055130386E1,-3.543945312E1
3.678258767E1,2.379570580E1,-1.055199814E1,-3.539758301E1
3.679258567E1,2.379570580E1,-1.055199814E1,-3.539758301E1
3.680258367E1,2.383103561E1,-1.065583038E1,-3.546807861E1
3.681258167E1,2.383103561E1,-1.065583038E1,-3.546807861E1
3.682257967E1,2.387132454E1,-1.045565033E1,-3.526617432E1
3.683257667E1,2.387132454E1,-1.045565033E1,-3.526617432E1
3.684257467E1,2.386137772E1,-1.055139160E1,-3.529119873E1
3.685257267E1,2.386137772E1,-1.055139160E1,-3.529119873E1
3.686257067E1,2.388741302E1,-1.039484024E1,-3.531079102E1
3.687256867E1,2.388741302E1,-1.039484024E1,-3.531079102E1
3.688256667E1,2.411552620E1,-1.069450378E1,-3.512713623E1
3.689256467E1,2.411552620E1,-1.069450378E1,-3.512713623E1
3.690256167E1,2.404541588E1,-1.046981049E1,-3.519036865E1
3.691255967E1,2.404541588E1,-1.046981049E1,-3.519036865E1
3.692255767E1,2.390817642E1,-1.053369522E1,-3.529827881E1
3.693255567E1,2.390817642E1,-1.053369522E1,-3.529827881E1
3.694255367E1,2.370579529E1,-1.065414429E1,-3.512780762E1
3.695255167E1,2.370579529E1,-1.065414429E1,-3.512780762E1
3.696254967E1,2.360892487E1,-1.054329681E1,-3.508666992E1
3.697254667E1,2.360892487E1,-1.054329681E1,-3.508666992E1
3.698254467E1,2.366661072E1,-1.055472565E1,-3.522241211E1
3.699254267E1,2.366661072E1,-1.055472565E1,-3.522241211E1
3.700254067E1,2.391813660E1,-1.068675232E1,-3.518963623E1
3.701253867E1,2.391813660E1,-1.068675232E1,-3.518963623E1
3.702253667E1,2.391548920E1,-1.068767929E1,-3.516650391E1
3.703253467E1,2.391548920E1,-1.068767929E1,-3.516650391E1
3.704253167E1,2.398555756E1,-1.075737762E1,-3.489788818E1
3.705252967E1,2.398555756E1,-1.075737762E1,-3.489788818E1
3.706252767E1,2.379841232E1,-1.063802338E1,-3.508184814E1
3.707252567E1,2.379841232E1,-1.063802338E1,-3.508184814E1
3.708252367E1,2.396784973E1,-1.069430923E1,-3.522955322E1
3.709252167E1,2.396784973E1,-1.069430923E1,-3.522955322E1
3.710251967E1,2.382788849E1,-1.072396469E1,-3.539904785E1
3.711251767E1,2.382788849E1,-1.072396469E1,-3.539904785E1
3.712251467E1,2.371639633E1,-1.061922073E1,-3.537786865E1
3.713251267E1,2.371639633E1,-1.061922073E1,-3.537786865E1
3.714251067E1,2.400812531E1,-1.081231308E1,-3.520007324E1
3.715250867E1,2.400812531E1,-1.081231308E1,-3.520007324E1
3.716250667E1,2.397071075E1,-1.069576263E1,-3.539508057E1
3.717250467E1,2.397071075E1,-1.069576263E1,-3.539508057E1
3.718250267E1,2.388251495E1,-1.085538483E1,-3.504492188E1
3.719249967E1,2.388251495E1,-1.085538483E1,-3.504492188E1
3.720249767E1,2.397197723E1,-1.090056610E1,-3.524792480E1
3.721249567E1,2.397197723E1,-1.090056610E1,-3.524792480E1
3.722249367E1,2.401745224E1,-1.070424271E1,-3.552819824E1
3.723249167E1,2.401745224E1,-1.070424271E1,-3.552819824E1
3.724248967E1,2.403962898E1,-1.073007202E1,-3.521527100E1
3.725248767E1,2.403962898E1,-1.073007202E1,-3.521527100E1
3.726248467E1,2.407370758E1,-1.059844589E1,-3.512066650E1
3.727248267E1,2.407370758E1,-1.059844589E1,-3.512066650E1
3.728248067E1,2.400246429E1,-1.097056198E1,-3.516937256E1
3.729247867E1,2.400246429E1,-1.097056198E1,-3.516937256E1
3.730247667E1,2.410704041E1,-1.075159073E1,-3.458203125E1
3.731247467E1,2.410704041E1,-1.075159073E1,-3.458203125E1
3.732247267E1,2.424018669E1,-1.070379639E1,-3.501348877E1
3.733246967E1,2.424018669E1,-1.070379639E1,-3.501348877E1
3.734246767E1,2.436188507E1,-1.083269501E1,-3.508337402E1
3.735246567E1,2.438279533E1,-1.096084976E1,-3.503778076E1
3.736246367E1,2.438279533E1,-1.096084976E1,-3.503778076E1
3.737246167E1,2.429913330E1,-1.098900604E1,-3.514984131E1
3.738245967E1,2.429913330E1,-1.098900604E1,-3.514984131E1
3.739245767E1,2.419944763E1,-1.105504990E1,-3.498754883E1
3.740245567E1,2.419944763E1,-1.105504990E1,-3.498754883E1
3.741245267E1,2.437120438E1,-1.108324051E1,-3.513555908E1
3.742245067E1,2.437120438E1,-1.108324051E1,-3.513555908E1
3.743244867E1,2.418055725E1,-1.107369995E1,-3.516021729E1
3.744244667E1,2.418055725E1,-1.107369995E1,-3.516021729E1
3.745244467E1,2.417637825E1,-1.103343201E1,-3.516973877E1
3.746244267E1,2.417637825E1,-1.103343201E1,-3.516973877E1
3.747244067E1,2.429880524E1,-1.095297623E1,-3.524078369E1
3.748243767E1,2.429880524E1,-1.095297623E1,-3.524078369E1
3.749243567E1,2.426245499E1,-1.084019470E1,-3.504522705E1
3.750243367E1,2.426245499E1,-1.084019470E1,-3.504522705E1
3.751243167E1,2.438340950E1,-1.106937408E1,-3.487603760E1
3.752242967E1,2.438340950E1,-1.106937408E1,-3.487603760E1
3.753242767E1,2.435491180E1,-1.093310547E1,-3.490069580E1
3.754242567E1,2.435491180E1,-1.093310547E1,-3.490069580E1
3.755242267E1,2.442814255E1,-1.092639542E1,-3.490899658E1
3.756242067E1,2.442814255E1,-1.092639542E1,-3.490899658E1
3.757241867E1,2.422671890E1,-1.083297348E1,-3.492272949E1
3.758241667E1,2.422671890E1,-1.083297348E1,-3.492272949E1
3.759241467E1,2.436773682E1,-1.083832550E1,-3.515692139E1
3.760241267E1,2.436773682E1,-1.083832550E1,-3.515692139E1
3.761241067E1,2.432607269E1,-1.065088654E1,-3.494372559E1
3.762240867E1,2.432607269E1,-1.065088654E1,-3.494372559E1
3.763240567E1,2.449121284E1,-1.089663315E1,-3.501507568E1
3.764240367E1,2.449121284E1,-1.089663315E1,-3.501507568E1
3.765240167E1,2.448760223E1,-1.087141418E1,-3.493731689E1
3.766239967E1,2.448760223E1,-1.087141418E1,-3.493731689E1
3.767239767E1,2.427537918E1,-1.072962189E1,-3.502819824E1
3.768239567E1,2.427537918E1,-1.072962189E1,-3.502819824E1
3.769239367E1,2.431425095E1,-1.089450455E1,-3.505590820E1
3.770239067E1,2.431425095E1,-1.089450455E1,-3.505590820E1
3.771238867E1,2.441633987E1,-1.075047302E1,-3.516912842E1
3.772238667E1,2.441633987E1,-1.075047302E1,-3.516912842E1
3.773238467E1,2.431644249E1,-1.080309296E1,-3.511822510E1
3.774238267E1,2.431644249E1,-1.080309296E1,-3.511822510E1
3.775238067E1,2.438330078E1,-1.079198074E1,-3.519665527E1
3.776237867E1,2.438330078E1,-1.079198074E1,-3.519665527E1
3.777237667E1,2.433638573E1,-1.074050903E1,-3.528564453E1
3.778237367E1,2.433638573E1,-1.074050903E1,-3.528564453E1
3.779237179E1,2.456431198E1,-1.067652512E1,-3.511407471E1
3.780236979E1,2.456431198E1,-1.067652512E1,-3.511407471E1
3.781236779E1,2.461513710E1,-1.076728439E1,-3.497204590E1
3.782236579E1,2.461513710E1,-1.076728439E1,-3.497204590E1
3.783236379E1,2.465438843E1,-1.087342453E1,-3.513287354E1
3.784236179E1,2.465438843E1,-1.087342453E1,-3.513287354E1
3.785235879E1,2.464420700E1,-1.097315598E1,-3.506787109E1
3.786235679E1,2.464420700E1,-1.097315598E1,-3.506787109E1
3.787235479E1,2.450401688E1,-1.105376816E1,-3.508874512E1
3.788235279E1,2.450401688E1,-1.105376816E1,-3.508874512E1
3.789235079E1,2.458404541E1,-1.083887863E1,-3.506823730E1
3.790234879E1,2.458404541E1,-1.083887863E1,-3.506823730E1
3.791234679E1,2.439120102E1,-1.082808304E1,-3.526593018E1
3.792234479E1,2.439120102E1,-1.082808304E1,-3.526593018E1
3.793234179E1,2.428693008E1,-1.060090256E1,-3.512066650E1
3.794233979E1,2.428693008E1,-1.060090256E1,-3.512066650E1
3.795233779E1,2.442846298E1,-1.070864868E1,-3.511816406E1
3.796233579E1,2.442846298E1,-1.070864868E1,-3.511816406E1
3.797233379E1,2.456312943E1,-1.089370728E1,-3.514752197E1
3.798233179E1,2.456312943E1,-1.089370728E1,-3.514752197E1
3.799232979E1,2.453947449E1,-1.086233521E1,-3.526495361E1
3.800232679E1,2.453947449E1,-1.086233521E1,-3.526495361E1
3.801232479E1,2.425262451E1,-1.078131485E1,-3.512872314E1
3.802232279E1,2.425262451E1,-1.078131485E1,-3.512872314E1
3.803232079E1,2.437178040E1,-1.075962448E1,-3.522387695E1
3.804231879E1,2.437178040E1,-1.075962448E1,-3.522387695E1
3.805231679E1,2.446809959E1,-1.080003738E1,-3.523175049E1
3.806231479E1,2.446809959E1,-1.080003738E1,-3.523175049E1
3.807231279E1,2.460821533E1,-1.066939545E1,-3.500201416E1
3.808230979E1,2.460821533E1,-1.066939545E1,-3.500201416E1
3.809230779E1,2.445067978E1,-1.092838287E1,-3.505133057E1
3.810230579E1,2.445067978E1,-1.092838287E1,-3.505133057E1
3.811230379E1,2.448783112E1,-1.097774887E1,-3.496435547E1
3.812230179E1,2.443229294E1,-1.105620956E1,-3.500524902E1
3.813229979E1,2.443229294E1,-1.105620956E1,-3.500524902E1
3.814229779E1,2.434890747E1,-1.095173264E1,-3.514135742E1
3.815229579E1,2.434890747E1,-1.095173264E1,-3.514135742E1
3.816229279E1,2.455252075E1,-1.096595001E1,-3.502368164E1
3.817229079E1,2.455252075E1,-1.096595001E1,-3.502368164E1
3.818228879E1,2.434866142E1,-1.095926666E1,-3.511669922E1
3.819228679E1,2.434866142E1,-1.095926666E1,-3.511669922E1
3.820228479E1,2.437726784E1,-1.099914551E1,-3.494982910E1
3.821228279E1,2.437726784E1,-1.099914551E1,-3.494982910E1
3.822228079E1,2.445427322E1,-1.101731491E1,-3.496411133E1
3.823227879E1,2.445427322E1,-1.101731491E1,-3.496411133E1
3.824227579E1,2.446166992E1,-1.088728333E1,-3.497052002E1
3.825227379E1,2.446166992E1,-1.088728333E1,-3.497052002E1
3.826227179E1,2.439587593E1,-1.102079391E1,-3.486895752E1
3.827226979E1,2.439587593E1,-1.102079391E1,-3.486895752E1
3.828226779E1,2.446083832E1,-1.099241638E1,-3.492883301E1
3.829226579E1,2.446083832E1,-1.099241638E1,-3.492883301E1
3.830226379E1,2.444064331E1,-1.107490540E1,-3.493969727E1
3.831226079E1,2.444064331E1,-1.107490540E1,-3.493969727E1
3.832225879E1,2.447169113E1,-1.110837555E1,-3.497662354E1
3.833225679E1,2.447169113E1,-1.110837555E1,-3.497662354E1
3.834225479E1,2.431682968E1,-1.109046173E1,-3.479089355E1
3.835225279E1,2.431682968E1,-1.109046173E1,-3.479089355E1
3.836225079E1,2.459064865E1,-1.120804596E1,-3.493450928E1
3.837224879E1,2.459064865E1,-1.120804596E1,-3.493450928E1
3.838224679E1,2.474043655E1,-1.126441574E1,-3.515631104E1
3.839224379E1,2.474043655E1,-1.126441574E1,-3.515631104E1
3.840224179E1,2.460726547E1,-1.137691879E1,-3.505706787E1
3.841223979E1,2.460726547E1,-1.137691879E1,-3.505706787E1
3.842223779E1,2.464930725E1,-1.136816406E1,-3.499676514E1
3.843223579E1,2.464930725E1,-1.136816406E1,-3.499676514E1
3.844223379E1,2.469204330E1,-1.128002548E1,-3.507940674E1
3.845223179E1,2.469204330E1,-1.128002548E1,-3.507940674E1
3.846222979E1,2.470983887E1,-1.138552475E1,-3.507000732E1
3.847222679E1,2.470983887E1,-1.138552475E1,-3.507000732E1
3.848222479E1,2.483563423E1,-1.172473145E1,-3.518713379E1
3.849222279E1,2.483563423E1,-1.172473145E1,-3.518713379E1
3.850222079E1,2.521784973E1,-1.141968155E1,-3.506774902E1
3.851221879E1,2.521784973E1,-1.141968155E1,-3.506774902E1
3.852221679E1,2.538602066E1,-1.178490448E1,-3.545611572E1
3.853221479E1,2.538602066E1,-1.178490448E1,-3.545611572E1
3.854221279E1,2.553938293E1,-1.189827728E1,-3.515240479E1
3.855220979E1,2.553938293E1,-1.189827728E1,-3.515240479E1
3.856220779E1,2.574603653E1,-1.235602188E1,-3.527404785E1
3.857220579E1,2.574603653E1,-1.235602188E1,-3.527404785E1
3.858220379E1,2.621285057E1,-1.281045914E1,-3.515338135E1
3.859220179E1,2.621285057E1,-1.281045914E1,-3.515338135E1
3.860219979E1,2.655903244E1,-1.310551834E1,-3.502056885E1
3.861219779E1,2.655903244E1,-1.310551834E1,-3.502056885E1
3.862219579E1,2.684778595E1,-1.387789917E1,-3.514398193E1
3.863219279E1,2.684778595E1,-1.387789917E1,-3.514398193E1
3.864219079E1,2.722040367E1,-1.452693367E1,-3.510687256E1
3.865218879E1,2.722040367E1,-1.452693367E1,-3.510687256E1
3.866218679E1,2.753566551E1,-1.559120178E1,-3.527813721E1
3.867218479E1,2.753566551E1,-1.559120178E1,-3.527813721E1
3.868218279E1,2.767016220E1,-1.617043304E1,-3.552990723E1
3.869218079E1,2.767016220E1,-1.617043304E1,-3.552990723E1
3.870217879E1,2.834769440E1,-1.672494125E1,-3.549194336E1
3.871217579E1,2.834769440E1,-1.672494125E1,-3.549194336E1
3.872217379E1,2.880422783E1,-1.768227959E1,-3.535705566E1
3.873217179E1,2.880422783E1,-1.768227959E1,-3.535705566E1
3.874216979E1,2.924552917E1,-1.876958847E1,-3.510113525E1
3.875216779E1,2.924552917E1,-1.876958847E1,-3.510113525E1
3.876216579E1,2.940378571E1,-1.979375839E1,-3.492077637E1
3.877216379E1,2.940378571E1,-1.979375839E1,-3.492077637E1
3.878216179E1,2.931357956E1,-2.127476501E1,-3.481579590E1
3.879215788E1,2.931357956E1,-2.127476501E1,-3.481579590E1
3.880215588E1,2.902532196E1,-2.258295059E1,-3.484161377E1
3.881215387E1,2.902532196E1,-2.258295059E1,-3.484161377E1
3.882215188E1,2.808919144E1,-2.418233681E1,-3.461260986E1
