"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.088606625E1,1.917254448E1,-1.876975632E1,-9.931274414E0
2.089606425E1,1.903174591E1,-1.866789436E1,-9.853149414E0
2.090606125E1,1.903174591E1,-1.866789436E1,-9.853149414E0
2.091605925E1,1.905935860E1,-1.880578804E1,-9.919433594E0
2.092605725E1,1.905935860E1,-1.880578804E1,-9.919433594E0
2.093605525E1,1.912870026E1,-1.869051933E1,-9.785583496E0
2.094605225E1,1.912870026E1,-1.869051933E1,-9.785583496E0
2.095605025E1,1.905415916E1,-1.858279610E1,-9.765441895E0
2.096604825E1,1.905415916E1,-1.858279610E1,-9.765441895E0
2.097604525E1,1.927280617E1,-1.874938393E1,-9.807128906E0
2.098604325E1,1.927280617E1,-1.874938393E1,-9.807128906E0
2.099604125E1,1.932619858E1,-1.880962944E1,-9.918273926E0
2.100603925E1,1.932619858E1,-1.880962944E1,-9.918273926E0
2.101603625E1,1.922371483E1,-1.869056892E1,-9.913940430E0
2.102603425E1,1.922371483E1,-1.869056892E1,-9.913940430E0
2.103603225E1,1.917508698E1,-1.876806831E1,-9.972717285E0
2.104602925E1,1.917508698E1,-1.876806831E1,-9.972717285E0
2.105602725E1,1.920786858E1,-1.859129333E1,-9.999877930E0
2.106602525E1,1.920786858E1,-1.859129333E1,-9.999877930E0
2.107602325E1,1.906378174E1,-1.834610748E1,-1.008477783E1
2.108602025E1,1.906378174E1,-1.834610748E1,-1.008477783E1
2.109601825E1,1.921736145E1,-1.820265007E1,-9.924072266E0
2.110601625E1,1.921736145E1,-1.820265007E1,-9.924072266E0
2.111601425E1,1.913335800E1,-1.860384750E1,-1.012396240E1
2.112601125E1,1.913335800E1,-1.860384750E1,-1.012396240E1
2.113600925E1,1.922543526E1,-1.878175926E1,-1.004107666E1
2.114600725E1,1.922543526E1,-1.878175926E1,-1.004107666E1
2.115600425E1,1.925735474E1,-1.842646599E1,-1.004541016E1
2.116600225E1,1.925735474E1,-1.842646599E1,-1.004541016E1
2.117600025E1,1.920887947E1,-1.850564766E1,-1.022717285E1
2.118599825E1,1.920887947E1,-1.850564766E1,-1.022717285E1
2.119599525E1,1.916431618E1,-1.849235535E1,-9.887145996E0
2.120599325E1,1.916431618E1,-1.849235535E1,-9.887145996E0
2.121599125E1,1.900667572E1,-1.865710449E1,-1.007324219E1
2.122598825E1,1.900667572E1,-1.865710449E1,-1.007324219E1
2.123598625E1,1.929006958E1,-1.859923935E1,-1.039202881E1
2.124598425E1,1.929006958E1,-1.859923935E1,-1.039202881E1
2.125598225E1,1.930844688E1,-1.860417175E1,-1.027331543E1
2.126597925E1,1.930844688E1,-1.860417175E1,-1.027331543E1
2.127597725E1,1.927103806E1,-1.860341835E1,-1.027319336E1
2.128597525E1,1.927103806E1,-1.860341835E1,-1.027319336E1
2.129597325E1,1.948216438E1,-1.859243393E1,-1.021112061E1
2.130597025E1,1.948216438E1,-1.859243393E1,-1.021112061E1
2.131596825E1,1.942833900E1,-1.839152145E1,-1.039154053E1
2.132596625E1,1.942833900E1,-1.839152145E1,-1.039154053E1
2.133596325E1,1.949329758E1,-1.830992508E1,-1.049249268E1
2.134596125E1,1.949329758E1,-1.830992508E1,-1.049249268E1
2.135595925E1,1.938671303E1,-1.809495926E1,-1.060723877E1
2.136595725E1,1.938671303E1,-1.809495926E1,-1.060723877E1
2.137595425E1,1.933022118E1,-1.831715393E1,-1.040753174E1
2.138595225E1,1.933022118E1,-1.831715393E1,-1.040753174E1
2.139595025E1,1.936525536E1,-1.817440224E1,-1.034844971E1
2.140594825E1,1.936525536E1,-1.817440224E1,-1.034844971E1
2.141594525E1,1.912161636E1,-1.842230797E1,-1.052581787E1
2.142594325E1,1.912161636E1,-1.842230797E1,-1.052581787E1
2.143594125E1,1.926120377E1,-1.834937096E1,-1.052050781E1
2.144593825E1,1.936048508E1,-1.838755989E1,-1.042205811E1
2.145593625E1,1.936048508E1,-1.838755989E1,-1.042205811E1
2.146593425E1,1.947712135E1,-1.844886780E1,-1.077459717E1
2.147593225E1,1.947712135E1,-1.844886780E1,-1.077459717E1
2.148592925E1,1.947821999E1,-1.844494247E1,-1.026489258E1
2.149592725E1,1.947821999E1,-1.844494247E1,-1.026489258E1
2.150592525E1,1.950236320E1,-1.830470657E1,-1.027264404E1
2.151592325E1,1.950236320E1,-1.830470657E1,-1.027264404E1
2.152592025E1,1.944661713E1,-1.827714539E1,-1.038311768E1
2.153591825E1,1.944661713E1,-1.827714539E1,-1.038311768E1
2.154591625E1,1.948148537E1,-1.846690941E1,-1.059259033E1
2.155591325E1,1.948148537E1,-1.846690941E1,-1.059259033E1
2.156591125E1,1.960256195E1,-1.825667191E1,-1.057409668E1
2.157590925E1,1.960256195E1,-1.825667191E1,-1.057409668E1
2.158590725E1,1.958778572E1,-1.838573265E1,-1.051702881E1
2.159590425E1,1.958778572E1,-1.838573265E1,-1.051702881E1
2.160590225E1,1.937771797E1,-1.820268059E1,-1.038641357E1
2.161590025E1,1.937771797E1,-1.820268059E1,-1.038641357E1
2.162589825E1,1.944215202E1,-1.831691933E1,-1.046142578E1
2.163589525E1,1.944215202E1,-1.831691933E1,-1.046142578E1
2.164589325E1,1.947371864E1,-1.839450264E1,-1.050799561E1
2.165589125E1,1.947371864E1,-1.839450264E1,-1.050799561E1
2.166588825E1,1.929077911E1,-1.821528053E1,-1.045086670E1
2.167588625E1,1.929077911E1,-1.821528053E1,-1.045086670E1
2.168588425E1,1.911532211E1,-1.841243935E1,-1.068853760E1
2.169588225E1,1.911532211E1,-1.841243935E1,-1.068853760E1
2.170587925E1,1.927720261E1,-1.823053360E1,-1.060510254E1
2.171587725E1,1.927720261E1,-1.823053360E1,-1.060510254E1
2.172587525E1,1.942595673E1,-1.836475563E1,-1.074847412E1
2.173587325E1,1.942595673E1,-1.836475563E1,-1.074847412E1
2.174587025E1,1.926844788E1,-1.825859451E1,-1.079620361E1
2.175586825E1,1.926844788E1,-1.825859451E1,-1.079620361E1
2.176586625E1,1.946652412E1,-1.832290840E1,-1.062707520E1
2.177586429E1,1.946652412E1,-1.832290840E1,-1.062707520E1
2.178586129E1,1.951700592E1,-1.819774818E1,-1.072576904E1
2.179585929E1,1.951700592E1,-1.819774818E1,-1.072576904E1
2.180585729E1,1.953150940E1,-1.834187508E1,-1.066522217E1
2.181585429E1,1.953150940E1,-1.834187508E1,-1.066522217E1
2.182585229E1,1.956138992E1,-1.825413513E1,-1.079718018E1
2.183585029E1,1.956138992E1,-1.825413513E1,-1.079718018E1
2.184584829E1,1.938607597E1,-1.818283081E1,-1.085668945E1
2.185584529E1,1.938607597E1,-1.818283081E1,-1.085668945E1
2.186584329E1,1.943684578E1,-1.821630287E1,-1.089794922E1
2.187584129E1,1.943684578E1,-1.821630287E1,-1.089794922E1
2.188583929E1,1.937560272E1,-1.817224503E1,-1.074542236E1
2.189583629E1,1.937560272E1,-1.817224503E1,-1.074542236E1
2.190583429E1,1.952217674E1,-1.815856552E1,-1.073254395E1
2.191583229E1,1.952217674E1,-1.815856552E1,-1.073254395E1
2.192583029E1,1.936909294E1,-1.796994781E1,-1.059564209E1
2.193582729E1,1.936909294E1,-1.796994781E1,-1.059564209E1
2.194582529E1,1.943009567E1,-1.801971817E1,-1.073400879E1
2.195582329E1,1.943009567E1,-1.801971817E1,-1.073400879E1
2.196582029E1,1.941192436E1,-1.802598000E1,-1.065887451E1
2.197581829E1,1.941192436E1,-1.802598000E1,-1.065887451E1
2.198581629E1,1.926805496E1,-1.836972618E1,-1.070758057E1
2.199581429E1,1.926805496E1,-1.836972618E1,-1.070758057E1
2.200581129E1,1.950212669E1,-1.831374741E1,-1.086633301E1
2.201580929E1,1.950212669E1,-1.831374741E1,-1.086633301E1
2.202580729E1,1.929655075E1,-1.818388748E1,-1.074005127E1
2.203580529E1,1.929655075E1,-1.818388748E1,-1.074005127E1
2.204580229E1,1.928290176E1,-1.828016853E1,-1.085455322E1
2.205580029E1,1.928290176E1,-1.828016853E1,-1.085455322E1
2.206579829E1,1.946481705E1,-1.820898056E1,-1.075091553E1
2.207579629E1,1.946481705E1,-1.820898056E1,-1.075091553E1
2.208579329E1,1.940817642E1,-1.827077484E1,-1.097235107E1
2.209579129E1,1.940817642E1,-1.827077484E1,-1.097235107E1
2.210578929E1,1.940205574E1,-1.832603455E1,-1.084381104E1
2.211578729E1,1.940205574E1,-1.832603455E1,-1.084381104E1
2.212578429E1,1.924424553E1,-1.847854614E1,-1.069635010E1
2.213578229E1,1.924424553E1,-1.847854614E1,-1.069635010E1
2.214578029E1,1.902195740E1,-1.858770180E1,-1.059130859E1
2.215577829E1,1.902195740E1,-1.858770180E1,-1.059130859E1
2.216577529E1,1.917292404E1,-1.855057716E1,-1.069775391E1
2.217577329E1,1.917292404E1,-1.855057716E1,-1.069775391E1
2.218577129E1,1.897493744E1,-1.856116676E1,-1.060693359E1
2.219576929E1,1.894886589E1,-1.864777946E1,-1.039691162E1
2.220576629E1,1.894886589E1,-1.864777946E1,-1.039691162E1
2.221576429E1,1.888943863E1,-1.877981377E1,-1.025213623E1
2.222576229E1,1.888943863E1,-1.877981377E1,-1.025213623E1
2.223576029E1,1.866148758E1,-1.903762436E1,-9.758361816E0
2.224575729E1,1.866148758E1,-1.903762436E1,-9.758361816E0
2.225575529E1,1.861694145E1,-1.903851700E1,-9.219360352E0
2.226575329E1,1.861694145E1,-1.903851700E1,-9.219360352E0
2.227575029E1,1.853149605E1,-1.898488045E1,-9.021606445E0
2.228574829E1,1.853149605E1,-1.898488045E1,-9.021606445E0
2.229574629E1,1.859292984E1,-1.899192238E1,-9.026367188E0
2.230574429E1,1.859292984E1,-1.899192238E1,-9.026367188E0
2.231574129E1,1.872677612E1,-1.893264771E1,-9.260803223E0
2.232573929E1,1.872677612E1,-1.893264771E1,-9.260803223E0
2.233573729E1,1.886425781E1,-1.909796715E1,-9.083435059E0
2.234573529E1,1.886425781E1,-1.909796715E1,-9.083435059E0
2.235573229E1,1.899100876E1,-1.872411728E1,-8.900695801E0
2.236573029E1,1.899100876E1,-1.872411728E1,-8.900695801E0
2.237572829E1,1.918461227E1,-1.866088676E1,-9.099365234E0
2.238572629E1,1.918461227E1,-1.866088676E1,-9.099365234E0
2.239572329E1,1.946477509E1,-1.839893341E1,-9.317382812E0
2.240572129E1,1.946477509E1,-1.839893341E1,-9.317382812E0
2.241571929E1,1.975819778E1,-1.816893578E1,-9.629211426E0
2.242571729E1,1.975819778E1,-1.816893578E1,-9.629211426E0
2.243571429E1,1.992073822E1,-1.795392418E1,-9.649597168E0
2.244571229E1,1.992073822E1,-1.795392418E1,-9.649597168E0
2.245571029E1,1.976402664E1,-1.778189850E1,-9.847412109E0
2.246570829E1,1.976402664E1,-1.778189850E1,-9.847412109E0
2.247570529E1,2.019839859E1,-1.772869682E1,-9.763916016E0
2.248570329E1,2.019839859E1,-1.772869682E1,-9.763916016E0
2.249570129E1,2.030366325E1,-1.750681114E1,-9.762939453E0
2.250569929E1,2.030366325E1,-1.750681114E1,-9.762939453E0
2.251569629E1,2.034294319E1,-1.766871834E1,-9.999572754E0
2.252569429E1,2.034294319E1,-1.766871834E1,-9.999572754E0
2.253569229E1,2.052686501E1,-1.758424759E1,-1.005163574E1
2.254569029E1,2.052686501E1,-1.758424759E1,-1.005163574E1
2.255568729E1,2.053814316E1,-1.767181969E1,-1.005938721E1
2.256568529E1,2.053814316E1,-1.767181969E1,-1.005938721E1
2.257568329E1,2.053648186E1,-1.732357216E1,-1.017047119E1
2.258568129E1,2.053648186E1,-1.732357216E1,-1.017047119E1
2.259567829E1,2.095087051E1,-1.737126160E1,-1.017645264E1
2.260567629E1,2.095087051E1,-1.737126160E1,-1.017645264E1
2.261567429E1,2.123201370E1,-1.696553802E1,-1.058447266E1
2.262567229E1,2.123201370E1,-1.696553802E1,-1.058447266E1
2.263566929E1,2.121401405E1,-1.672004890E1,-1.095965576E1
2.264566729E1,2.121401405E1,-1.672004890E1,-1.095965576E1
2.265566529E1,2.135940361E1,-1.662894821E1,-1.134960938E1
2.266566329E1,2.135940361E1,-1.662894821E1,-1.134960938E1
2.267566029E1,2.178712463E1,-1.622096443E1,-1.134259033E1
2.268565829E1,2.178712463E1,-1.622096443E1,-1.134259033E1
2.269565629E1,2.226202583E1,-1.576301003E1,-1.130584717E1
2.270565429E1,2.226202583E1,-1.576301003E1,-1.130584717E1
2.271565129E1,2.334477997E1,-1.460696983E1,-1.184173584E1
2.272564929E1,2.334477997E1,-1.460696983E1,-1.184173584E1
2.273564729E1,2.467557335E1,-1.321003151E1,-1.190704346E1
2.274564529E1,2.467557335E1,-1.321003151E1,-1.190704346E1
2.275564329E1,2.582751083E1,-1.180439377E1,-1.197351074E1
2.276564029E1,2.582751083E1,-1.180439377E1,-1.197351074E1
2.277563767E1,2.723127747E1,-9.887287140E0,-1.187902832E1
2.278563567E1,2.723127747E1,-9.887287140E0,-1.187902832E1
2.279563367E1,2.794480133E1,-8.739532471E0,-1.182348633E1
2.280563067E1,2.794480133E1,-8.739532471E0,-1.182348633E1
2.281562867E1,2.873854828E1,-7.512626648E0,-1.204638672E1
2.282562667E1,2.873854828E1,-7.512626648E0,-1.204638672E1
2.283562467E1,2.917958069E1,-6.727031708E0,-1.190722656E1
2.284562167E1,2.917958069E1,-6.727031708E0,-1.190722656E1
2.285561967E1,2.933411789E1,-6.349330902E0,-1.154937744E1
2.286561767E1,2.933411789E1,-6.349330902E0,-1.154937744E1
2.287561567E1,2.940013504E1,-6.020420074E0,-1.151208496E1
2.288561267E1,2.940013504E1,-6.020420074E0,-1.151208496E1
2.289561067E1,2.937814903E1,-5.800056458E0,-1.154083252E1
2.290560867E1,2.937814903E1,-5.800056458E0,-1.154083252E1
2.291560667E1,2.922875786E1,-5.980880737E0,-1.169232178E1
2.292560367E1,2.922875786E1,-5.980880737E0,-1.169232178E1
2.293560167E1,2.928471756E1,-6.116031647E0,-1.186248779E1
2.294559967E1,2.898150253E1,-6.579959869E0,-1.191217041E1
2.295559767E1,2.898150253E1,-6.579959869E0,-1.191217041E1
2.296559467E1,2.865993881E1,-6.810222626E0,-1.214849854E1
2.297559267E1,2.865993881E1,-6.810222626E0,-1.214849854E1
2.298559067E1,2.821545601E1,-7.239276886E0,-1.212786865E1
2.299558867E1,2.821545601E1,-7.239276886E0,-1.212786865E1
2.300558567E1,2.792698669E1,-7.528102875E0,-1.251019287E1
2.301558367E1,2.792698669E1,-7.528102875E0,-1.251019287E1
2.302558167E1,2.718018723E1,-8.390399933E0,-1.279547119E1
2.303557967E1,2.718018723E1,-8.390399933E0,-1.279547119E1
2.304557767E1,2.627977753E1,-9.504154205E0,-1.361065674E1
2.305557467E1,2.627977753E1,-9.504154205E0,-1.361065674E1
2.306557267E1,2.524797058E1,-1.102747345E1,-1.375415039E1
2.307557067E1,2.524797058E1,-1.102747345E1,-1.375415039E1
2.308556867E1,2.372278786E1,-1.283292961E1,-1.388677979E1
2.309556567E1,2.372278786E1,-1.283292961E1,-1.388677979E1
2.310556367E1,2.247998810E1,-1.442572021E1,-1.353393555E1
2.311556167E1,2.247998810E1,-1.442572021E1,-1.353393555E1
2.312555967E1,2.122587395E1,-1.561249924E1,-1.311389160E1
2.313555667E1,2.122587395E1,-1.561249924E1,-1.311389160E1
2.314555467E1,2.005773163E1,-1.707646942E1,-1.252374268E1
2.315555267E1,2.005773163E1,-1.707646942E1,-1.252374268E1
2.316555067E1,1.898984337E1,-1.810717964E1,-1.217779541E1
2.317554767E1,1.898984337E1,-1.810717964E1,-1.217779541E1
2.318554567E1,1.837923241E1,-1.872639275E1,-1.121563721E1
2.319554367E1,1.837923241E1,-1.872639275E1,-1.121563721E1
2.320554167E1,1.762849236E1,-1.943757820E1,-1.056951904E1
2.321553967E1,1.762849236E1,-1.943757820E1,-1.056951904E1
2.322553667E1,1.699038506E1,-1.989570808E1,-1.011206055E1
2.323553467E1,1.699038506E1,-1.989570808E1,-1.011206055E1
2.324553267E1,1.676548576E1,-1.996758842E1,-9.504455566E0
2.325553067E1,1.676548576E1,-1.996758842E1,-9.504455566E0
2.326552767E1,1.645047188E1,-2.052836990E1,-9.568664551E0
2.327552567E1,1.645047188E1,-2.052836990E1,-9.568664551E0
2.328552367E1,1.611785889E1,-2.062513161E1,-9.350158691E0
2.329552167E1,1.611785889E1,-2.062513161E1,-9.350158691E0
2.330551867E1,1.586051655E1,-2.076835060E1,-9.195190430E0
2.331551667E1,1.586051655E1,-2.076835060E1,-9.195190430E0
2.332551467E1,1.581659889E1,-2.099790764E1,-8.941284180E0
2.333551267E1,1.581659889E1,-2.099790764E1,-8.941284180E0
2.334551067E1,1.555315590E1,-2.120318604E1,-8.504638672E0
2.335550767E1,1.555315590E1,-2.120318604E1,-8.504638672E0
2.336550567E1,1.539113235E1,-2.147702217E1,-8.229492188E0
2.337550367E1,1.539113235E1,-2.147702217E1,-8.229492188E0
2.338550167E1,1.552979565E1,-2.155156898E1,-7.997375488E0
2.339549867E1,1.552979565E1,-2.155156898E1,-7.997375488E0
2.340549667E1,1.549488831E1,-2.165344238E1,-7.718383789E0
2.341549467E1,1.549488831E1,-2.165344238E1,-7.718383789E0
2.342549267E1,1.533139801E1,-2.162860298E1,-7.631530762E0
2.343548967E1,1.533139801E1,-2.162860298E1,-7.631530762E0
2.344548767E1,1.539188290E1,-2.172487640E1,-7.744262695E0
2.345548567E1,1.539188290E1,-2.172487640E1,-7.744262695E0
2.346548367E1,1.541579247E1,-2.166768074E1,-7.709838867E0
2.347548167E1,1.541579247E1,-2.166768074E1,-7.709838867E0
2.348547867E1,1.557282352E1,-2.175921822E1,-7.687500000E0
2.349547667E1,1.557282352E1,-2.175921822E1,-7.687500000E0
2.350547467E1,1.566354752E1,-2.172460938E1,-7.641723633E0
2.351547267E1,1.566354752E1,-2.172460938E1,-7.641723633E0
2.352546967E1,1.586543369E1,-2.138893700E1,-7.629272461E0
2.353546767E1,1.586543369E1,-2.138893700E1,-7.629272461E0
2.354546567E1,1.600359726E1,-2.129612160E1,-7.722473145E0
2.355546367E1,1.600359726E1,-2.129612160E1,-7.722473145E0
2.356546167E1,1.623120499E1,-2.118212509E1,-7.732666016E0
2.357545867E1,1.623120499E1,-2.118212509E1,-7.732666016E0
2.358545667E1,1.626825714E1,-2.127692032E1,-7.914978027E0
2.359545467E1,1.626825714E1,-2.127692032E1,-7.914978027E0
2.360545267E1,1.646673393E1,-2.120138931E1,-8.073974609E0
2.361544967E1,1.646673393E1,-2.120138931E1,-8.073974609E0
2.362544767E1,1.648266602E1,-2.111018181E1,-7.851623535E0
2.363544567E1,1.648266602E1,-2.111018181E1,-7.851623535E0
2.364544367E1,1.622747612E1,-2.116875839E1,-7.801879883E0
2.365544167E1,1.622747612E1,-2.116875839E1,-7.801879883E0
2.366543867E1,1.601840782E1,-2.136488342E1,-7.702331543E0
2.367543667E1,1.601840782E1,-2.136488342E1,-7.702331543E0
2.368543467E1,1.607235718E1,-2.144635010E1,-7.718322754E0
2.369543267E1,1.607235718E1,-2.144635010E1,-7.718322754E0
2.370542967E1,1.613409042E1,-2.164796066E1,-7.630004883E0
2.371542767E1,1.585081291E1,-2.150511169E1,-7.559326172E0
2.372542567E1,1.585081291E1,-2.150511169E1,-7.559326172E0
2.373542367E1,1.579990387E1,-2.186695099E1,-7.206359863E0
2.374542067E1,1.579990387E1,-2.186695099E1,-7.206359863E0
2.375541867E1,1.587743568E1,-2.188154221E1,-6.714660645E0
2.376541667E1,1.587743568E1,-2.188154221E1,-6.714660645E0
2.377541475E1,1.551662540E1,-2.201590157E1,-6.603027344E0
2.378541275E1,1.551662540E1,-2.201590157E1,-6.603027344E0
2.379540975E1,1.557756329E1,-2.214742279E1,-6.437805176E0
2.380540775E1,1.557756329E1,-2.214742279E1,-6.437805176E0
2.381540575E1,1.528767586E1,-2.228679657E1,-6.027282715E0
2.382540375E1,1.528767586E1,-2.228679657E1,-6.027282715E0
2.383540175E1,1.513954830E1,-2.258209038E1,-5.954284668E0
2.384539875E1,1.513954830E1,-2.258209038E1,-5.954284668E0
2.385539675E1,1.492617702E1,-2.274490356E1,-5.723510742E0
2.386539475E1,1.492617702E1,-2.274490356E1,-5.723510742E0
