"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
9.908637167E0,-3.870979553E-1,-3.646139494E-1,3.437315542E0
9.918635167E0,-3.424825305E-1,-4.836718847E-1,3.859437734E0
9.928633167E0,-2.572602394E-1,-9.148217395E-1,4.054054121E0
9.938630167E0,-1.789581281E-1,-1.323075360E0,4.217527068E0
9.948628167E0,-2.854230613E-1,-1.588260915E0,4.056197126E0
9.958625167E0,-4.370849249E-1,-1.772868331E0,3.559354534E0
9.968623167E0,-6.182313734E-1,-1.878589206E0,2.922137836E0
9.978621167E0,-8.401691678E-1,-1.805839026E0,2.219620603E0
9.988618167E0,-9.918614370E-1,-1.571120533E0,1.392490434E0
9.998616167E0,-1.051129692E0,-1.442780143E0,3.747837192E-1
1.000861317E1,-1.099682632E0,-1.509439279E0,-6.456530607E-1
1.001861117E1,-1.205081910E0,-1.702506592E0,-1.506221702E0
1.002860917E1,-1.225656215E0,-1.851969610E0,-2.012578298E0
1.003860617E1,-1.437718647E0,-2.003582357E0,-2.489700571E0
1.004860417E1,-1.904125020E0,-2.064267392E0,-2.791470108E0
1.005860117E1,-2.307901281E0,-2.089340838E0,-2.746189270E0
1.006859917E1,-2.842183302E0,-2.104812863E0,-2.616295128E0
1.007859717E1,-3.283744270E0,-2.149727665E0,-2.561542971E0
1.008859417E1,-3.599207110E0,-2.188675969E0,-2.384662943E0
1.009859217E1,-3.827853999E0,-2.289365315E0,-1.996310175E0
1.010859017E1,-3.970471974E0,-2.428716743E0,-1.495900782E0
1.011858717E1,-4.024455516E0,-2.539113636E0,-1.019527538E0
1.012858517E1,-3.948343187E0,-2.679370506E0,-5.118225735E-1
1.013858217E1,-3.772270075E0,-2.862124938E0,-4.970718026E-3
1.014858017E1,-3.619215989E0,-2.975270608E0,3.617765880E-1
1.015857817E1,-3.432639524E0,-3.052401522E0,6.524989808E-1
1.016857517E1,-3.192712478E0,-3.033067703E0,8.981750089E-1
1.017857317E1,-2.995370704E0,-2.887010103E0,1.033716976E0
1.018857017E1,-2.800316361E0,-2.630882177E0,1.161864554E0
1.019856817E1,-2.494981484E0,-2.324984652E0,1.245374488E0
1.020856617E1,-2.149195861E0,-1.998806498E0,1.206637854E0
1.021856317E1,-1.860431993E0,-1.685332150E0,1.151916686E0
1.022856117E1,-1.628753322E0,-1.393230253E0,9.855481982E-1
1.023855817E1,-1.394041993E0,-1.152198814E0,7.528149819E-1
1.024855617E1,-1.132549246E0,-9.746406560E-1,5.362002003E-1
1.025855417E1,-8.610732561E-1,-8.459640509E-1,4.180115998E-1
1.026855117E1,-6.591905344E-1,-7.135996069E-1,3.052117932E-1
1.027854917E1,-5.222054744E-1,-5.537468174E-1,2.968871123E-1
1.028854617E1,-4.152651626E-1,-4.384841636E-1,2.651308841E-1
1.029854417E1,-3.215723026E-1,-3.469911723E-1,2.166633135E-1
1.030854217E1,-2.007390064E-1,-2.953662515E-1,2.137104696E-1
1.031853917E1,-7.847314239E-2,-2.595663813E-1,2.283285087E-1
1.032853717E1,-1.116759717E-2,-2.587654589E-1,2.655208933E-1
1.033853517E1,-6.048009038E-2,-3.561012805E-1,2.797541857E-1
1.034853217E1,-1.068941188E-1,-4.532412203E-1,3.339070040E-1
1.035853017E1,-1.026607347E-1,-5.696604533E-1,3.869026583E-1
1.036852717E1,-1.164701039E-1,-6.746678218E-1,3.869447583E-1
1.037852517E1,-1.576152062E-1,-7.704754736E-1,3.454131550E-1
1.038852317E1,-1.073177496E-1,-8.303937927E-1,3.466030633E-1
1.039852017E1,9.669540524E-3,-8.523891176E-1,3.872172385E-1
1.040851817E1,7.657776743E-2,-8.677314806E-1,3.508335239E-1
1.041851517E1,3.839574158E-2,-9.017422490E-1,2.613512439E-1
1.042851317E1,-6.995579571E-2,-9.453974149E-1,1.324891359E-1
1.043851117E1,-2.326227039E-1,-9.938243473E-1,6.279617250E-2
1.044850817E1,-4.328646970E-1,-9.848447782E-1,2.523956484E-1
1.045850617E1,-5.331210566E-1,-9.959445477E-1,2.586504149E-1
1.046850317E1,-5.467412683E-1,-1.132513871E0,7.952330232E-2
1.047850117E1,-5.384010923E-1,-1.281630734E0,-1.983550966E-2
1.048849917E1,-5.542373988E-1,-1.341940962E0,-7.610151172E-2
1.049849617E1,-6.106212223E-1,-1.330811664E0,-1.832757121E-1
1.050849417E1,-6.144341916E-1,-1.360219651E0,-3.238685042E-1
1.051849117E1,-6.414594376E-1,-1.398914770E0,-3.633664459E-1
1.052848917E1,-7.237557819E-1,-1.379973007E0,-3.165109527E-1
1.053848717E1,-7.369979712E-1,-1.336496328E0,-3.358956420E-1
1.054848417E1,-7.420938197E-1,-1.282813333E0,-3.984245968E-1
1.055848217E1,-7.481050497E-1,-1.244918990E0,-3.976311296E-1
1.056848017E1,-7.327721885E-1,-1.187828531E0,-4.301638681E-1
1.057847717E1,-7.919118047E-1,-1.116930456E0,-4.578662217E-1
1.058847517E1,-7.890437454E-1,-1.130939215E0,-4.301743931E-1
1.059847217E1,-7.452714890E-1,-1.230591265E0,-4.253095096E-1
1.060847017E1,-7.831360111E-1,-1.229224479E0,-4.115182668E-1
1.061846817E1,-7.724361911E-1,-1.228759040E0,-2.803430003E-1
1.062846517E1,-6.195662928E-1,-1.331273594E0,-1.094487673E-1
1.063846317E1,-4.466240725E-1,-1.577312150E0,-4.668124616E-2
1.064846017E1,-4.175601947E-1,-1.904095199E0,9.708190620E-2
1.065845817E1,-3.411680764E-1,-2.152651273E0,3.675296634E-1
1.066845617E1,-1.948701560E-1,-2.164427565E0,4.229367095E-1
1.067845317E1,-1.922798395E-1,-1.940255842E0,3.702316618E-1
1.068845117E1,-2.804084891E-1,-1.729889688E0,2.372478515E-1
1.069844817E1,-4.242666587E-1,-1.670344275E0,8.271412790E-2
1.070844617E1,-5.088782081E-1,-1.676561327E0,-1.352548689E-1
1.071844417E1,-5.704169369E-1,-1.596233740E0,-4.063312018E-1
1.072844117E1,-7.076850021E-1,-1.312370131E0,-5.387191808E-1
1.073843917E1,-8.259431845E-1,-8.790475971E-1,-3.765507478E-1
1.074843717E1,-8.176664507E-1,-5.266821027E-1,-2.519068211E-1
1.075843454E1,-7.284247836E-1,-3.169837001E-1,-1.942760789E-1
1.076843254E1,-6.469052419E-1,-2.425123921E-1,-1.488537383E-1
1.077842954E1,-4.598741555E-1,-3.210121393E-1,2.526172578E-2
1.078842754E1,-3.508241683E-1,-2.775386757E-1,5.546727240E-2
1.079842554E1,-2.034143999E-1,-1.648300856E-1,6.762129486E-2
1.080842254E1,-3.724676371E-3,-2.048639247E-1,-5.755414367E-3
1.081842054E1,1.687548830E-1,-3.991762564E-1,-1.670409179E-1
1.082841754E1,3.146953923E-1,-6.088607718E-1,-3.259273088E-1
1.083841554E1,4.571354659E-1,-7.846913704E-1,-5.391337484E-1
1.084841354E1,5.410604060E-1,-8.726571751E-1,-7.147466844E-1
1.085841054E1,4.767961438E-1,-8.330384883E-1,-9.076907676E-1
1.086840854E1,3.215056443E-1,-8.003385195E-1,-1.029654915E0
1.087840654E1,1.110487117E-1,-8.357665068E-1,-9.859253436E-1
1.088840354E1,-1.435871512E-1,-8.690956360E-1,-9.087976456E-1
1.089840154E1,-3.426675949E-1,-8.715622839E-1,-6.872624320E-1
1.090839854E1,-5.456282508E-1,-9.488304614E-1,-4.171263313E-1
1.091839654E1,-5.810951221E-1,-1.093390735E0,-2.844904304E-2
1.092839454E1,-4.599972394E-1,-1.321298829E0,1.406968725E-1
1.093839154E1,-3.032681787E-1,-1.572571520E0,9.046695113E-2
1.094838954E1,-6.106481194E-2,-1.815260059E0,-4.451602221E-2
1.095838654E1,2.876505581E-1,-1.964071259E0,-1.042283732E-1
1.096838454E1,5.051047075E-1,-2.004335186E0,-7.588516474E-2
1.097838254E1,5.806913719E-1,-1.973349329E0,1.006247342E-2
1.098837954E1,5.630207938E-1,-1.914972482E0,1.997894186E-1
1.099837754E1,4.057149053E-1,-1.811763132E0,4.829817671E-1
1.100837454E1,2.229990640E-1,-1.676573021E0,7.111968398E-1
1.101837254E1,1.320473787E-1,-1.648655198E0,8.095551932E-1
1.102837054E1,2.079705504E-1,-1.767683312E0,7.723511142E-1
1.103836754E1,3.771848783E-1,-1.933398812E0,6.936247873E-1
1.104836554E1,5.575328895E-1,-2.103426780E0,4.984727955E-1
1.105836354E1,6.022032782E-1,-2.227718120E0,1.866279209E-1
1.106836054E1,5.258763564E-1,-2.166556683E0,-6.126712561E-3
1.107835854E1,4.655310443E-1,-1.953279346E0,-1.556189668E-1
1.108835554E1,4.062157193E-1,-1.699990535E0,-4.478435093E-1
1.109835354E1,4.666934708E-1,-1.517402602E0,-7.856640548E-1
1.110835154E1,6.299094325E-1,-1.408056745E0,-1.083888425E0
1.111834854E1,8.118642586E-1,-1.318997950E0,-1.392567033E0
1.112834654E1,8.757737410E-1,-1.207318616E0,-1.638093372E0
1.113834454E1,8.120820674E-1,-1.020594508E0,-1.878242027E0
1.114834154E1,5.580529994E-1,-7.690947998E-1,-1.882697605E0
1.115833954E1,3.407625720E-1,-5.640151128E-1,-1.789135138E0
1.116833654E1,9.889249653E-2,-4.208092001E-1,-1.765260372E0
1.117833454E1,-1.567428017E-1,-3.305512869E-1,-1.522662318E0
1.118833254E1,-3.585886860E-1,-2.183978900E-1,-1.159919770E0
1.119832954E1,-5.363329321E-1,-1.030820265E-1,-7.377227336E-1
1.120832754E1,-6.681367743E-1,-1.647306830E-3,-4.272882074E-1
1.121832454E1,-7.345669913E-1,1.025323883E-1,-8.842334926E-2
1.122832254E1,-7.031551641E-1,2.152036292E-1,2.912363631E-1
1.123832054E1,-5.335116506E-1,2.521898995E-1,5.146175426E-1
1.124831754E1,-3.902238768E-1,2.514106849E-1,7.091520685E-1
1.125831554E1,-2.972323903E-1,3.304809742E-1,8.445016623E-1
1.126831354E1,-2.379006931E-1,4.319129895E-1,9.476974171E-1
1.127831054E1,-1.526561826E-1,5.307279374E-1,1.079778417E0
1.128830854E1,-6.213982254E-2,6.243307503E-1,1.087709581E0
1.129830554E1,4.664703995E-2,6.514930404E-1,9.316795546E-1
1.130830354E1,1.502541465E-1,5.946941377E-1,7.121657234E-1
1.131830154E1,2.671391103E-1,5.536073613E-1,4.165702611E-1
1.132829854E1,3.108692667E-1,5.705050837E-1,7.954201341E-2
1.133829654E1,2.546684611E-1,6.075579391E-1,-2.534025389E-1
1.134829454E1,2.643248454E-1,5.977952816E-1,-4.877636200E-1
1.135829154E1,3.156424950E-1,5.114710828E-1,-6.594010341E-1
1.136828954E1,3.048628606E-1,3.422142164E-1,-8.225254869E-1
1.137828654E1,2.347934827E-1,1.850146741E-1,-9.105734450E-1
1.138828454E1,1.359129730E-1,9.098859586E-2,-1.024675426E0
1.139828254E1,6.043068141E-2,1.173978743E-1,-1.265346238E0
1.140827954E1,3.600759253E-2,7.023470789E-2,-1.570187902E0
1.141827754E1,-2.241968662E-3,-1.065370001E-1,-1.871550474E0
1.142827554E1,-6.228015572E-3,-2.514768681E-1,-2.176247127E0
1.143827254E1,-7.671254575E-2,-3.346580788E-1,-2.477783945E0
1.144827054E1,-2.849947527E-1,-3.765994258E-1,-2.630769911E0
1.145826754E1,-4.828221381E-1,-3.045990050E-1,-2.679327528E0
1.146826554E1,-6.156026115E-1,-2.369642615E-1,-2.737675139E0
1.147826354E1,-6.294972038E-1,-2.115684518E-1,-2.746848836E0
1.148826054E1,-5.882828119E-1,-2.411897885E-1,-2.689855440E0
1.149825854E1,-6.030009846E-1,-2.375566210E-1,-2.502311261E0
1.150825554E1,-6.324667123E-1,-1.351441372E-1,-2.254033806E0
1.151825354E1,-6.098796491E-1,-2.945067108E-2,-2.121030700E0
1.152825154E1,-5.366530672E-1,1.643433049E-3,-2.172988474E0
1.153824854E1,-4.444041771E-1,-4.786757313E-2,-2.217068294E0
1.154824654E1,-4.116615236E-1,-1.576375718E-1,-2.289078509E0
1.155824454E1,-4.350822535E-1,-2.111413492E-1,-2.358470925E0
1.156824154E1,-5.142599854E-1,-1.937773114E-1,-2.331392469E0
1.157823954E1,-5.593835333E-1,-1.712701359E-1,-2.138792787E0
1.158823654E1,-5.829064433E-1,-1.226361389E-1,-1.976331993E0
1.159823454E1,-6.297854716E-1,-1.737029430E-1,-1.768818403E0
1.160823254E1,-5.739324291E-1,-3.654983407E-1,-1.578788572E0
1.161822954E1,-4.146940358E-1,-6.286226796E-1,-1.523285632E0
1.162822754E1,-4.416561319E-1,-8.018305097E-1,-1.475605681E0
1.163822554E1,-6.800262102E-1,-1.085898771E0,-9.923543572E-1
1.164822254E1,-9.963367496E-1,-1.212331507E0,-8.896450907E-1
1.165822054E1,-1.034952785E0,-1.133957402E0,-9.025504804E-1
1.166821754E1,-7.097033148E-1,-1.274119985E0,-7.385103536E-1
1.167821554E1,-4.046062732E-1,-1.535982860E0,-6.064387089E-1
1.168821354E1,-3.437385124E-1,-1.607588594E0,-2.496994972E-1
1.169821054E1,-4.273769389E-1,-1.615287915E0,1.907537162E-1
1.170820854E1,-4.396506831E-1,-1.529638924E0,5.136545062E-1
1.171820654E1,-3.472579515E-1,-1.462041749E0,9.480675459E-2
1.172820354E1,-3.253265074E-1,-1.344904039E0,-2.822187871E-1
1.173820154E1,-1.293883574E-1,-1.213573821E0,-3.765688741E-1
1.174819854E1,-1.614851859E-1,-1.261308589E0,-8.842083496E-1
1.175819604E1,-5.043893006E-1,-1.062019546E0,-8.351583964E-1
1.176819404E1,-6.458278924E-1,-8.339436373E-1,-3.611825109E-1
1.177819104E1,-5.600005607E-1,-5.494532070E-1,1.707679331E-1
1.178818904E1,-4.768464299E-1,-1.612033501E-1,1.013272187E0
1.179818704E1,-3.342152984E-1,4.074062124E-2,1.628567088E0
1.180818404E1,2.534753367E-2,-7.151641756E-2,1.633947696E0
1.181818204E1,5.653136332E-1,-6.053650139E-1,1.311711735E0
1.182817904E1,8.863330816E-1,-8.492563257E-1,1.159449654E0
1.183817704E1,8.643877503E-1,-5.455591075E-1,9.668213207E-1
1.184817504E1,7.727744526E-1,-8.304025635E-2,1.107992402E0
1.185817204E1,7.082612452E-1,2.014316091E-1,1.760106052E0
1.186817004E1,6.341472021E-1,2.449862029E-1,2.320842338E0
1.187816804E1,6.234220929E-1,8.606399775E-2,2.401299441E0
1.188816504E1,6.883820276E-1,-8.389877379E-2,2.260558714E0
1.189816304E1,6.117894959E-1,-2.170577082E-1,1.963257034E0
1.190816004E1,5.626585588E-1,2.120755881E-2,1.619941276E0
1.191815804E1,9.571175739E-1,4.736387935E-1,1.566310029E0
1.192815604E1,1.350072247E0,4.275989869E-1,1.618097064E0
1.193815304E1,1.432261148E0,-1.515846804E-1,1.620120785E0
1.194815104E1,1.575652125E0,-6.648167253E-1,1.968419541E0
1.195814904E1,1.763542460E0,-7.371799658E-1,2.434730896E0
1.196814604E1,1.617296580E0,-5.856177972E-1,2.637525199E0
1.197814404E1,1.324207234E0,-4.750646371E-1,2.983262290E0
1.198814104E1,1.036911895E0,-5.026023915E-1,3.412802845E0
1.199813904E1,7.941473414E-1,-6.212203970E-1,3.541793591E0
1.200813704E1,7.176381326E-1,-8.703164615E-1,3.429171540E0
1.201813404E1,7.815458608E-1,-1.018591252E0,3.423969272E0
1.202813204E1,8.540719463E-1,-8.423804386E-1,3.204446670E0
1.203813004E1,7.710933781E-1,-5.484481437E-1,2.875599262E0
1.204812704E1,7.567497195E-1,-2.563459542E-1,2.777489415E0
1.205812504E1,1.019813320E0,-1.312508418E-1,2.645459871E0
1.206812204E1,1.275079806E0,-1.380306883E-1,2.700876857E0
1.207812004E1,1.364388131E0,-6.158711448E-2,2.921381207E0
1.208811804E1,1.182046365E0,4.153701201E-2,3.131051250E0
1.209811504E1,8.355501598E-1,5.548868783E-2,3.323096032E0
1.210811304E1,6.681999242E-1,7.832944706E-2,3.399480549E0
1.211811104E1,7.468201241E-1,1.170555563E-1,3.385602182E0
1.212810804E1,8.434583728E-1,2.779927120E-1,3.480965007E0
1.213810604E1,9.236504504E-1,4.345922568E-1,3.629277293E0
1.214810404E1,1.043117545E0,3.568871462E-1,3.736886526E0
1.215810104E1,1.029257305E0,3.889306189E-1,3.804747557E0
1.216809904E1,7.305142862E-1,6.066135406E-1,3.730922366E0
1.217809604E1,3.479163480E-1,1.022442960E0,3.542273648E0
1.218809404E1,1.649908841E-2,1.658513896E0,3.434936310E0
1.219809204E1,-1.501959667E-1,2.345839477E0,3.597333369E0
1.220808904E1,8.808538020E-3,2.877636140E0,4.040181018E0
1.221808704E1,3.152187181E-1,3.147333407E0,4.562324511E0
1.222808504E1,5.500130779E-1,3.237172367E0,5.029988912E0
1.223808204E1,6.071057300E-1,3.110250365E0,5.669728684E0
1.224808004E1,5.126332900E-1,2.630137242E0,6.391680307E0
1.225807704E1,4.982770599E-1,1.630803064E0,6.627326607E0
1.226807504E1,6.759787676E-1,3.820661339E-1,6.569300008E0
1.227807304E1,8.017776655E-1,-5.688150921E-1,6.371126175E0
1.228807004E1,9.152887858E-1,-1.317074801E0,5.804594128E0
1.229806804E1,1.373675410E0,-2.244977639E0,4.961724424E0
1.230806604E1,1.951929077E0,-3.133826923E0,3.765978178E0
1.231806304E1,2.273540995E0,-3.629152455E0,2.333862918E0
1.232806104E1,2.398309467E0,-3.772940166E0,1.017346526E0
1.233805904E1,2.391762340E0,-3.589777890E0,-8.836897016E-3
1.234805604E1,2.108730351E0,-3.069857215E0,-2.993552220E-1
1.235805404E1,1.779449226E0,-2.540249165E0,-2.285740918E-1
1.236805104E1,1.613893354E0,-2.429160254E0,-4.758505028E-1
1.237804904E1,1.503336978E0,-2.605382178E0,-1.235155894E0
1.238804704E1,1.168867180E0,-2.575103833E0,-1.937266161E0
1.239804404E1,5.182936871E-1,-2.094835759E0,-2.187307135E0
1.240804204E1,-1.470291147E-1,-1.336809446E0,-2.056764538E0
1.241804004E1,-6.198627466E-1,-6.283631364E-1,-1.546875638E0
1.242803704E1,-8.568933740E-1,-9.352446020E-2,-9.519255388E-1
1.243803504E1,-1.005476386E0,3.589827883E-1,-4.729976463E-1
1.244803304E1,-1.068456015E0,7.934382203E-1,-1.590846115E-1
1.245803004E1,-1.102261108E0,1.113656600E0,1.733588344E-1
1.246802804E1,-1.036379798E0,1.319550512E0,6.274951172E-1
1.247802504E1,-1.011468759E0,1.530697562E0,9.173065138E-1
1.248802304E1,-1.058849771E0,1.715222239E0,8.497641563E-1
1.249802104E1,-1.144337525E0,1.889502010E0,5.131820512E-1
1.250801804E1,-1.198717508E0,2.111547394E0,-1.634513122E-1
1.251801604E1,-1.254553155E0,2.355104098E0,-9.564606392E-1
1.252801404E1,-1.314353799E0,2.543087404E0,-1.597312551E0
1.253801104E1,-1.219826249E0,2.737205316E0,-1.917521283E0
1.254800904E1,-1.023546037E0,2.909431837E0,-1.833819560E0
1.255800704E1,-7.082574445E-1,3.009349058E0,-1.516388256E0
1.256800404E1,-3.453055662E-1,2.943106244E0,-1.485835385E0
1.257800204E1,-9.384605706E-2,2.794562700E0,-1.637954793E0
1.258799904E1,-2.083918422E-2,2.729184105E0,-1.809758268E0
1.259799704E1,-2.770703137E-2,2.699379677E0,-2.039028763E0
1.260799504E1,-1.447840762E-1,2.511653650E0,-2.394702027E0
1.261799204E1,-2.836300126E-1,2.117090554E0,-2.804700603E0
1.262799004E1,-3.777213603E-1,1.650653191E0,-3.202908268E0
1.263798804E1,-4.262386322E-1,1.282645810E0,-3.556729719E0
1.264798504E1,-5.139734718E-1,9.940693456E-1,-3.724885701E0
1.265798304E1,-5.823575360E-1,7.974444401E-1,-3.752801478E0
1.266798004E1,-6.474276906E-1,7.343678936E-1,-3.637684420E0
1.267797804E1,-7.060039276E-1,7.568820128E-1,-3.367094575E0
1.268797604E1,-7.562867662E-1,6.833702329E-1,-3.023596968E0
1.269797304E1,-7.403183126E-1,4.872490650E-1,-2.635305596E0
1.270797104E1,-6.724271688E-1,2.476456627E-1,-2.248321077E0
1.271796904E1,-6.588970041E-1,4.033760190E-2,-1.948480536E0
1.272796604E1,-7.066479984E-1,-1.863416997E-1,-1.703219075E0
1.273796404E1,-7.991243452E-1,-4.472886086E-1,-1.475353666E0
1.274796204E1,-9.379407531E-1,-6.593165419E-1,-1.502718635E0
1.275795825E1,-1.122830589E0,-8.312846160E-1,-1.576905184E0
1.276795625E1,-1.351289783E0,-8.838227257E-1,-1.437228066E0
1.277795325E1,-1.514945748E0,-7.848191321E-1,-1.342631811E0
1.278795125E1,-1.604507842E0,-6.709659496E-1,-1.525795841E0
1.279794925E1,-1.534855517E0,-6.410191423E-1,-1.766180724E0
1.280794625E1,-1.470568597E0,-6.363173962E-1,-1.968130104E0
1.281794425E1,-1.541948190E0,-5.835836971E-1,-2.252370273E0
1.282794225E1,-1.516719208E0,-6.105797070E-1,-2.424688303E0
1.283793925E1,-1.478813171E0,-7.243445966E-1,-2.305097541E0
1.284793725E1,-1.538363262E0,-7.362392950E-1,-1.922448147E0
1.285793525E1,-1.714256279E0,-6.014846554E-1,-1.553919779E0
1.286793225E1,-1.899786093E0,-4.712075213E-1,-1.308334383E0
1.287793025E1,-1.999722610E0,-3.760128039E-1,-1.116742761E0
1.288792825E1,-1.910985265E0,-3.409935370E-1,-1.111733451E0
1.289792525E1,-1.674021589E0,-2.859352773E-1,-1.138076912E0
1.290792325E1,-1.482534339E0,-1.110851106E-1,-1.150287652E0
1.291792025E1,-1.430019034E0,1.434886256E-1,-1.207779815E0
1.292791825E1,-1.370009059E0,3.243757501E-1,-1.243759487E0
1.293791625E1,-1.360485114E0,3.391686210E-1,-1.272017911E0
1.294791325E1,-1.497651730E0,4.381842014E-1,-1.305823004E0
1.295791125E1,-1.551049966E0,5.058695233E-1,-1.346257085E0
1.296790925E1,-1.565906279E0,4.192936018E-1,-1.395963095E0
1.297790625E1,-1.617750324E0,3.383541039E-1,-1.417149312E0
1.298790425E1,-1.548259674E0,3.166009998E-1,-1.346098040E0
1.299790225E1,-1.375898083E0,3.364803636E-1,-1.192761827E0
1.300789925E1,-1.210027777E0,3.630033338E-1,-1.015102365E0
1.301789725E1,-1.112850561E0,4.386224502E-1,-9.012693554E-1
1.302789425E1,-1.066869227E0,6.564227548E-1,-8.992631757E-1
1.303789225E1,-9.961638182E-1,8.430997923E-1,-8.836856085E-1
1.304789025E1,-1.020181549E0,9.053469113E-1,-8.500799060E-1
1.305788725E1,-1.128582788E0,8.669622794E-1,-8.252953130E-1
1.306788525E1,-1.206292284E0,6.792497000E-1,-8.301490867E-1
1.307788325E1,-1.210006727E0,5.375269336E-1,-9.729199666E-1
1.308788025E1,-1.247985270E0,4.417434016E-1,-1.119673970E0
1.309787825E1,-1.176434062E0,3.581141844E-1,-1.150914474E0
1.310787625E1,-1.038547361E0,3.241851309E-1,-1.239851208E0
1.311787325E1,-9.185426152E-1,4.047583008E-1,-1.384059919E0
1.312787125E1,-7.911136597E-1,4.809788033E-1,-1.560278041E0
1.313786825E1,-5.545902783E-1,4.752970639E-1,-1.800283440E0
1.314786625E1,-2.760698551E-1,3.368081000E-1,-1.956312296E0
1.315786425E1,-6.276313573E-2,1.041377413E-1,-2.011477852E0
1.316786125E1,1.861151201E-1,-9.545901150E-2,-1.891131045E0
1.317785925E1,4.545926580E-1,-3.144998029E-1,-1.579685535E0
1.318785725E1,5.340779534E-1,-4.179852873E-1,-1.149901151E0
1.319785425E1,4.333190256E-1,-3.490928078E-1,-6.340673876E-1
1.320785225E1,4.311289510E-1,-2.563504127E-1,-9.405246377E-2
1.321785025E1,4.460156697E-1,-2.980776054E-1,1.948239630E-1
1.322784725E1,3.592213547E-1,-4.764793709E-1,2.030778927E-1
1.323784525E1,3.093112761E-1,-7.903941599E-1,-1.311167943E-1
1.324784325E1,3.451400900E-1,-1.193268195E0,-5.341741401E-1
1.325784025E1,4.890985394E-1,-1.472615122E0,-8.651663071E-1
1.326783825E1,7.398400104E-1,-1.508123217E0,-1.130331105E0
1.327783525E1,9.140595549E-1,-1.371401281E0,-1.325135772E0
1.328783325E1,1.195773435E0,-1.287646057E0,-1.446922749E0
1.329783125E1,1.638937125E0,-1.327178497E0,-1.401100459E0
1.330782825E1,1.836815089E0,-1.418447686E0,-1.082747633E0
1.331782625E1,1.546685019E0,-1.370825331E0,-4.838997799E-1
1.332782425E1,1.060685212E0,-1.312630040E0,3.520205086E-1
1.333782125E1,7.722505420E-1,-1.525823323E0,1.527228409E0
1.334781925E1,7.324766117E-1,-1.958676618E0,2.504989285E0
1.335781725E1,9.495375359E-1,-2.289452146E0,2.932425427E0
1.336781425E1,1.314503488E0,-2.219979622E0,3.045115891E0
1.337781225E1,1.541071692E0,-1.756105679E0,2.989822281E0
1.338781025E1,1.642943053E0,-1.286476906E0,2.943512333E0
1.339780725E1,1.678932665E0,-1.217076303E0,2.814726239E0
1.340780525E1,1.527848214E0,-1.364901224E0,2.649197996E0
1.341780225E1,1.205628625E0,-1.279539769E0,2.497300197E0
1.342780025E1,9.183981889E-1,-1.148838127E0,2.381373299E0
1.343779825E1,9.048706555E-1,-9.819164926E-1,2.261823467E0
1.344779525E1,9.752822417E-1,-8.909858572E-1,2.234846168E0
1.345779325E1,1.023978146E0,-1.012016789E0,2.656286575E0
1.346779125E1,1.022683280E0,-1.140284820E0,2.977203405E0
1.347778825E1,1.192846319E0,-1.238785846E0,3.048743504E0
1.348778625E1,1.475726718E0,-1.302941496E0,2.984329407E0
1.349778425E1,1.810946130E0,-1.206562425E0,2.800610476E0
1.350778125E1,2.236956136E0,-1.090087059E0,2.597302787E0
1.351777925E1,2.769626665E0,-1.171430599E0,2.205645758E0
1.352777725E1,3.245755202E0,-1.403597220E0,1.569242408E0
1.353777425E1,3.581716626E0,-1.620979741E0,7.004239297E-1
1.354777225E1,3.591582340E0,-1.905234529E0,-1.058153075E-1
1.355776925E1,3.012972870E0,-1.994995136E0,-9.521220052E-1
1.356776725E1,1.638549747E0,-1.495034224E0,-1.816479642E0
1.357776525E1,-5.013583964E-1,-1.660486454E-1,-2.562194350E0
1.358776225E1,-2.815660916E0,1.949262308E0,-3.296355545E0
1.359776025E1,-4.617442120E0,4.519742163E0,-3.477439136E0
1.360775825E1,-5.599769672E0,6.885477085E0,-2.174045066E0
1.361775525E1,-5.691939332E0,8.143387418E0,2.661693496E-1
1.362775325E1,-4.926793742E0,7.683399827E0,2.981980580E0
1.363775125E1,-3.333636515E0,5.795968900E0,5.056451656E0
1.364774825E1,-1.636887091E0,3.675145776E0,6.306479943E0
1.365774625E1,-1.481029558E-1,1.775668416E0,6.932157746E0
1.366774425E1,6.030812377E-1,2.640345311E-1,6.847887089E0
1.367774125E1,5.658423677E-1,-4.580498242E-1,5.691178025E0
1.368773925E1,2.446907723E-1,-3.734201485E-1,4.519978391E0
1.369773625E1,-2.977261877E-1,-1.169817352E-1,3.330724894E0
1.370773425E1,-5.614443845E-1,-1.670339012E-1,1.785766557E0
1.371773225E1,-2.637161502E-1,-4.310684323E-1,4.524780124E-1
1.372772925E1,4.103102320E-1,-6.163047159E-1,-7.060255623E-1
1.373772725E1,1.159307567E0,-6.768631589E-1,-1.636225187E0
1.374772525E1,1.550873964E0,-7.465958834E-1,-2.212377073E0
1.375772225E1,1.505203702E0,-7.541276819E-1,-2.464201448E0
1.376772142E1,1.045823344E0,-7.098449636E-1,-2.451068602E0
1.377771942E1,5.118360221E-1,-7.566753137E-1,-2.215444522E0
1.378771642E1,8.476006866E-2,-8.962313944E-1,-1.715997580E0
1.379771442E1,-2.765896726E-1,-1.029007044E0,-9.367297947E-1
1.380771242E1,-5.440576887E-1,-1.132272381E0,-2.627376187E-1
1.381770942E1,-8.159333360E-1,-1.248993915E0,2.024808919E-1
1.382770742E1,-1.005808800E0,-1.237419351E0,5.474864960E-1
