"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.431529475E1,-3.405418396E0,4.649481354E0,7.568261719E0
2.432529275E1,-3.439846802E0,4.456233215E0,7.709268494E0
2.433529075E1,-3.398981781E0,4.196523285E0,7.877967682E0
2.434528875E1,-3.428021393E0,3.967200165E0,8.059839478E0
2.435528575E1,-3.451672211E0,3.905079346E0,8.272996216E0
2.436528375E1,-3.363655243E0,3.963607635E0,8.536747742E0
2.437528175E1,-3.130290527E0,3.984564056E0,8.649014282E0
2.438527975E1,-2.926414490E0,4.021237793E0,8.732690277E0
2.439527675E1,-2.738106079E0,4.067341919E0,8.707841949E0
2.440527475E1,-2.668201447E0,4.123774567E0,8.842861176E0
2.441527275E1,-2.878214722E0,4.209695892E0,9.282347260E0
2.442527075E1,-3.137924652E0,4.275409241E0,9.553583221E0
2.443526875E1,-3.211721191E0,4.179159393E0,9.514514465E0
2.444526575E1,-3.200943604E0,3.921545105E0,9.360634460E0
2.445526375E1,-3.221301270E0,3.709286499E0,9.315578156E0
2.446526175E1,-3.209026794E0,3.655697937E0,9.387279053E0
2.447525975E1,-3.157533875E0,3.695964203E0,9.287885742E0
2.448525775E1,-3.081192627E0,3.721860352E0,9.152866516E0
2.449525475E1,-2.960543518E0,3.757336578E0,9.135951691E0
2.450525275E1,-2.811004486E0,3.814667358E0,9.058862000E0
2.451525075E1,-2.602188721E0,3.832630005E0,8.972790985E0
2.452524875E1,-2.405048676E0,3.812422028E0,8.842711487E0
2.453524675E1,-2.424657898E0,3.811972961E0,8.789571991E0
2.454524375E1,-2.530338135E0,3.915707245E0,8.839418335E0
2.455524175E1,-2.596650238E0,4.006418610E0,8.812025299E0
2.456523975E1,-2.607128448E0,3.931574249E0,8.761430511E0
2.457523775E1,-2.557431793E0,3.868555298E0,8.698112183E0
2.458523575E1,-2.497406616E0,3.925287323E0,8.681796112E0
2.459523275E1,-2.483485565E0,4.011508026E0,8.669521637E0
2.460523075E1,-2.506687317E0,4.049079895E0,8.732690277E0
2.461522875E1,-2.517165527E0,4.077371063E0,8.767567749E0
2.462522675E1,-2.580483856E0,4.091292114E0,8.620423737E0
2.463522375E1,-2.588417358E0,4.076323242E0,8.362360382E0
2.464522175E1,-2.605032806E0,4.022135925E0,8.428971863E0
2.465521975E1,-2.674488373E0,3.981570282E0,8.531358948E0
2.466521775E1,-2.816243591E0,4.074077911E0,8.431965637E0
2.467521575E1,-2.981200562E0,4.259542236E0,8.254285126E0
2.468521275E1,-3.113525391E0,4.449347534E0,8.091274109E0
2.469521075E1,-3.135080566E0,4.612208862E0,8.136480103E0
2.470520875E1,-3.068020020E0,4.746180267E0,8.132588196E0
2.471520675E1,-3.128194885E0,4.779560852E0,8.038583679E0
2.472520475E1,-3.255280609E0,4.769831085E0,8.056696014E0
2.473520175E1,-3.343297577E0,4.718787231E0,7.939938812E0
2.474519975E1,-3.494932251E0,4.727319489E0,8.019423523E0
2.475519775E1,-3.581452332E0,4.799170074E0,8.028704224E0
2.476519575E1,-3.592229919E0,4.834346924E0,7.775430908E0
2.477519454E1,-3.674558716E0,4.802313538E0,7.405550079E0
2.478519154E1,-3.817511444E0,4.885989532E0,7.208260345E0
2.479518954E1,-3.890709229E0,5.011428680E0,7.044051819E0
2.480518754E1,-3.889062653E0,5.036127319E0,6.893464966E0
2.481518554E1,-3.996688843E0,5.093907166E0,7.048841858E0
2.482518354E1,-4.024381256E0,5.225483551E0,7.307953033E0
2.483518054E1,-3.905079346E0,5.321883087E0,7.488028564E0
2.484517854E1,-3.766168213E0,5.266498260E0,7.591762848E0
2.485517654E1,-3.781735840E0,5.165907440E0,7.517816620E0
2.486517454E1,-3.883823547E0,5.082231445E0,7.455396423E0
2.487517254E1,-4.003424835E0,5.056335297E0,7.506140900E0
2.488516954E1,-4.161047058E0,5.044210510E0,7.520810394E0
2.489516754E1,-4.228257294E0,5.013524323E0,7.575147400E0
2.490516554E1,-4.221521301E0,5.066364441E0,7.735613708E0
2.491516354E1,-4.157155151E0,5.128335571E0,7.695497131E0
2.492516154E1,-4.098477173E0,5.163662109E0,7.725285187E0
2.493515854E1,-4.038002930E0,5.169949036E0,7.671696625E0
2.494515654E1,-4.139192505E0,5.160069580E0,7.560028839E0
2.495515454E1,-4.258494415E0,5.175637207E0,7.553292847E0
2.496515254E1,-4.407135315E0,5.215454407E0,7.328011322E0
2.497514954E1,-4.511168976E0,5.300627289E0,7.315886536E0
2.498514754E1,-4.487218781E0,5.354515228E0,7.480544128E0
2.499514554E1,-4.475992126E0,5.311105499E0,7.619305573E0
2.500514354E1,-4.511767731E0,5.317242737E0,7.553143158E0
2.501514154E1,-4.614753571E0,5.363496552E0,7.431595917E0
2.502513854E1,-4.659061432E0,5.333858185E0,7.384893036E0
2.503513654E1,-4.719535675E0,5.341192932E0,7.116351471E0
2.504513454E1,-5.171894989E0,5.473218384E0,6.126759338E0
2.505513254E1,-5.364694061E0,5.524262238E0,6.260581055E0
2.506513054E1,-5.137616272E0,5.438640289E0,6.372248840E0
2.507512754E1,-5.196443939E0,5.481002197E0,6.433321838E0
2.508512554E1,-5.119503937E0,5.538033600E0,6.590345306E0
2.509512354E1,-4.922513580E0,5.633984070E0,6.617438965E0
2.510512154E1,-4.809498596E0,5.688171387E0,6.737639008E0
2.511511954E1,-4.734803925E0,5.758525085E0,6.897207184E0
2.512511654E1,-4.617148590E0,5.659431152E0,6.905589752E0
2.513511454E1,-4.550237732E0,5.491630096E0,6.802753601E0
2.514511254E1,-4.107009430E0,5.234165497E0,6.773115234E0
2.515511054E1,-3.866309967E0,5.241500244E0,6.449039154E0
2.516510854E1,-4.802762604E0,5.620811462E0,6.196214905E0
2.517510554E1,-4.867428131E0,5.532495117E0,6.258186035E0
2.518510354E1,-4.638554077E0,5.450016632E0,6.509812775E0
2.519510154E1,-4.706812134E0,5.531147919E0,6.687792664E0
2.520509954E1,-4.643044739E0,5.603597260E0,6.966812439E0
2.521509754E1,-4.466711426E0,5.641318817E0,6.937473450E0
2.522509454E1,-4.472698975E0,5.743107147E0,6.714586945E0
2.523509254E1,-4.406087494E0,5.749843140E0,6.605463867E0
2.524509054E1,-4.339326324E0,5.642666016E0,6.664890289E0
2.525508854E1,-4.217928772E0,5.479355621E0,6.583609314E0
2.526508654E1,-4.217629395E0,5.516029358E0,6.659351807E0
2.527508354E1,-4.390070801E0,5.709277496E0,6.795867920E0
2.528508154E1,-4.441563721E0,5.713169403E0,6.927743683E0
2.529507954E1,-4.593497772E0,5.671256561E0,6.952142944E0
2.530507754E1,-4.729564819E0,5.687722321E0,6.911876678E0
2.531507554E1,-4.377496948E0,5.742957458E0,6.959028625E0
2.532507254E1,-4.112847290E0,5.908812561E0,6.869065704E0
2.533507054E1,-4.181853790E0,5.980812836E0,6.765181732E0
2.534506854E1,-4.190086670E0,5.960604858E0,6.811435547E0
2.535506654E1,-4.223467255E0,5.849386139E0,6.822811890E0
2.536506454E1,-4.180955658E0,5.744903412E0,6.800807648E0
2.537506154E1,-4.117787018E0,5.740113373E0,6.738836517E0
2.538505954E1,-4.024081879E0,5.697751465E0,6.823710022E0
2.539505754E1,-3.937412109E0,5.688919830E0,6.993457031E0
2.540505554E1,-4.036356354E0,5.777685242E0,6.950346680E0
2.541505354E1,-4.140539703E0,5.767955475E0,6.759343872E0
2.542505054E1,-4.152215424E0,5.685776367E0,6.687044220E0
2.543504854E1,-4.077969818E0,5.712271271E0,6.761888580E0
2.544504654E1,-4.043691101E0,5.823040924E0,6.822362823E0
2.545504454E1,-4.027225342E0,5.936504974E0,6.825506287E0
2.546504254E1,-4.020938416E0,5.933211823E0,6.890471191E0
2.547503954E1,-4.019890594E0,5.905968475E0,6.920109558E0
2.548503754E1,-3.968098297E0,5.897286530E0,6.895560608E0
2.549503554E1,-3.932622070E0,5.861361237E0,6.783743134E0
2.550503354E1,-3.950435028E0,5.837860107E0,6.722520447E0
2.551503054E1,-3.938759308E0,5.806275787E0,6.715784454E0
2.552502854E1,-4.074526978E0,5.843398590E0,6.746620331E0
2.553502654E1,-4.570894775E0,5.930218048E0,6.866670685E0
2.554502454E1,-4.928201752E0,5.786367188E0,6.898404694E0
2.555502254E1,-4.817881165E0,5.567222900E0,7.007527771E0
2.556501954E1,-4.586163025E0,5.619913330E0,7.213050385E0
2.557501754E1,-4.392166443E0,5.837860107E0,7.190597076E0
2.558501554E1,-4.289929047E0,5.964496765E0,7.071145477E0
2.559501354E1,-4.257296906E0,5.962999878E0,7.012617188E0
2.560501154E1,-4.299359436E0,5.932613068E0,7.162904663E0
2.561500854E1,-4.275109863E0,5.799390106E0,7.243886261E0
2.562500654E1,-4.266577606E0,5.641468506E0,7.206314392E0
2.563500454E1,-4.226311340E0,5.558990021E0,7.017856293E0
2.564500254E1,-4.248016205E0,5.562133484E0,6.979386292E0
2.565500054E1,-4.307143250E0,5.513634338E0,7.333699493E0
2.566499854E1,-4.149820404E0,5.338199158E0,7.763006744E0
2.567499554E1,-3.957171021E0,5.167703705E0,7.725135498E0
2.568499354E1,-3.922443237E0,5.190755768E0,7.644303589E0
2.569499154E1,-3.858975220E0,5.286706238E0,7.350165253E0
2.570498954E1,-3.776945801E0,5.343587952E0,7.064110107E0
