"Time (s)","X (hPa)"
8.269324553E2,1.015982437E3
8.278822793E2,1.015981216E3
8.288321243E2,1.015981064E3
8.297820183E2,1.015980988E3
8.307318363E2,1.015980759E3
8.316815713E2,1.015979919E3
8.326313273E2,1.015979462E3
8.335809793E2,1.015979080E3
8.345307503E2,1.015978928E3
8.354804313E2,1.015978928E3
8.364300423E2,1.015980072E3
8.373797523E2,1.015980072E3
8.383293423E2,1.015979614E3
8.392788913E2,1.015979080E3
8.402285493E2,1.015979080E3
8.411781053E2,1.015979614E3
8.421277403E2,1.015981216E3
8.430774483E2,1.015981293E3
8.440271843E2,1.015982590E3
8.449767903E2,1.015983810E3
8.459265573E2,1.015984344E3
8.468763693E2,1.015985870E3
8.478261023E2,1.015988541E3
8.487758183E2,1.015990295E3
8.497253293E2,1.015990601E3
8.506748303E2,1.015991287E3
8.516245053E2,1.015991287E3
8.525741373E2,1.015989151E3
8.535237733E2,1.015987473E3
8.544733153E2,1.015985413E3
8.554229353E2,1.015983582E3
8.563724063E2,1.015981979E3
8.573219763E2,1.015980453E3
8.582717013E2,1.015980453E3
8.592212873E2,1.015980225E3
8.601707813E2,1.015980225E3
8.611202493E2,1.015979614E3
8.620698143E2,1.015978241E3
8.630193363E2,1.015977325E3
8.639688393E2,1.015975723E3
8.649184343E2,1.015975113E3
8.658680493E2,1.015975113E3
8.668175323E2,1.015975952E3
8.677669693E2,1.015977554E3
8.687163883E2,1.015978699E3
8.696658903E2,1.015979767E3
8.706153783E2,1.015979996E3
8.715647763E2,1.015979996E3
8.725142143E2,1.015980072E3
8.734637203E2,1.015980072E3
8.744131633E2,1.015980225E3
8.753626483E2,1.015980530E3
8.763120523E2,1.015980225E3
8.772614583E2,1.015979691E3
8.782108043E2,1.015979691E3
8.791601643E2,1.015979691E3
8.801096103E2,1.015979614E3
8.810589903E2,1.015979614E3
8.820082983E2,1.015980682E3
8.829578213E2,1.015981140E3
8.839072613E2,1.015981750E3
8.848566643E2,1.015982132E3
8.858059853E2,1.015984344E3
8.867554113E2,1.015985870E3
8.877047043E2,1.015989456E3
8.886538903E2,1.015990829E3
8.896032903E2,1.015992737E3
8.905525723E2,1.015993347E3
8.915017563E2,1.015993347E3
8.924511783E2,1.015992889E3
8.934005293E2,1.015992889E3
8.943497833E2,1.015992889E3
8.952990613E2,1.015991440E3
8.962483453E2,1.015989151E3
8.971975113E2,1.015986404E3
8.981468813E2,1.015983734E3
8.990961693E2,1.015981598E3
9.000455663E2,1.015981598E3
9.009948143E2,1.015982285E3
9.019439753E2,1.015983887E3
9.028930363E2,1.015986328E3
9.038421633E2,1.015988464E3
9.047913193E2,1.015990067E3
9.057404823E2,1.015990143E3
9.066895653E2,1.015990295E3
9.076386543E2,1.015992126E3
9.085879313E2,1.015995255E3
9.095371403E2,1.015996094E3
9.104864763E2,1.015997543E3
9.114357723E2,1.015997543E3
9.123851503E2,1.015996475E3
9.133343893E2,1.015993195E3
9.142836403E2,1.015991974E3
9.152328823E2,1.015990753E3
9.161821743E2,1.015990753E3
9.171314493E2,1.015989151E3
9.180806233E2,1.015989151E3
9.190298083E2,1.015990753E3
9.199790553E2,1.015993042E3
9.209282013E2,1.015996017E3
9.218773733E2,1.015998383E3
9.228265603E2,1.016000900E3
9.237758013E2,1.016000900E3
9.247249663E2,1.015999603E3
9.256741613E2,1.015998764E3
9.266233563E2,1.015998764E3
9.275724903E2,1.015999146E3
9.285215563E2,1.015999146E3
9.294706133E2,1.015999298E3
9.304197423E2,1.015999451E3
9.313688473E2,1.015999527E3
9.323179833E2,1.015999908E3
9.332671673E2,1.016000137E3
9.342162643E2,1.016001663E3
9.351654663E2,1.016001663E3
9.361145503E2,1.016002045E3
9.370637073E2,1.016001816E3
9.380128883E2,1.016001816E3
9.389619603E2,1.016001053E3
9.399110813E2,1.016000214E3
9.408602033E2,1.015999908E3
9.418092063E2,1.015999985E3
9.427581253E2,1.015999985E3
9.437071023E2,1.016000824E3
9.446561103E2,1.016000900E3
9.456051353E2,1.016001205E3
9.465541893E2,1.016001205E3
9.475031813E2,1.015999222E3
9.484521763E2,1.015997772E3
9.494011313E2,1.015996170E3
9.503501483E2,1.015994949E3
9.512991593E2,1.015994415E3
9.522481473E2,1.015991287E3
9.531970713E2,1.015983887E3
9.541459433E2,1.015975266E3
9.550949483E2,1.015965118E3
9.560440513E2,1.015952835E3
9.569929543E2,1.015939713E3
9.579419453E2,1.015927811E3
9.588909193E2,1.015911713E3
9.598399753E2,1.015895920E3
9.607889223E2,1.015880585E3
9.617379843E2,1.015864487E3
9.626870263E2,1.015846558E3
9.636360123E2,1.015834427E3
9.645849433E2,1.015824127E3
9.655340033E2,1.015807877E3
9.664830673E2,1.015788040E3
9.674319343E2,1.015772858E3
9.683808843E2,1.015757446E3
9.693298273E2,1.015740891E3
9.702788803E2,1.015729599E3
9.712279073E2,1.015719757E3
9.721770173E2,1.015710373E3
9.731261573E2,1.015688858E3
9.740752053E2,1.015659485E3
9.750241823E2,1.015628052E3
9.759733043E2,1.015602493E3
9.769221903E2,1.015574188E3
9.778710573E2,1.015556259E3
9.788199233E2,1.015545807E3
9.797687963E2,1.015539093E3
9.807177673E2,1.015527115E3
9.816668073E2,1.015517807E3
9.826158353E2,1.015506592E3
9.835647593E2,1.015494003E3
9.845136423E2,1.015480728E3
9.854625743E2,1.015472260E3
9.864114333E2,1.015461426E3
9.873604153E2,1.015453110E3
9.883094053E2,1.015445480E3
9.892583553E2,1.015435791E3
9.902072133E2,1.015418854E3
9.911560483E2,1.015404892E3
9.921048053E2,1.015391312E3
9.930535383E2,1.015380249E3
9.940022723E2,1.015370865E3
9.949510743E2,1.015369186E3
9.958998793E2,1.015363007E3
9.968486213E2,1.015353622E3
9.977974193E2,1.015339050E3
9.987462653E2,1.015317459E3
9.996950923E2,1.015291901E3
1.000643920E3,1.015271912E3
1.001592657E3,1.015255432E3
1.002541415E3,1.015241623E3
1.003490133E3,1.015234070E3
1.004438810E3,1.015232315E3
1.005387595E3,1.015231476E3
1.006336296E3,1.015229187E3
1.007285111E3,1.015228119E3
1.008233876E3,1.015228119E3
1.009182639E3,1.015229721E3
1.010131389E3,1.015229797E3
1.011080113E3,1.015230103E3
1.012028858E3,1.015230408E3
1.012977603E3,1.015230408E3
1.013926320E3,1.015225601E3
1.014875000E3,1.015217972E3
1.015823700E3,1.015208130E3
1.016772449E3,1.015196075E3
1.017721125E3,1.015182037E3
1.018669986E3,1.015171204E3
1.019618906E3,1.015162659E3
1.020567832E3,1.015156555E3
1.021516632E3,1.015152283E3
1.022465607E3,1.015149765E3
1.023414529E3,1.015149231E3
1.024363317E3,1.015149231E3
1.025312235E3,1.015149460E3
1.026260969E3,1.015149536E3
1.027209797E3,1.015150070E3
1.028158707E3,1.015150070E3
1.029107395E3,1.015150070E3
1.030056070E3,1.015148773E3
1.031004599E3,1.015147324E3
1.031953106E3,1.015142899E3
1.032901559E3,1.015136490E3
1.033850089E3,1.015129471E3
1.034798531E3,1.015118561E3
1.035747067E3,1.015107117E3
1.036695460E3,1.015098038E3
1.037643829E3,1.015088272E3
1.038592328E3,1.015082016E3
1.039540800E3,1.015079803E3
1.040489192E3,1.015077209E3
1.041437538E3,1.015072632E3
1.042385855E3,1.015064011E3
1.043334076E3,1.015047836E3
1.044282193E3,1.015028915E3
1.045230391E3,1.015010834E3
1.046178516E3,1.014993286E3
1.047126811E3,1.014981613E3
1.048075217E3,1.014967422E3
1.049023453E3,1.014955368E3
1.049971716E3,1.014943085E3
1.050919920E3,1.014926453E3
1.051868056E3,1.014907913E3
1.052816222E3,1.014896317E3
1.053764373E3,1.014887314E3
1.054712623E3,1.014876175E3
1.055660928E3,1.014868469E3
1.056609034E3,1.014865341E3
1.057557213E3,1.014861526E3
1.058505482E3,1.014858017E3
1.059453675E3,1.014851837E3
1.060401776E3,1.014837189E3
1.061349859E3,1.014819946E3
1.062297946E3,1.014801788E3
1.063246013E3,1.014783325E3
1.064194271E3,1.014767532E3
1.065142485E3,1.014761734E3
1.066090688E3,1.014757919E3
1.067038840E3,1.014756165E3
1.067986986E3,1.014756165E3
1.068935126E3,1.014757309E3
1.069883080E3,1.014760590E3
1.070831233E3,1.014760590E3
1.071779237E3,1.014753342E3
1.072727167E3,1.014740524E3
1.073675192E3,1.014725647E3
1.074623268E3,1.014707184E3
1.075571388E3,1.014689026E3
1.076519449E3,1.014676971E3
1.077467325E3,1.014670410E3
1.078415278E3,1.014664536E3
1.079363105E3,1.014661789E3
1.080311016E3,1.014661789E3
1.081258941E3,1.014664459E3
1.082206682E3,1.014668198E3
1.083154373E3,1.014670944E3
1.084102036E3,1.014678421E3
1.085049881E3,1.014699249E3
1.085997744E3,1.014739151E3
1.086945562E3,1.014803009E3
1.087893303E3,1.014901352E3
1.088841160E3,1.015033722E3
1.089788930E3,1.015195847E3
1.090736781E3,1.015384750E3
1.091684487E3,1.015576096E3
1.092632146E3,1.015735397E3
1.093579857E3,1.015856705E3
1.094527424E3,1.015939941E3
1.095475064E3,1.015973358E3
1.096422664E3,1.015975952E3
1.097370310E3,1.015977554E3
1.098318166E3,1.015980301E3
1.099266009E3,1.015980301E3
1.100213998E3,1.015980301E3
1.101161968E3,1.015980911E3
1.102109968E3,1.015983200E3
1.103058028E3,1.015985718E3
1.104006280E3,1.015988312E3
1.104954422E3,1.015991745E3
1.105902531E3,1.015992661E3
1.106850425E3,1.015993423E3
1.107798277E3,1.015993423E3
1.108746280E3,1.015993423E3
1.109694468E3,1.015994034E3
1.110642684E3,1.015994797E3
1.111591045E3,1.015994797E3
1.112539401E3,1.015992813E3
1.113487804E3,1.015984344E3
1.114436229E3,1.015972824E3
1.115384539E3,1.015958252E3
1.116332932E3,1.015933228E3
1.117281282E3,1.015902863E3
1.118229787E3,1.015873184E3
1.119178276E3,1.015846252E3
1.120126812E3,1.015819778E3
1.121075363E3,1.015797195E3
1.122023907E3,1.015778198E3
1.122972360E3,1.015763397E3
1.123920832E3,1.015748138E3
1.124869294E3,1.015732422E3
1.125817697E3,1.015718384E3
1.126766124E3,1.015701752E3
1.127714521E3,1.015684891E3
1.128663091E3,1.015667953E3
1.129611543E3,1.015650787E3
1.130560050E3,1.015632172E3
1.131508481E3,1.015618362E3
1.132456951E3,1.015604706E3
1.133405424E3,1.015588837E3
1.134353969E3,1.015570221E3
1.135302487E3,1.015551300E3
1.136250992E3,1.015531998E3
1.137199455E3,1.015507584E3
1.138148069E3,1.015483322E3
1.139096597E3,1.015465164E3
1.140045192E3,1.015453110E3
1.140993729E3,1.015433578E3
1.141942310E3,1.015420303E3
1.142890840E3,1.015410767E3
1.143839418E3,1.015399399E3
1.144788025E3,1.015387268E3
1.145736602E3,1.015377350E3
1.146685326E3,1.015366669E3
1.147633973E3,1.015355759E3
1.148582578E3,1.015339661E3
1.149531218E3,1.015323486E3
1.150479798E3,1.015307846E3
1.151428339E3,1.015291748E3
1.152376992E3,1.015272522E3
1.153325615E3,1.015252838E3
1.154274300E3,1.015229568E3
1.155222931E3,1.015204544E3
1.156171550E3,1.015175476E3
1.157120147E3,1.015149384E3
1.158068761E3,1.015124435E3
1.159017424E3,1.015102692E3
1.159966048E3,1.015078506E3
1.160914374E3,1.015060654E3
1.161862862E3,1.015044174E3
1.162811334E3,1.015025330E3
1.163759720E3,1.015007477E3
1.164707793E3,1.014990311E3
1.165655845E3,1.014976196E3
1.166603904E3,1.014961090E3
1.167551838E3,1.014946899E3
1.168499790E3,1.014933090E3
1.169447879E3,1.014917679E3
1.170395901E3,1.014902267E3
1.171343815E3,1.014883957E3
1.172291773E3,1.014867477E3
1.173239767E3,1.014852371E3
1.174187757E3,1.014844818E3
1.175135684E3,1.014833908E3
1.176083612E3,1.014818649E3
1.177031658E3,1.014798203E3
1.177979633E3,1.014779129E3
1.178927521E3,1.014751205E3
1.179875414E3,1.014726105E3
1.180823429E3,1.014706268E3
1.181771296E3,1.014690552E3
1.182719174E3,1.014675064E3
1.183666911E3,1.014669113E3
1.184614619E3,1.014666290E3
1.185562319E3,1.014666290E3
1.186510224E3,1.014673767E3
1.187458000E3,1.014692688E3
1.188405785E3,1.014729080E3
1.189353566E3,1.014773407E3
1.190301330E3,1.014831696E3
1.191249035E3,1.014909134E3
1.192196792E3,1.014996490E3
1.193144477E3,1.015080643E3
1.194092156E3,1.015170975E3
1.195039920E3,1.015269241E3
1.195987731E3,1.015369263E3
1.196935551E3,1.015470581E3
1.197883285E3,1.015580368E3
1.198831185E3,1.015700378E3
1.199779040E3,1.015799484E3
1.200726715E3,1.015872269E3
1.201674424E3,1.015919800E3
1.202622071E3,1.015941849E3
1.203569712E3,1.015941849E3
1.204517435E3,1.015938873E3
1.205465414E3,1.015938873E3
1.206413169E3,1.015942154E3
1.207361094E3,1.015947647E3
1.208309126E3,1.015953217E3
1.209257157E3,1.015957718E3
1.210204947E3,1.015957718E3
1.211152865E3,1.015957489E3
1.212100704E3,1.015955505E3
1.213048650E3,1.015954590E3
1.213996627E3,1.015953598E3
1.214944764E3,1.015952759E3
1.215892887E3,1.015952759E3
1.216840801E3,1.015953445E3
1.217788806E3,1.015954666E3
1.218736743E3,1.015956421E3
1.219684643E3,1.015956879E3
1.220632595E3,1.015959320E3
1.221580645E3,1.015961075E3
1.222528732E3,1.015962524E3
1.223476803E3,1.015962982E3
1.224424914E3,1.015963974E3
1.225372912E3,1.015964203E3
1.226320950E3,1.015964661E3
1.227269018E3,1.015965652E3
1.228217066E3,1.015965958E3
1.229165048E3,1.015965958E3
1.230113127E3,1.015960922E3
1.231061124E3,1.015956726E3
1.232009260E3,1.015953979E3
1.232957364E3,1.015952606E3
1.233905449E3,1.015952606E3
1.234853596E3,1.015954895E3
1.235801542E3,1.015955963E3
1.236749439E3,1.015957794E3
1.237697437E3,1.015957870E3
1.238645418E3,1.015957870E3
1.239593463E3,1.015957870E3
1.240541472E3,1.015958786E3
1.241489505E3,1.015959549E3
1.242437528E3,1.015961685E3
1.243385535E3,1.015965042E3
1.244333630E3,1.015965805E3
1.245281668E3,1.015965805E3
1.246229689E3,1.015964813E3
1.247177601E3,1.015962219E3
1.248125628E3,1.015960922E3
1.249073594E3,1.015957031E3
1.250021618E3,1.015946503E3
1.250969704E3,1.015933838E3
1.251917837E3,1.015919113E3
1.252865870E3,1.015901947E3
1.253813831E3,1.015887299E3
1.254761739E3,1.015875397E3
1.255709700E3,1.015860825E3
1.256657597E3,1.015844498E3
1.257605635E3,1.015828247E3
1.258553623E3,1.015810089E3
1.259501620E3,1.015792313E3
1.260449661E3,1.015780945E3
1.261397656E3,1.015774231E3
1.262345702E3,1.015765457E3
1.263293712E3,1.015756454E3
1.264241733E3,1.015746765E3
1.265189774E3,1.015731354E3
1.266137837E3,1.015714874E3
1.267085872E3,1.015700378E3
1.268033896E3,1.015687866E3
1.268981827E3,1.015677032E3
1.269929611E3,1.015667343E3
1.270877693E3,1.015653458E3
1.271825716E3,1.015641022E3
1.272773809E3,1.015629501E3
1.273721844E3,1.015619507E3
1.274669925E3,1.015611954E3
1.275617993E3,1.015604706E3
1.276566024E3,1.015588608E3
1.277513868E3,1.015572586E3
1.278461613E3,1.015557098E3
1.279409399E3,1.015540848E3
1.280357129E3,1.015526962E3
1.281304933E3,1.015518417E3
1.282253081E3,1.015504913E3
1.283200933E3,1.015490799E3
1.284148825E3,1.015479202E3
1.285096661E3,1.015466919E3
1.286044505E3,1.015455017E3
1.286992446E3,1.015448456E3
1.287940379E3,1.015439758E3
1.288888469E3,1.015430679E3
1.289836561E3,1.015420151E3
1.290784723E3,1.015412216E3
1.291732765E3,1.015399551E3
1.292680834E3,1.015383377E3
1.293628747E3,1.015366058E3
1.294576726E3,1.015352097E3
1.295524742E3,1.015340042E3
1.296472812E3,1.015331192E3
1.297420791E3,1.015331192E3
1.298368880E3,1.015331802E3
1.299316834E3,1.015332642E3
1.300264791E3,1.015332642E3
1.301212662E3,1.015328064E3
1.302160556E3,1.015321045E3
1.303108469E3,1.015308914E3
1.304056337E3,1.015294189E3
1.305004214E3,1.015283585E3
1.305952146E3,1.015277786E3
1.306900023E3,1.015272522E3
1.307847850E3,1.015260162E3
1.308795501E3,1.015248413E3
1.309743130E3,1.015233383E3
1.310690811E3,1.015217133E3
1.311638567E3,1.015200424E3
1.312586267E3,1.015194168E3
1.313533865E3,1.015184708E3
1.314481485E3,1.015175858E3
1.315428972E3,1.015169144E3
1.316376569E3,1.015162125E3
1.317324158E3,1.015155029E3
1.318271888E3,1.015152893E3
1.319219484E3,1.015151291E3
1.320167035E3,1.015142365E3
1.321114552E3,1.015132065E3
1.322062008E3,1.015121002E3
1.323009398E3,1.015104828E3
1.323957024E3,1.015084229E3
1.324904501E3,1.015065613E3
1.325851937E3,1.015042496E3
1.326799283E3,1.015019073E3
1.327746608E3,1.014995270E3
1.328694007E3,1.014975281E3
1.329641387E3,1.014957962E3
1.330588741E3,1.014947205E3
1.331536344E3,1.014939117E3
1.332483827E3,1.014933319E3
1.333431203E3,1.014921341E3
1.334378526E3,1.014906921E3
1.335325962E3,1.014893036E3
1.336273291E3,1.014878235E3
1.337220554E3,1.014864426E3
1.338167875E3,1.014857941E3
1.339115140E3,1.014851685E3
1.340062415E3,1.014839859E3
1.341009681E3,1.014827881E3
1.341957009E3,1.014815674E3
1.342904340E3,1.014805679E3
1.343851577E3,1.014800491E3
1.344798837E3,1.014800491E3
1.345746197E3,1.014802933E3
1.346693643E3,1.014805222E3
1.347640954E3,1.014805222E3
1.348588361E3,1.014799881E3
1.349535692E3,1.014793091E3
1.350482981E3,1.014780121E3
1.351430309E3,1.014761505E3
1.352377712E3,1.014742203E3
1.353325205E3,1.014724426E3
1.354272445E3,1.014707870E3
1.355219631E3,1.014696045E3
1.356166705E3,1.014690933E3
1.357113676E3,1.014687500E3
1.358060759E3,1.014687042E3
1.359008105E3,1.014687042E3
1.359955376E3,1.014687653E3
1.360902590E3,1.014688339E3
1.361849798E3,1.014689560E3
1.362797079E3,1.014692154E3
1.363744332E3,1.014701843E3
1.364691553E3,1.014726257E3
1.365638781E3,1.014767685E3
1.366586110E3,1.014825516E3
1.367533382E3,1.014903336E3
1.368480611E3,1.014989395E3
1.369427648E3,1.015074539E3
1.370374750E3,1.015163956E3
1.371321807E3,1.015257950E3
1.372268964E3,1.015360413E3
1.373216028E3,1.015471191E3
1.374163161E3,1.015592041E3
1.375110403E3,1.015723495E3
1.376057536E3,1.015838165E3
1.377004645E3,1.015922318E3
1.377951921E3,1.015981369E3
1.378899022E3,1.016015396E3
1.379846091E3,1.016015396E3
1.380793364E3,1.016015015E3
1.381740579E3,1.016011658E3
1.382687816E3,1.016008530E3
1.383635075E3,1.016008530E3
1.384582341E3,1.016008987E3
1.385529612E3,1.016010437E3
1.386477085E3,1.016013718E3
1.387424456E3,1.016018143E3
1.388371794E3,1.016019897E3
1.389319150E3,1.016020355E3
1.390266650E3,1.016020813E3
1.391214078E3,1.016020813E3
1.392161540E3,1.016019058E3
1.393109005E3,1.016017151E3
1.394056438E3,1.016015244E3
1.395003858E3,1.016011276E3
1.395951374E3,1.016007767E3
1.396898993E3,1.016004410E3
1.397846693E3,1.015996017E3
1.398794494E3,1.015987244E3
1.399742132E3,1.015981903E3
1.400689780E3,1.015978470E3
1.401637499E3,1.015978470E3
1.402585161E3,1.015978699E3
1.403532808E3,1.015983734E3
1.404480547E3,1.015988770E3
1.405428280E3,1.015991592E3
1.406376067E3,1.015994720E3
1.407323846E3,1.015996704E3
1.408271700E3,1.015997772E3
1.409219540E3,1.015997772E3
1.410167393E3,1.015998001E3
1.411115332E3,1.015999603E3
1.412063282E3,1.016001053E3
1.413011063E3,1.016001816E3
1.413958846E3,1.016002731E3
1.414906610E3,1.016004333E3
1.415854321E3,1.016006317E3
1.416802042E3,1.016008224E3
1.417749769E3,1.016012039E3
1.418697576E3,1.016013870E3
1.419645236E3,1.016013870E3
1.420592947E3,1.016012344E3
1.421540692E3,1.016011047E3
1.422488457E3,1.016008911E3
1.423436145E3,1.016007156E3
1.424383803E3,1.016004181E3
1.425331395E3,1.016000137E3
1.426279006E3,1.015995712E3
1.427226657E3,1.015990372E3
1.428174194E3,1.015983887E3
1.429121755E3,1.015977478E3
1.430069359E3,1.015972214E3
1.431016960E3,1.015966949E3
1.431964435E3,1.015963516E3
1.432911959E3,1.015963516E3
1.433859357E3,1.015963898E3
1.434806768E3,1.015965576E3
1.435754393E3,1.015967941E3
1.436701956E3,1.015967941E3
1.437649424E3,1.015967941E3
1.438596894E3,1.015967941E3
1.439544327E3,1.015968170E3
1.440491902E3,1.015968323E3
1.441439407E3,1.015968781E3
1.442386847E3,1.015971909E3
1.443334349E3,1.015975037E3
1.444281951E3,1.015976868E3
1.445229579E3,1.015977020E3
1.446177265E3,1.015977020E3
1.447124833E3,1.015974350E3
1.448072460E3,1.015973282E3
1.449020119E3,1.015973206E3
1.449967804E3,1.015970459E3
1.450915491E3,1.015970230E3
1.451863131E3,1.015970154E3
1.452810892E3,1.015967560E3
1.453758604E3,1.015967560E3
1.454706334E3,1.015965805E3
1.455653913E3,1.015965805E3
1.456601520E3,1.015965805E3
1.457549132E3,1.015965805E3
1.458496798E3,1.015964966E3
1.459444703E3,1.015964966E3
1.460392416E3,1.015965042E3
1.461340044E3,1.015965042E3
1.462287790E3,1.015965118E3
1.463235665E3,1.015964355E3
1.464183357E3,1.015964355E3
1.465131116E3,1.015963364E3
1.466079015E3,1.015963364E3
1.467026922E3,1.015963211E3
1.467974735E3,1.015963440E3
1.468922449E3,1.015963821E3
1.469870253E3,1.015964050E3
1.470817924E3,1.015964050E3
1.471765678E3,1.015962982E3
1.472713362E3,1.015961838E3
1.473661016E3,1.015959702E3
1.474608833E3,1.015958405E3
1.475556544E3,1.015957489E3
1.476504231E3,1.015957489E3
1.477451932E3,1.015957718E3
1.478399603E3,1.015957794E3
1.479347230E3,1.015959320E3
1.480294874E3,1.015961304E3
1.481242507E3,1.015961990E3
1.482190247E3,1.015962601E3
1.483137894E3,1.015962601E3
1.484085575E3,1.015961761E3
1.485033275E3,1.015961075E3
1.485981026E3,1.015961075E3
1.486928666E3,1.015961380E3
1.487876400E3,1.015962143E3
1.488824223E3,1.015964737E3
1.489771906E3,1.015969162E3
1.490719590E3,1.015971222E3
1.491667262E3,1.015973434E3
1.492614703E3,1.015973663E3
1.493562328E3,1.015974808E3
1.494510025E3,1.015975800E3
1.495457628E3,1.015977631E3
1.496405288E3,1.015980835E3
1.497353030E3,1.015982437E3
1.498300805E3,1.015982437E3
1.499248544E3,1.015980606E3
1.500196288E3,1.015980072E3
1.501144098E3,1.015976639E3
1.502091811E3,1.015976639E3
1.503039441E3,1.015978394E3
1.503987115E3,1.015979767E3
1.504934859E3,1.015979767E3
1.505882578E3,1.015979080E3
1.506830356E3,1.015978088E3
1.507778216E3,1.015977478E3
1.508726095E3,1.015977478E3
1.509674045E3,1.015978012E3
1.510621868E3,1.015979767E3
1.511569596E3,1.015982513E3
1.512517390E3,1.015983963E3
1.513465150E3,1.015984421E3
1.514412986E3,1.015984421E3
1.515360748E3,1.015983582E3
1.516308487E3,1.015982742E3
1.517256246E3,1.015981750E3
1.518204083E3,1.015981369E3
1.519151869E3,1.015981369E3
1.520099640E3,1.015981369E3
1.521047523E3,1.015980225E3
1.521995336E3,1.015979004E3
1.522943064E3,1.015978622E3
1.523890885E3,1.015977707E3
1.524838745E3,1.015976334E3
1.525786567E3,1.015974503E3
1.526734452E3,1.015972900E3
1.527682473E3,1.015972137E3
1.528630450E3,1.015970383E3
1.529578359E3,1.015970230E3
1.530526302E3,1.015969849E3
1.531474261E3,1.015969772E3
1.532422074E3,1.015969772E3
1.533369815E3,1.015970230E3
1.534317472E3,1.015972443E3
1.535265048E3,1.015973663E3
1.536212702E3,1.015976257E3
1.537160504E3,1.015977554E3
1.538108217E3,1.015978546E3
1.539055913E3,1.015978546E3
1.540003757E3,1.015978241E3
1.540951495E3,1.015977478E3
1.541899199E3,1.015977478E3
1.542846868E3,1.015977478E3
1.543794561E3,1.015980148E3
1.544742273E3,1.015984573E3
1.545689928E3,1.015987854E3
1.546637556E3,1.015990677E3
1.547585222E3,1.015990677E3
1.548532788E3,1.015990219E3
1.549480489E3,1.015986557E3
1.550428072E3,1.015983124E3
1.551375756E3,1.015978012E3
1.552323410E3,1.015974579E3
1.553270922E3,1.015969849E3
1.554218441E3,1.015965805E3
1.555165924E3,1.015962677E3
1.556113653E3,1.015961075E3
1.557061349E3,1.015961075E3
1.558008850E3,1.015963287E3
1.558956398E3,1.015968475E3
1.559904083E3,1.015974197E3
1.560851690E3,1.015980225E3
1.561799183E3,1.015985947E3
1.562746664E3,1.015988541E3
1.563694432E3,1.015988541E3
1.564642115E3,1.015988541E3
1.565589747E3,1.015988617E3
1.566537368E3,1.015990372E3
1.567485197E3,1.015993500E3
1.568433058E3,1.015997162E3
1.569380669E3,1.016000900E3
1.570328189E3,1.016003952E3
1.571275739E3,1.016004868E3
1.572223274E3,1.016005707E3
1.573170746E3,1.016006165E3
1.574118349E3,1.016006470E3
1.575065866E3,1.016007767E3
1.576013359E3,1.016009140E3
1.576960877E3,1.016009979E3
1.577908451E3,1.016010818E3
1.578856029E3,1.016012039E3
1.579803566E3,1.016012268E3
1.580751076E3,1.016012802E3
1.581698606E3,1.016014099E3
1.582646165E3,1.016015701E3
1.583593792E3,1.016017914E3
1.584541395E3,1.016019363E3
1.585489039E3,1.016019592E3
1.586436470E3,1.016019592E3
1.587383961E3,1.016019440E3
1.588331408E3,1.016018372E3
1.589278752E3,1.016016922E3
1.590226199E3,1.016016083E3
1.591173686E3,1.016014252E3
1.592121141E3,1.016011963E3
1.593068488E3,1.016010437E3
1.594015882E3,1.016009521E3
1.594963300E3,1.016009521E3
1.595910687E3,1.016009979E3
1.596858226E3,1.016010361E3
1.597805667E3,1.016009979E3
1.598753023E3,1.016009369E3
1.599700588E3,1.016008530E3
1.600648033E3,1.016008530E3
1.601595391E3,1.016008530E3
1.602542877E3,1.016009598E3
1.603490343E3,1.016010971E3
1.604437738E3,1.016012192E3
1.605385165E3,1.016013336E3
1.606332744E3,1.016014709E3
1.607280158E3,1.016015091E3
1.608227646E3,1.016015244E3
1.609175075E3,1.016016235E3
1.610122546E3,1.016016235E3
1.611069847E3,1.016015472E3
1.612017291E3,1.016013947E3
1.612964800E3,1.016011887E3
1.613912146E3,1.016010818E3
1.614859410E3,1.016008606E3
1.615806623E3,1.016005783E3
1.616753942E3,1.016000824E3
1.617701270E3,1.015997086E3
1.618648597E3,1.015991592E3
1.619596025E3,1.015987091E3
1.620543404E3,1.015983658E3
1.621490548E3,1.015981979E3
1.622437772E3,1.015979767E3
1.623384945E3,1.015978622E3
1.624332029E3,1.015978241E3
1.625279144E3,1.015977936E3
1.626226314E3,1.015976486E3
1.627173477E3,1.015976486E3
1.628120721E3,1.015976944E3
1.629067931E3,1.015977020E3
1.630015145E3,1.015977173E3
1.630962371E3,1.015978546E3
1.631909669E3,1.015979691E3
1.632856839E3,1.015980988E3
1.633803987E3,1.015982590E3
1.634751163E3,1.015983658E3
1.635698271E3,1.015985031E3
1.636645493E3,1.015985794E3
1.637592745E3,1.015985794E3
1.638539965E3,1.015986176E3
1.639487096E3,1.015988007E3
1.640434308E3,1.015988617E3
1.641381351E3,1.015988617E3
1.642328333E3,1.015989304E3
1.643275396E3,1.015989456E3
1.644222572E3,1.015989304E3
1.645169694E3,1.015989914E3
1.646116834E3,1.015990524E3
1.647064074E3,1.015990829E3
1.648011202E3,1.015991135E3
1.648958281E3,1.015991135E3
1.649905368E3,1.015991135E3
1.650852616E3,1.015990906E3
1.651799767E3,1.015990906E3
1.652746905E3,1.015990829E3
1.653694192E3,1.015990601E3
1.654641365E3,1.015990295E3
