"Time (s)","X (hPa)"
1.655588555E3,1.015990143E3
1.656535774E3,1.015990143E3
1.657482939E3,1.015989532E3
1.658430122E3,1.015988922E3
1.659377258E3,1.015988388E3
1.660324446E3,1.015988083E3
1.661271506E3,1.015986176E3
1.662218535E3,1.015984573E3
1.663165606E3,1.015982590E3
1.664112826E3,1.015981369E3
1.665059883E3,1.015980530E3
1.666006893E3,1.015979462E3
1.666953840E3,1.015978928E3
1.667900669E3,1.015977783E3
1.668847627E3,1.015977402E3
1.669794628E3,1.015977402E3
1.670741609E3,1.015977631E3
1.671688615E3,1.015977783E3
1.672635612E3,1.015977631E3
1.673582621E3,1.015977478E3
1.674529607E3,1.015977402E3
1.675476593E3,1.015977478E3
1.676423584E3,1.015978241E3
1.677370673E3,1.015979538E3
1.678318027E3,1.015984268E3
1.679265264E3,1.015986862E3
1.680212416E3,1.015989304E3
1.681159531E3,1.015989990E3
1.682106695E3,1.015991364E3
1.683053855E3,1.015991364E3
1.684000915E3,1.015990829E3
1.684947974E3,1.015990829E3
1.685895088E3,1.015991135E3
1.686842214E3,1.015991135E3
1.687789264E3,1.015991364E3
1.688736385E3,1.015992126E3
1.689683484E3,1.015992126E3
1.690630593E3,1.015990906E3
1.691577627E3,1.015988998E3
1.692524678E3,1.015987396E3
1.693471799E3,1.015984039E3
1.694418965E3,1.015980530E3
1.695366170E3,1.015977707E3
1.696313399E3,1.015975571E3
1.697260430E3,1.015973892E3
1.698207666E3,1.015972519E3
1.699154889E3,1.015972290E3
1.700102358E3,1.015971298E3
1.701049688E3,1.015971069E3
1.701997066E3,1.015970612E3
1.702944462E3,1.015970612E3
1.703891763E3,1.015970764E3
1.704838955E3,1.015970764E3
1.705786101E3,1.015970688E3
1.706733268E3,1.015970688E3
1.707680393E3,1.015971069E3
1.708627557E3,1.015971909E3
1.709574743E3,1.015973969E3
1.710521960E3,1.015975494E3
1.711469190E3,1.015977020E3
1.712416187E3,1.015978317E3
1.713363318E3,1.015979462E3
1.714310251E3,1.015980835E3
1.715257252E3,1.015983658E3
1.716204280E3,1.015986404E3
1.717151379E3,1.015989456E3
1.718098416E3,1.015992737E3
1.719045534E3,1.015995331E3
1.719992739E3,1.015996323E3
1.720939838E3,1.015997391E3
1.721887016E3,1.015999451E3
1.722834183E3,1.016000137E3
1.723781334E3,1.016001282E3
1.724728453E3,1.016001892E3
1.725675668E3,1.016003571E3
1.726622940E3,1.016003647E3
1.727570040E3,1.016005630E3
1.728517176E3,1.016009369E3
1.729464231E3,1.016012115E3
1.730411301E3,1.016016006E3
1.731358281E3,1.016019821E3
1.732305248E3,1.016021042E3
1.733252252E3,1.016023331E3
1.734199332E3,1.016024933E3
1.735146412E3,1.016027908E3
1.736093458E3,1.016029358E3
1.737040526E3,1.016030884E3
1.737987596E3,1.016030884E3
1.738934731E3,1.016030579E3
1.739881786E3,1.016027069E3
1.740828899E3,1.016023331E3
1.741775993E3,1.016019363E3
1.742723029E3,1.016015091E3
1.743670124E3,1.016011887E3
1.744617201E3,1.016008224E3
1.745564209E3,1.016006622E3
1.746511198E3,1.016005173E3
1.747458242E3,1.016003494E3
1.748405228E3,1.016002274E3
1.749352290E3,1.016001740E3
1.750299310E3,1.016000748E3
1.751246317E3,1.016000595E3
1.752193376E3,1.016000519E3
1.753140459E3,1.015999985E3
1.754087485E3,1.015998535E3
1.755034558E3,1.015998459E3
1.755981632E3,1.015996704E3
1.756928818E3,1.015995255E3
1.757875826E3,1.015992966E3
1.758822747E3,1.015992355E3
1.759769777E3,1.015989761E3
1.760716800E3,1.015987625E3
1.761663781E3,1.015985641E3
1.762610846E3,1.015985489E3
1.763557978E3,1.015984192E3
1.764505048E3,1.015984192E3
1.765452066E3,1.015985031E3
1.766399142E3,1.015987015E3
1.767346215E3,1.015989151E3
1.768293157E3,1.015990601E3
1.769240164E3,1.015991898E3
1.770187109E3,1.015993347E3
1.771134054E3,1.015993729E3
1.772081116E3,1.015993729E3
1.773028368E3,1.015992966E3
1.773975410E3,1.015992279E3
1.774922239E3,1.015992279E3
1.775869133E3,1.015993576E3
1.776815930E3,1.015994110E3
1.777762660E3,1.015995712E3
1.778709480E3,1.015998383E3
1.779656496E3,1.016002274E3
1.780603439E3,1.016005173E3
1.781550467E3,1.016008835E3
1.782497342E3,1.016011734E3
1.783444432E3,1.016015015E3
1.784391619E3,1.016017151E3
1.785338668E3,1.016020279E3
1.786285688E3,1.016022797E3
1.787232611E3,1.016025620E3
1.788179413E3,1.016027832E3
1.789126312E3,1.016030960E3
1.790073209E3,1.016033478E3
1.791020164E3,1.016037979E3
1.791967068E3,1.016041794E3
1.792913822E3,1.016045074E3
1.793860633E3,1.016047745E3
1.794807559E3,1.016047745E3
1.795754440E3,1.016048126E3
1.796701262E3,1.016048126E3
1.797648164E3,1.016048508E3
1.798594975E3,1.016048813E3
1.799541821E3,1.016051102E3
1.800488665E3,1.016053848E3
1.801435620E3,1.016053848E3
1.802382541E3,1.016053848E3
1.803329350E3,1.016053619E3
1.804276247E3,1.016052856E3
1.805223278E3,1.016051865E3
1.806170176E3,1.016051865E3
1.807117098E3,1.016052399E3
1.808063809E3,1.016053162E3
1.809010529E3,1.016053162E3
1.809957282E3,1.016053162E3
1.810904098E3,1.016053009E3
1.811850875E3,1.016053009E3
1.812797646E3,1.016053238E3
1.813744408E3,1.016053238E3
1.814691138E3,1.016053009E3
1.815637786E3,1.016052094E3
1.816584336E3,1.016051788E3
1.817531028E3,1.016051407E3
1.818477891E3,1.016051407E3
1.819424601E3,1.016050873E3
1.820371389E3,1.016050644E3
1.821317934E3,1.016049576E3
1.822264534E3,1.016048355E3
1.823211054E3,1.016047287E3
1.824157674E3,1.016045685E3
1.825104271E3,1.016045456E3
1.826050916E3,1.016045074E3
1.826997478E3,1.016043854E3
1.827944072E3,1.016043549E3
1.828890750E3,1.016042862E3
1.829837506E3,1.016042480E3
1.830784275E3,1.016042175E3
1.831730940E3,1.016041946E3
1.832677529E3,1.016041946E3
1.833624123E3,1.016042480E3
1.834570551E3,1.016043549E3
1.835517042E3,1.016044006E3
1.836463600E3,1.016044540E3
1.837410282E3,1.016044693E3
1.838356865E3,1.016044693E3
1.839303461E3,1.016042709E3
1.840250012E3,1.016041183E3
1.841196549E3,1.016041183E3
1.842143040E3,1.016041183E3
1.843089572E3,1.016041489E3
1.844036206E3,1.016042938E3
1.844982950E3,1.016044769E3
1.845929580E3,1.016046143E3
1.846876215E3,1.016047897E3
1.847822770E3,1.016048508E3
1.848769297E3,1.016050034E3
1.849715927E3,1.016050034E3
1.850662548E3,1.016050034E3
1.851609042E3,1.016050034E3
1.852555623E3,1.016049271E3
1.853502114E3,1.016048737E3
1.854448439E3,1.016047897E3
1.855394859E3,1.016048737E3
1.856341406E3,1.016048737E3
1.857287903E3,1.016049881E3
1.858234387E3,1.016053772E3
1.859180927E3,1.016056747E3
1.860127429E3,1.016058197E3
1.861073968E3,1.016058807E3
1.862020567E3,1.016058807E3
1.862967061E3,1.016057587E3
1.863913580E3,1.016055908E3
1.864860072E3,1.016055679E3
1.865806620E3,1.016055679E3
1.866753028E3,1.016055679E3
1.867699466E3,1.016055679E3
1.868646115E3,1.016055603E3
1.869592770E3,1.016055298E3
1.870539303E3,1.016054688E3
1.871485918E3,1.016054230E3
1.872432469E3,1.016051712E3
1.873379044E3,1.016050797E3
1.874325597E3,1.016050568E3
1.875272159E3,1.016050262E3
1.876218694E3,1.016050262E3
1.877165222E3,1.016050110E3
1.878111763E3,1.016049271E3
1.879058381E3,1.016048050E3
1.880004975E3,1.016047134E3
1.880951447E3,1.016047134E3
1.881897869E3,1.016047516E3
1.882844235E3,1.016047821E3
1.883790700E3,1.016048584E3
1.884737166E3,1.016048584E3
1.885683742E3,1.016046753E3
1.886630269E3,1.016044769E3
1.887576969E3,1.016044464E3
1.888523684E3,1.016044464E3
1.889470432E3,1.016045914E3
1.890417145E3,1.016047821E3
1.891363903E3,1.016051254E3
1.892310876E3,1.016051254E3
1.893257693E3,1.016050491E3
1.894204488E3,1.016046448E3
1.895151297E3,1.016039429E3
1.896098163E3,1.016034775E3
1.897045141E3,1.016034775E3
1.897992020E3,1.016038284E3
1.898938867E3,1.016038361E3
1.899885650E3,1.016041946E3
1.900832474E3,1.016041946E3
1.901779247E3,1.016041336E3
1.902726040E3,1.016041336E3
1.903672882E3,1.016041336E3
1.904619872E3,1.016041336E3
1.905566761E3,1.016040497E3
1.906513646E3,1.016040344E3
1.907460528E3,1.016039200E3
1.908407433E3,1.016039200E3
1.909354310E3,1.016040878E3
1.910301086E3,1.016045837E3
1.911247801E3,1.016051865E3
1.912194595E3,1.016059189E3
1.913141330E3,1.016065979E3
1.914088151E3,1.016069412E3
1.915034996E3,1.016072922E3
1.915981813E3,1.016075134E3
1.916928633E3,1.016075134E3
1.917875449E3,1.016075134E3
1.918822362E3,1.016074677E3
1.919769137E3,1.016073761E3
1.920715947E3,1.016070938E3
1.921662691E3,1.016069946E3
1.922609662E3,1.016068649E3
1.923556469E3,1.016066437E3
1.924503252E3,1.016065369E3
1.925450044E3,1.016063004E3
1.926396737E3,1.016061096E3
1.927343427E3,1.016057510E3
1.928290169E3,1.016053314E3
1.929236830E3,1.016049118E3
1.930183510E3,1.016046448E3
1.931130199E3,1.016043701E3
1.932076857E3,1.016039886E3
1.933023602E3,1.016038361E3
1.933970332E3,1.016035843E3
1.934917119E3,1.016033783E3
1.935863846E3,1.016031876E3
1.936810541E3,1.016030884E3
1.937757471E3,1.016030884E3
1.938704348E3,1.016034927E3
1.939651192E3,1.016038971E3
1.940597941E3,1.016043472E3
1.941544658E3,1.016043472E3
1.942491616E3,1.016038284E3
1.943438494E3,1.016029968E3
1.944385427E3,1.016020737E3
1.945332301E3,1.016011658E3
1.946279173E3,1.016005478E3
1.947225949E3,1.016004944E3
1.948172741E3,1.016004944E3
1.949119566E3,1.016005554E3
1.950066421E3,1.016006317E3
1.951013378E3,1.016006927E3
1.951960155E3,1.016009445E3
1.952906955E3,1.016011734E3
1.953853728E3,1.016014633E3
1.954800499E3,1.016015701E3
1.955747302E3,1.016016846E3
1.956694224E3,1.016016998E3
1.957641154E3,1.016016846E3
1.958588046E3,1.016014786E3
1.959534945E3,1.016013031E3
1.960481779E3,1.016012192E3
1.961428617E3,1.016011429E3
1.962375428E3,1.016011429E3
1.963322123E3,1.016012497E3
1.964268798E3,1.016012497E3
1.965215558E3,1.016010666E3
1.966162230E3,1.015997314E3
1.967108982E3,1.015984116E3
1.968055705E3,1.015969238E3
1.969002474E3,1.015947342E3
1.969949128E3,1.015928955E3
1.970895866E3,1.015910110E3
1.971842708E3,1.015884857E3
1.972789517E3,1.015860443E3
1.973736299E3,1.015839005E3
1.974683090E3,1.015822449E3
1.975629884E3,1.015815506E3
1.976576635E3,1.015813446E3
1.977523495E3,1.015810394E3
1.978470200E3,1.015809784E3
1.979416826E3,1.015807724E3
1.980363521E3,1.015799255E3
1.981310289E3,1.015790787E3
1.982257052E3,1.015776520E3
1.983203870E3,1.015760040E3
1.984150706E3,1.015743561E3
1.985097416E3,1.015731888E3
1.986044025E3,1.015720062E3
1.986990734E3,1.015713730E3
1.987937481E3,1.015710678E3
1.988884295E3,1.015702133E3
1.989830973E3,1.015690460E3
1.990777641E3,1.015680923E3
1.991724419E3,1.015672455E3
1.992671210E3,1.015662613E3
1.993617925E3,1.015654678E3
1.994564643E3,1.015653229E3
1.995511392E3,1.015650711E3
1.996458056E3,1.015646439E3
1.997404663E3,1.015643311E3
1.998351279E3,1.015638885E3
1.999297838E3,1.015635071E3
2.000244351E3,1.015631638E3
2.001190879E3,1.015629578E3
2.002137483E3,1.015627365E3
2.003084082E3,1.015622787E3
2.004030635E3,1.015610275E3
2.004977206E3,1.015594864E3
2.005923825E3,1.015575562E3
2.006870387E3,1.015557022E3
2.007816913E3,1.015545120E3
2.008763482E3,1.015538254E3
2.009710031E3,1.015534897E3
2.010656753E3,1.015534744E3
2.011603541E3,1.015531921E3
2.012550419E3,1.015523529E3
2.013496884E3,1.015508652E3
2.014443276E3,1.015491409E3
2.015389756E3,1.015472794E3
2.016336303E3,1.015455933E3
2.017282857E3,1.015444717E3
2.018229348E3,1.015444717E3
2.019175837E3,1.015445099E3
2.020122273E3,1.015448837E3
2.021068859E3,1.015459137E3
2.022015442E3,1.015512772E3
2.022962183E3,1.015558319E3
2.023908805E3,1.015610886E3
2.024855388E3,1.015662003E3
2.025802041E3,1.015715637E3
2.026748580E3,1.015721436E3
2.027695111E3,1.015724106E3
2.028641636E3,1.015729752E3
2.029588083E3,1.015730591E3
2.030534494E3,1.015730591E3
2.031480936E3,1.015730591E3
2.032427584E3,1.015735550E3
2.033374005E3,1.015737228E3
2.034320341E3,1.015743027E3
2.035266747E3,1.015752258E3
2.036213261E3,1.015757446E3
2.037159701E3,1.015763092E3
2.038106141E3,1.015768814E3
2.039052541E3,1.015769577E3
2.039998950E3,1.015773392E3
2.040945366E3,1.015779266E3
2.041891875E3,1.015779266E3
2.042838313E3,1.015780792E3
2.043784768E3,1.015786514E3
2.044731173E3,1.015793228E3
2.045677527E3,1.015798187E3
2.046624068E3,1.015804138E3
2.047570677E3,1.015808716E3
2.048517198E3,1.015811081E3
2.049463752E3,1.015811081E3
2.050410438E3,1.015811462E3
2.051356935E3,1.015816269E3
2.052303481E3,1.015825500E3
2.053250006E3,1.015841599E3
2.054196551E3,1.015864334E3
2.055143178E3,1.015898132E3
2.056089864E3,1.015938416E3
2.057036611E3,1.015984116E3
2.057983192E3,1.016021729E3
2.058929761E3,1.016051865E3
2.059876266E3,1.016073685E3
2.060822695E3,1.016081314E3
2.061769190E3,1.016081314E3
2.062715629E3,1.016079025E3
2.063662048E3,1.016078491E3
2.064608476E3,1.016077805E3
2.065554984E3,1.016077499E3
2.066501410E3,1.016077499E3
2.067447818E3,1.016077881E3
2.068394186E3,1.016078186E3
2.069340611E3,1.016080475E3
2.070287009E3,1.016082840E3
2.071233340E3,1.016086273E3
2.072179641E3,1.016089249E3
2.073126060E3,1.016093063E3
2.074072481E3,1.016093903E3
2.075018928E3,1.016094437E3
2.075965367E3,1.016094437E3
2.076911819E3,1.016094437E3
2.077858158E3,1.016094589E3
2.078804414E3,1.016094666E3
2.079750705E3,1.016095123E3
2.080696994E3,1.016095963E3
2.081643359E3,1.016097183E3
2.082589754E3,1.016098022E3
2.083536223E3,1.016099777E3
2.084482612E3,1.016100388E3
2.085428932E3,1.016100388E3
2.086375289E3,1.016099319E3
2.087321688E3,1.016097412E3
2.088267957E3,1.016096039E3
2.089214343E3,1.016096039E3
2.090160671E3,1.016099472E3
2.091106942E3,1.016102066E3
2.092053288E3,1.016104813E3
2.092999676E3,1.016107178E3
2.093946090E3,1.016108093E3
2.094892421E3,1.016108475E3
2.095838790E3,1.016108475E3
2.096785035E3,1.016108780E3
2.097731314E3,1.016109390E3
2.098677635E3,1.016109390E3
2.099624038E3,1.016109390E3
2.100570463E3,1.016109009E3
2.101516805E3,1.016108627E3
2.102463278E3,1.016108627E3
2.103409798E3,1.016109848E3
2.104356303E3,1.016110764E3
2.105302778E3,1.016112366E3
2.106249240E3,1.016114273E3
2.107195732E3,1.016114273E3
2.108142242E3,1.016114502E3
2.109088767E3,1.016114502E3
2.110035398E3,1.016114502E3
2.110981895E3,1.016113434E3
2.111928382E3,1.016112900E3
2.112874724E3,1.016111832E3
2.113821180E3,1.016111298E3
2.114767632E3,1.016110306E3
2.115714073E3,1.016110229E3
2.116660542E3,1.016110306E3
2.117607007E3,1.016112289E3
2.118553501E3,1.016113510E3
2.119499808E3,1.016116180E3
2.120446157E3,1.016117172E3
2.121392618E3,1.016117172E3
2.122339059E3,1.016116562E3
2.123285475E3,1.016115646E3
2.124231971E3,1.016114502E3
2.125178509E3,1.016112595E3
2.126124939E3,1.016112213E3
2.127071417E3,1.016112137E3
2.128017843E3,1.016111603E3
2.128964314E3,1.016109695E3
2.129910764E3,1.016109619E3
2.130857206E3,1.016109619E3
2.131803696E3,1.016109848E3
2.132749996E3,1.016109848E3
2.133696431E3,1.016109695E3
2.134642888E3,1.016108932E3
2.135589380E3,1.016107025E3
2.136535809E3,1.016104965E3
2.137482203E3,1.016103134E3
2.138428599E3,1.016102905E3
2.139374993E3,1.016102371E3
2.140321466E3,1.016101837E3
2.141267953E3,1.016093826E3
2.142214350E3,1.016079941E3
2.143160660E3,1.016064301E3
2.144106945E3,1.016048203E3
2.145053178E3,1.016028824E3
2.145999479E3,1.016011734E3
2.146945716E3,1.015998383E3
2.147891959E3,1.015978928E3
2.148838320E3,1.015959930E3
2.149784680E3,1.015940704E3
2.150730867E3,1.015924835E3
2.151677133E3,1.015913391E3
2.152623520E3,1.015903625E3
2.153569939E3,1.015884628E3
2.154516190E3,1.015862885E3
2.155462464E3,1.015842133E3
2.156408708E3,1.015819550E3
2.157354897E3,1.015802689E3
2.158301127E3,1.015792999E3
2.159247308E3,1.015787582E3
2.160193613E3,1.015777740E3
2.161139891E3,1.015769958E3
2.162086028E3,1.015760651E3
2.163032284E3,1.015745010E3
2.163978545E3,1.015733032E3
2.164924730E3,1.015725937E3
2.165870849E3,1.015713425E3
2.166817029E3,1.015702515E3
2.167763311E3,1.015689316E3
2.168709776E3,1.015676346E3
2.169656008E3,1.015656662E3
2.170602260E3,1.015640717E3
2.171548543E3,1.015624390E3
2.172494745E3,1.015614548E3
2.173440954E3,1.015608673E3
2.174387130E3,1.015607681E3
2.175333314E3,1.015607147E3
2.176279542E3,1.015597687E3
2.177225858E3,1.015583420E3
2.178171963E3,1.015566483E3
2.179118138E3,1.015548630E3
2.180064341E3,1.015528488E3
2.181010687E3,1.015509338E3
2.181957049E3,1.015495453E3
2.182903271E3,1.015485001E3
2.183849481E3,1.015471191E3
2.184795825E3,1.015457840E3
2.185742112E3,1.015448532E3
2.186688423E3,1.015435562E3
2.187634651E3,1.015420227E3
2.188580817E3,1.015403671E3
2.189527094E3,1.015390625E3
2.190473354E3,1.015377808E3
2.191419611E3,1.015364761E3
2.192365864E3,1.015353775E3
2.193311974E3,1.015342865E3
2.194258016E3,1.015323257E3
2.195204086E3,1.015302505E3
2.196150230E3,1.015285187E3
2.197096308E3,1.015269089E3
2.198042579E3,1.015257034E3
2.198988666E3,1.015254974E3
2.199934760E3,1.015254974E3
2.200880738E3,1.015257797E3
2.201826787E3,1.015260010E3
2.202772679E3,1.015260696E3
2.203718556E3,1.015262146E3
2.204664347E3,1.015262146E3
2.205610242E3,1.015260620E3
2.206556122E3,1.015260468E3
2.207501997E3,1.015259781E3
2.208447902E3,1.015251007E3
2.209393705E3,1.015241852E3
2.210339385E3,1.015231476E3
2.211285164E3,1.015218811E3
2.212230721E3,1.015210190E3
2.213176221E3,1.015205994E3
2.214121692E3,1.015202255E3
2.215067178E3,1.015199127E3
2.216012784E3,1.015194778E3
2.216958239E3,1.015188904E3
2.217903644E3,1.015178604E3
2.218849052E3,1.015168991E3
2.219794639E3,1.015161362E3
2.220740082E3,1.015157013E3
2.221685551E3,1.015149307E3
2.222631013E3,1.015145645E3
2.223576433E3,1.015143280E3
2.224522032E3,1.015137100E3
2.225467583E3,1.015127029E3
2.226413040E3,1.015121002E3
2.227358534E3,1.015114365E3
2.228303982E3,1.015106125E3
2.229249466E3,1.015094604E3
2.230194839E3,1.015088425E3
2.231140251E3,1.015076141E3
2.232085691E3,1.015059204E3
2.233031246E3,1.015039597E3
2.233976750E3,1.015020142E3
2.234922358E3,1.015001373E3
2.235867833E3,1.014983521E3
2.236813430E3,1.014972229E3
2.237759130E3,1.014958725E3
2.238704862E3,1.014949188E3
2.239650479E3,1.014936142E3
2.240596125E3,1.014926987E3
2.241541614E3,1.014917908E3
2.242487142E3,1.014907990E3
2.243432686E3,1.014901428E3
2.244378159E3,1.014890900E3
2.245323683E3,1.014870682E3
2.246269243E3,1.014847717E3
2.247214798E3,1.014830017E3
2.248160170E3,1.014808121E3
2.249105585E3,1.014790268E3
2.250051156E3,1.014780350E3
2.250996642E3,1.014772720E3
2.251942293E3,1.014766388E3
2.252887836E3,1.014766388E3
2.253833296E3,1.014766693E3
2.254778739E3,1.014770203E3
2.255724328E3,1.014788513E3
2.256669798E3,1.014814758E3
2.257615305E3,1.014846878E3
2.258560778E3,1.014879074E3
2.259506176E3,1.014909134E3
2.260451698E3,1.014936829E3
2.261397092E3,1.014944992E3
2.262342681E3,1.014962616E3
2.263288198E3,1.014979095E3
2.264233603E3,1.014995270E3
2.265179100E3,1.015013809E3
2.266124651E3,1.015035324E3
2.267070219E3,1.015051956E3
2.268015723E3,1.015068817E3
2.268961084E3,1.015084839E3
2.269906515E3,1.015096741E3
2.270852033E3,1.015111847E3
2.271797560E3,1.015125122E3
2.272743137E3,1.015128403E3
2.273688659E3,1.015131149E3
2.274634218E3,1.015138168E3
2.275579727E3,1.015141907E3
2.276525230E3,1.015147629E3
2.277470682E3,1.015158463E3
2.278416092E3,1.015173645E3
2.279361487E3,1.015194473E3
2.280306937E3,1.015226746E3
2.281252379E3,1.015272980E3
2.282197788E3,1.015334167E3
2.283143165E3,1.015406036E3
2.284088677E3,1.015486069E3
2.285034031E3,1.015570221E3
2.285979399E3,1.015664444E3
2.286924841E3,1.015765228E3
2.287870166E3,1.015877075E3
2.288815585E3,1.015968475E3
2.289760993E3,1.016042862E3
2.290706514E3,1.016092300E3
2.291651991E3,1.016114349E3
2.292597598E3,1.016114349E3
2.293542931E3,1.016114349E3
2.294488266E3,1.016114502E3
2.295433791E3,1.016114807E3
2.296379189E3,1.016115112E3
2.297324788E3,1.016115799E3
2.298270178E3,1.016115799E3
2.299215610E3,1.016114426E3
2.300161072E3,1.016114197E3
2.301106620E3,1.016114197E3
2.302052178E3,1.016115952E3
2.302997846E3,1.016117859E3
2.303943541E3,1.016119995E3
2.304889152E3,1.016122360E3
2.305834729E3,1.016123657E3
2.306780341E3,1.016123657E3
2.307726066E3,1.016123123E3
2.308671690E3,1.016123123E3
2.309617453E3,1.016123123E3
2.310563100E3,1.016123047E3
2.311508814E3,1.016122818E3
2.312454476E3,1.016122818E3
2.313400146E3,1.016123657E3
2.314345896E3,1.016124573E3
2.315291719E3,1.016126938E3
2.316237474E3,1.016128387E3
2.317183240E3,1.016130371E3
2.318128946E3,1.016132584E3
2.319074681E3,1.016134644E3
2.320020557E3,1.016136627E3
2.320966370E3,1.016138763E3
2.321912237E3,1.016140823E3
2.322858022E3,1.016141281E3
2.323803810E3,1.016141586E3
2.324749548E3,1.016141815E3
2.325695442E3,1.016143341E3
2.326641332E3,1.016144333E3
2.327587207E3,1.016145477E3
2.328533050E3,1.016147766E3
2.329478902E3,1.016149750E3
2.330424616E3,1.016151199E3
2.331370472E3,1.016152039E3
2.332316220E3,1.016152420E3
2.333262125E3,1.016152267E3
2.334207949E3,1.016152267E3
2.335153693E3,1.016152191E3
2.336099441E3,1.016152191E3
2.337045148E3,1.016153488E3
2.337990864E3,1.016154175E3
2.338936849E3,1.016155853E3
2.339882704E3,1.016157379E3
2.340828508E3,1.016158066E3
2.341774260E3,1.016158524E3
2.342720030E3,1.016159058E3
2.343665690E3,1.016159897E3
2.344611363E3,1.016159897E3
2.345557120E3,1.016160812E3
2.346502937E3,1.016160812E3
2.347448667E3,1.016160278E3
2.348394524E3,1.016159668E3
2.349340471E3,1.016159515E3
2.350286444E3,1.016158524E3
2.351232360E3,1.016158524E3
2.352178169E3,1.016159515E3
2.353124043E3,1.016159592E3
2.354069872E3,1.016160431E3
2.355015669E3,1.016161804E3
2.355961491E3,1.016164398E3
2.356907257E3,1.016166382E3
2.357853238E3,1.016168594E3
2.358799147E3,1.016168823E3
2.359744989E3,1.016168823E3
2.360690924E3,1.016164932E3
2.361636767E3,1.016163483E3
2.362582585E3,1.016161194E3
2.363528385E3,1.016160202E3
2.364474245E3,1.016160202E3
2.365420118E3,1.016161041E3
2.366365867E3,1.016161346E3
2.367311627E3,1.016162186E3
2.368257275E3,1.016162949E3
2.369202889E3,1.016163940E3
2.370148649E3,1.016164703E3
2.371094285E3,1.016165771E3
2.372039974E3,1.016165848E3
2.372985850E3,1.016166458E3
2.373931634E3,1.016166840E3
2.374877446E3,1.016168365E3
2.375823279E3,1.016168518E3
2.376769205E3,1.016169434E3
2.377715095E3,1.016171036E3
2.378660963E3,1.016171036E3
2.379606719E3,1.016170731E3
2.380552453E3,1.016170654E3
2.381498250E3,1.016170654E3
2.382444001E3,1.016170578E3
2.383389760E3,1.016170578E3
2.384335573E3,1.016172485E3
2.385281643E3,1.016173859E3
2.386227579E3,1.016174774E3
2.387173445E3,1.016176071E3
2.388119329E3,1.016176071E3
2.389065257E3,1.016175842E3
2.390011100E3,1.016175842E3
2.390957054E3,1.016175842E3
2.391902828E3,1.016175613E3
2.392848747E3,1.016175613E3
2.393794691E3,1.016175842E3
2.394740520E3,1.016176300E3
2.395686290E3,1.016176682E3
2.396632118E3,1.016178207E3
2.397578074E3,1.016180191E3
2.398523765E3,1.016181259E3
2.399469526E3,1.016181259E3
2.400415299E3,1.016180878E3
2.401361179E3,1.016180496E3
2.402307156E3,1.016179886E3
2.403253056E3,1.016179886E3
2.404198906E3,1.016179657E3
2.405144690E3,1.016179657E3
2.406090308E3,1.016179123E3
2.407036099E3,1.016176987E3
2.407981866E3,1.016175766E3
2.408927772E3,1.016173706E3
2.409873663E3,1.016172028E3
2.410819630E3,1.016169510E3
2.411765526E3,1.016168594E3
2.412711393E3,1.016166458E3
2.413657237E3,1.016164627E3
2.414603034E3,1.016164551E3
2.415549014E3,1.016164551E3
2.416494908E3,1.016164856E3
2.417440790E3,1.016166306E3
2.418386674E3,1.016166306E3
2.419332451E3,1.016166306E3
2.420278147E3,1.016166306E3
2.421223814E3,1.016166534E3
2.422169441E3,1.016167068E3
2.423115217E3,1.016167068E3
2.424061029E3,1.016167603E3
2.425006833E3,1.016168365E3
2.425952623E3,1.016169434E3
2.426898354E3,1.016169815E3
2.427844339E3,1.016169891E3
2.428790154E3,1.016169891E3
2.429736012E3,1.016169510E3
2.430681763E3,1.016169128E3
2.431627523E3,1.016169128E3
2.432573313E3,1.016169586E3
2.433519084E3,1.016171265E3
2.434464946E3,1.016172333E3
2.435410755E3,1.016173553E3
2.436356551E3,1.016174164E3
2.437302351E3,1.016174164E3
2.438248149E3,1.016173553E3
2.439193831E3,1.016172943E3
2.440139478E3,1.016172943E3
2.441085164E3,1.016172409E3
2.442030807E3,1.016171188E3
2.442976493E3,1.016170502E3
2.443922275E3,1.016169739E3
2.444868138E3,1.016168213E3
2.445814039E3,1.016166229E3
2.446760016E3,1.016164932E3
2.447705823E3,1.016164932E3
2.448651669E3,1.016165771E3
2.449597393E3,1.016165924E3
2.450543204E3,1.016167297E3
2.451488964E3,1.016167297E3
2.452434797E3,1.016168900E3
2.453380599E3,1.016169434E3
2.454326414E3,1.016171341E3
2.455272146E3,1.016172714E3
2.456217772E3,1.016174850E3
2.457163443E3,1.016177292E3
2.458109162E3,1.016178207E3
2.459054834E3,1.016179581E3
2.460000664E3,1.016179733E3
2.460946487E3,1.016180496E3
2.461892310E3,1.016180496E3
2.462838017E3,1.016180496E3
2.463783925E3,1.016179504E3
2.464729723E3,1.016178818E3
2.465675571E3,1.016177673E3
2.466621399E3,1.016176300E3
2.467567138E3,1.016174240E3
2.468512870E3,1.016173019E3
2.469458630E3,1.016171112E3
2.470404458E3,1.016168823E3
2.471350300E3,1.016167603E3
2.472296088E3,1.016167145E3
2.473242021E3,1.016165771E3
2.474187720E3,1.016165771E3
2.475133455E3,1.016166458E3
2.476079203E3,1.016167755E3
2.477025001E3,1.016167908E3
2.477970758E3,1.016169205E3
2.478916419E3,1.016169205E3
2.479861970E3,1.016169205E3
2.480807609E3,1.016169281E3
2.481753433E3,1.016169281E3
