"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.176233684E3,5.235552993E1,4.955866729E0,-3.453666819E0,3.332352400E0,1.025958685E2,3.200483309E1,3.200483309E1
1.177233664E3,5.235553302E1,4.955905352E0,-3.452763761E0,2.957661390E0,1.042430301E2,3.200483309E1,3.200483309E1
1.178233644E3,5.235553135E1,4.955941575E0,-3.452203103E0,2.855623484E0,1.053786242E2,3.200483309E1,3.200483309E1
1.179233624E3,5.235552909E1,4.955973693E0,-3.451851780E0,2.536771059E0,1.057044447E2,3.200483309E1,3.200483309E1
1.180233604E3,5.235553482E1,4.955998236E0,-3.451631253E0,2.536771059E0,1.045472194E2,3.200483309E1,3.200483309E1
1.181233583E3,5.235553155E1,4.956017754E0,-3.451492471E0,2.265613079E0,1.033449286E2,3.200483309E1,3.200483309E1
1.182233564E3,5.235553534E1,4.956052206E0,-3.451406495E0,1.696471572E0,1.040746182E2,3.200483309E1,3.200483309E1
1.183233544E3,5.235554770E1,4.956100555E0,-3.451353265E0,1.696471572E0,1.035090853E2,4.800724964E1,4.800724964E1
1.184233524E3,5.235555363E1,4.956120691E0,-3.451320477E0,1.739677191E0,1.046273307E2,4.800724964E1,4.800724964E1
1.185233504E3,5.235556308E1,4.956154987E0,-3.451300032E0,1.739677191E0,1.086054173E2,4.800724964E1,4.800724964E1
1.186233483E3,5.235556674E1,4.956184251E0,-3.451287687E0,1.499424219E0,1.123129055E2,4.800724964E1,4.800724964E1
1.187233464E3,5.235556224E1,4.956209638E0,-3.451279587E0,1.495866537E0,1.151823431E2,3.200483309E1,3.200483309E1
1.188233443E3,5.235555431E1,4.956237628E0,-3.451271910E0,1.483507752E0,1.158118953E2,3.200483309E1,3.200483309E1
1.189233424E3,5.235555780E1,4.956272414E0,-3.451271142E0,1.154671073E0,1.156677100E2,3.200483309E1,3.200483309E1
1.190233404E3,5.235556663E1,4.956269720E0,-3.451267632E0,1.154671073E0,1.148080350E2,3.200483309E1,3.200483309E1
1.191233384E3,5.235557917E1,4.956261445E0,-3.451267281E0,1.135421991E0,1.130373290E2,3.200483309E1,3.200483309E1
1.192233364E3,5.235559353E1,4.956266315E0,-3.451267246E0,1.121901274E0,1.098203167E2,3.200483309E1,3.200483309E1
1.193233344E3,5.235560131E1,4.956271286E0,-3.451267243E0,1.135421991E0,1.085829665E2,3.200483309E1,3.200483309E1
1.194233323E3,5.235560643E1,4.956279633E0,-3.451267242E0,1.240962505E0,1.080498292E2,3.200483309E1,3.200483309E1
1.195233304E3,5.235560323E1,4.956296184E0,-3.451263809E0,1.240962505E0,1.064002361E2,3.200483309E1,3.200483309E1
1.196233284E3,5.235560068E1,4.956307736E0,-3.451263466E0,1.127554774E0,1.049438349E2,3.200483309E1,3.200483309E1
1.197233264E3,5.235559862E1,4.956321388E0,-3.451263432E0,9.515240788E-1,1.038366680E2,3.200483309E1,3.200483309E1
1.198233244E3,5.235559703E1,4.956333231E0,-3.451263428E0,-1.000000000E0,-1.000000000E0,4.800724964E1,4.800724964E1
1.199233224E3,5.235559696E1,4.956344103E0,-1.924854212E0,-1.000000000E0,-1.000000000E0,4.800724964E1,4.800724964E1
1.200233204E3,5.235559586E1,4.956352779E0,-7.038113282E-1,-1.000000000E0,-1.000000000E0,4.800724964E1,4.800724964E1
1.201233184E3,5.235559477E1,4.956361455E0,2.729553884E-1,-1.000000000E0,-1.000000000E0,4.800724964E1,4.800724964E1
1.202233164E3,5.235559368E1,4.956370131E0,1.054314689E0,-1.000000000E0,-1.000000000E0,4.800724964E1,4.800724964E1
1.203233144E3,5.235559258E1,4.956378807E0,1.679358872E0,-1.000000000E0,-1.000000000E0,4.800724964E1,4.800724964E1
1.204233124E3,5.235559149E1,4.956387483E0,2.179359611E0,-1.000000000E0,-1.000000000E0,4.800724964E1,4.800724964E1
1.215301943E3,5.235586866E1,4.957341057E0,6.267551661E0,-1.000000000E0,-1.000000000E0,1.203333333E2,1.203333333E2
1.215608259E3,5.235588992E1,4.957414229E0,6.267551661E0,-1.000000000E0,-1.000000000E0,1.203333333E2,1.203333333E2
1.216087744E3,5.235583082E1,4.957125628E0,3.000674486E0,-1.000000000E0,-1.000000000E0,4.200000000E1,4.200000000E1
1.218298742E3,5.235584530E1,4.957150302E0,1.136837959E0,-1.000000000E0,-1.000000000E0,4.200000000E1,4.200000000E1
1.230256519E3,5.235580649E1,4.957182965E0,-1.273043156E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
1.230757698E3,5.235567954E1,4.956730256E0,-1.521346092E0,-1.000000000E0,-1.000000000E0,3.829447985E1,3.829447985E1
1.234397333E3,5.235565361E1,4.956644322E0,-1.685960293E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.234397333E3,5.235565381E1,4.956638499E0,-1.759039879E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.236766932E3,5.235567030E1,4.956714068E0,-1.845612049E0,-1.000000000E0,-1.000000000E0,5.155981139E1,5.155981139E1
1.242794878E3,5.235573884E1,4.956983726E0,-1.927820683E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
1.243294397E3,5.235577565E1,4.956969261E0,-1.992102146E0,-1.000000000E0,-1.000000000E0,4.200000000E1,4.200000000E1
1.249306625E3,5.235579949E1,4.957146982E0,-2.051399708E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
1.255337628E3,5.235579041E1,4.957173702E0,-2.088201046E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
1.255843328E3,5.235574426E1,4.956989831E0,-2.203995705E0,-1.000000000E0,-1.000000000E0,4.200000000E1,4.200000000E1
1.261855669E3,5.235576116E1,4.957082091E0,-2.402194977E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
1.262352477E3,5.235576157E1,4.956974666E0,-2.506871700E0,-1.000000000E0,-1.000000000E0,4.200000000E1,4.200000000E1
1.268364097E3,5.235577547E1,4.957075952E0,-2.602661133E0,-1.000000000E0,-1.000000000E0,7.723627210E1,7.723627210E1
1.268861300E3,5.235575680E1,4.957025581E0,-2.611114979E0,-1.000000000E0,-1.000000000E0,4.200000000E1,4.200000000E1
1.274873023E3,5.235577150E1,4.957111134E0,-2.897164345E0,-1.000000000E0,-1.000000000E0,6.804091849E1,6.804091849E1
1.275372053E3,5.235571012E1,4.956846115E0,-2.714902878E0,-1.000000000E0,-1.000000000E0,4.141124067E1,4.141124067E1
1.279886097E3,5.235573294E1,4.956952694E0,-2.714956284E0,-1.000000000E0,-1.000000000E0,5.477282732E1,5.477282732E1
1.285910004E3,5.235576045E1,4.957071598E0,-2.714956284E0,-1.000000000E0,-1.000000000E0,7.130419771E1,7.130419771E1
1.286409261E3,5.235566710E1,4.956758126E0,-2.628122330E0,-1.000000000E0,-1.000000000E0,3.802952845E1,3.802952845E1
1.292422338E3,5.235570982E1,4.956918167E0,-2.894498825E0,-1.000000000E0,-1.000000000E0,5.766770335E1,5.766770335E1
1.292922875E3,5.235564502E1,4.956660470E0,-2.704137325E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.297842428E3,5.235571757E1,4.956740977E0,-2.725009441E0,-1.000000000E0,-1.000000000E0,4.100000000E1,4.100000000E1
1.299231224E3,5.235562189E1,4.956394978E0,-3.443406273E0,1.125022292E0,2.827903222E2,3.200483309E1,3.200483309E1
1.300231204E3,5.235562578E1,4.956322793E0,-3.450477712E0,2.061959267E0,2.781054135E2,3.200483309E1,3.200483309E1
1.301231183E3,5.235562993E1,4.956275363E0,-3.451184856E0,2.984152317E0,2.666572788E2,3.200483309E1,3.200483309E1
1.302231164E3,5.235562231E1,4.956241748E0,-3.451255571E0,3.453150988E0,2.428620472E2,3.200483309E1,3.200483309E1
1.303231144E3,5.235560814E1,4.956207414E0,-3.451262642E0,3.318247080E0,2.380410265E2,3.200483309E1,3.200483309E1
1.304231124E3,5.235560100E1,4.956147003E0,-3.451263349E0,3.378972769E0,2.362174206E2,3.200483309E1,3.200483309E1
1.305231104E3,5.235558947E1,4.956119426E0,-3.451263420E0,3.378972769E0,2.378405194E2,3.936668991E1,3.936668991E1
1.306231084E3,5.235557084E1,4.956077526E0,-3.451263427E0,3.447323084E0,2.385147137E2,3.846370429E1,3.846370429E1
1.307231064E3,5.235555845E1,4.956051516E0,-3.451263428E0,3.447323084E0,2.395945666E2,3.856395980E1,3.856395980E1
1.308231044E3,5.235554881E1,4.956002819E0,-3.451263428E0,3.216304541E0,2.371953398E2,3.640812588E1,3.640812588E1
1.309231023E3,5.235553074E1,4.955983492E0,-3.451263428E0,2.990131855E0,2.370162795E2,3.756358835E1,3.756358835E1
1.310231004E3,5.235556260E1,4.956208260E0,-3.451263428E0,2.942207813E0,2.376398212E2,4.562733297E1,4.562733297E1
1.311230984E3,5.235555041E1,4.956164923E0,-3.451263428E0,2.660289526E0,2.344979068E2,4.456077253E1,4.456077253E1
1.312230963E3,5.235554273E1,4.956140948E0,-3.451263428E0,2.660289526E0,2.312389504E2,4.376345358E1,4.376345358E1
1.313230944E3,5.235553829E1,4.956122531E0,-3.451263428E0,1.732832432E0,2.309574646E2,4.319875855E1,4.319875855E1
1.314230924E3,5.235552667E1,4.956087153E0,-3.451263428E0,1.732832432E0,2.324813891E2,4.239938643E1,4.239938643E1
1.315230904E3,5.235552488E1,4.956060759E0,-3.451263428E0,1.188189507E0,2.322258854E2,4.109157562E1,4.109157562E1
1.316230883E3,5.235552901E1,4.956045832E0,-3.451263428E0,7.413634062E-1,2.313848159E2,4.002981210E1,4.002981210E1
1.317230864E3,5.235552869E1,4.956040479E0,-3.451263428E0,7.413634062E-1,2.316860545E2,3.979468912E1,3.979468912E1
1.318230844E3,5.235554227E1,4.956059207E0,-3.451263428E0,4.511585534E-1,2.319540165E2,3.986142064E1,3.986142064E1
1.319230824E3,5.235555109E1,4.956072369E0,-3.451263428E0,4.058389962E-1,2.318245708E2,3.996827744E1,3.996827744E1
1.320230804E3,5.235555017E1,4.956056682E0,-3.451263428E0,4.058389962E-1,2.332102522E2,3.929132416E1,3.929132416E1
1.321230784E3,5.235555153E1,4.956051160E0,-3.451263428E0,1.023664355E0,2.310465029E2,3.888652702E1,3.888652702E1
1.322230764E3,5.235557422E1,4.956052970E0,-3.451263428E0,1.023664355E0,2.045163953E2,3.709174114E1,3.709174114E1
1.323230744E3,5.235558813E1,4.956051649E0,-3.451263428E0,7.421271801E-1,1.827460416E2,3.585955289E1,3.585955289E1
1.324230724E3,5.235559192E1,4.956070456E0,-3.451263428E0,7.417223454E-1,1.799322905E2,3.666441341E1,3.666441341E1
1.325230704E3,5.235558459E1,4.956068678E0,-3.451263428E0,6.088184118E-1,2.160606034E2,3.700324860E1,3.700324860E1
1.326230684E3,5.235558036E1,4.956098401E0,-3.451263428E0,8.669537902E-1,2.376143855E2,3.895394187E1,3.895394187E1
1.327230663E3,5.235557415E1,4.956113744E0,-3.451263428E0,8.669537902E-1,2.075628646E2,4.020524886E1,4.020524886E1
1.328230644E3,5.235556001E1,4.956129379E0,-3.451263428E0,5.402883887E-1,1.714315054E2,4.195616157E1,4.195616157E1
1.329230624E3,5.235554470E1,4.956140523E0,-3.451263428E0,4.443645179E-1,1.864720737E2,4.359911897E1,4.359911897E1
1.330230604E3,5.235553872E1,4.956148373E0,-3.451263428E0,4.115343392E-1,1.983576547E2,4.443777149E1,4.443777149E1
1.331230584E3,5.235552562E1,4.956165128E0,-3.451263428E0,4.757945538E-1,1.847585432E2,4.625875360E1,4.625875360E1
1.332230564E3,5.235552292E1,4.956171109E0,-3.451263428E0,5.857078433E-1,1.779659610E2,4.676211688E1,4.676211688E1
1.333230543E3,5.235551892E1,4.956174191E0,-3.451263428E0,5.471056104E-1,1.619097709E2,4.721758199E1,4.721758199E1
1.334230524E3,5.235550477E1,4.956194117E0,-3.451263428E0,5.471056104E-1,1.485106473E2,4.928459813E1,4.928459813E1
1.335230504E3,5.235549645E1,4.956183327E0,-3.451263428E0,5.471056104E-1,1.539510022E2,4.942836979E1,4.942836979E1
1.336230484E3,5.235549575E1,4.956209026E0,-3.451263428E0,9.489164948E-1,1.177555895E2,5.071262378E1,5.071262378E1
1.337230464E3,5.235548806E1,4.956232342E0,-3.451263428E0,9.489164948E-1,1.176084263E2,5.367043271E1,5.367043271E1
1.338230444E3,5.235548174E1,4.956256314E0,-3.451263428E0,7.709737420E-1,1.170882527E2,5.414721331E1,5.414721331E1
1.339230423E3,5.235548551E1,4.956281793E0,-3.451263428E0,4.978114665E-1,1.177775964E2,5.523336749E1,5.523336749E1
1.340230403E3,5.235548810E1,4.956309118E0,-3.451263428E0,4.978114665E-1,1.171724006E2,5.467450846E1,5.467450846E1
1.341230384E3,5.235549954E1,4.956347595E0,-3.451263428E0,4.859507084E-1,1.166605326E2,5.206868712E1,5.206868712E1
1.342230364E3,5.235550823E1,4.956381642E0,-3.451263428E0,4.859507084E-1,1.169879172E2,4.982548745E1,4.982548745E1
1.343230344E3,5.235551366E1,4.956408818E0,-3.451263428E0,4.859507084E-1,1.083939615E2,4.806588956E1,4.806588956E1
1.344230324E3,5.235551458E1,4.956440849E0,-3.451263428E0,8.358021975E-1,1.068269795E2,4.593156106E1,4.593156106E1
1.345230304E3,5.235552595E1,4.956452056E0,-3.451263428E0,8.358021975E-1,1.058308032E2,4.548340037E1,4.548340037E1
1.346230284E3,5.235553621E1,4.956461114E0,-3.451263428E0,2.724522650E-1,1.056493524E2,4.527561484E1,4.527561484E1
1.347230264E3,5.235554063E1,4.956461406E0,-3.451263428E0,3.798307180E-1,1.067602554E2,4.544881086E1,4.544881086E1
1.348230243E3,5.235554933E1,4.956467095E0,-3.451263428E0,1.482300758E-1,1.092633148E2,4.552684424E1,4.552684424E1
1.349230224E3,5.235556285E1,4.956461357E0,-3.451263428E0,2.259215415E-1,1.100038781E2,4.662926379E1,4.662926379E1
1.350230204E3,5.235556526E1,4.956462245E0,-3.451263428E0,2.259215415E-1,9.990036854E1,4.672568726E1,4.672568726E1
1.351230184E3,5.235556705E1,4.956467648E0,-3.451263428E0,4.077843428E-1,1.063394611E2,4.653541115E1,4.653541115E1
1.352230164E3,5.235556724E1,4.956473258E0,-3.451263428E0,4.077843428E-1,1.125354399E2,4.623732862E1,4.623732862E1
1.353230143E3,5.235556571E1,4.956471628E0,-3.451263428E0,4.077843428E-1,1.442466558E2,4.622770408E1,4.622770408E1
1.354230124E3,5.235556426E1,4.956476420E0,-3.451263428E0,4.595155641E-2,1.620571527E2,4.586825297E1,4.586825297E1
1.355230104E3,5.235557028E1,4.956473924E0,-3.451263428E0,1.913006008E-1,1.700760953E2,4.640365600E1,4.640365600E1
1.356230084E3,5.235557127E1,4.956478219E0,-3.451263428E0,2.387244701E-1,1.773341412E2,4.624087320E1,4.624087320E1
1.357230064E3,5.235557669E1,4.956482503E0,-3.451263428E0,1.890622675E-1,1.728398904E2,4.640220353E1,4.640220353E1
1.358230044E3,5.235557788E1,4.956493171E0,-3.451263428E0,8.085610718E-2,1.708194385E2,4.595289427E1,4.595289427E1
1.359230024E3,5.235559021E1,4.956481013E0,-3.451263428E0,6.776390970E-2,1.684266183E2,4.750384111E1,4.750384111E1
1.360230004E3,5.235560347E1,4.956467666E0,-3.451263428E0,2.147978544E-2,1.686357860E2,4.919522814E1,4.919522814E1
1.361229984E3,5.235561364E1,4.956452898E0,-3.451263428E0,1.401033700E-1,1.701655708E2,5.070832462E1,5.070832462E1
1.362229964E3,5.235561293E1,4.956452487E0,-3.451263428E0,3.412066400E-2,2.116780535E2,5.067056203E1,5.067056203E1
1.363229944E3,5.235561830E1,4.956444805E0,-3.451263428E0,5.716399848E-2,2.065816123E2,5.146381741E1,5.146381741E1
1.364229924E3,5.235562564E1,4.956430575E0,-3.451263428E0,8.681456745E-2,2.348205889E1,5.272460144E1,5.272460144E1
1.365229904E3,5.235563351E1,4.956426347E0,-3.451263428E0,1.655913591E-1,1.663459275E1,5.355552507E1,5.355552507E1
1.366229884E3,5.235564278E1,4.956421121E0,-3.451263428E0,1.828180701E-1,2.756570946E1,5.452745843E1,5.452745843E1
1.367229864E3,5.235564888E1,4.956417465E0,-3.451263428E0,1.040188000E-1,1.716590600E2,5.390521487E1,5.390521487E1
1.368229844E3,5.235564529E1,4.956433846E0,-3.451263428E0,5.973818526E-2,2.403136319E1,5.412144668E1,5.412144668E1
1.369229823E3,5.235564804E1,4.956445996E0,-3.451263428E0,1.911055297E-1,1.387413850E1,5.379056783E1,5.379056783E1
1.370229804E3,5.235565895E1,4.956440101E0,-3.451263428E0,1.274389923E-1,1.528376916E1,5.298987823E1,5.298987823E1
1.371229784E3,5.235566673E1,4.956443748E0,-3.451263428E0,7.629875094E-2,1.748981440E1,5.218186040E1,5.218186040E1
1.372229764E3,5.235567280E1,4.956470684E0,-3.451263428E0,4.379606843E-1,2.326574167E2,5.195229096E1,5.195229096E1
1.373229744E3,5.235567225E1,4.956482697E0,-3.451263428E0,2.073781490E-1,1.794288099E2,3.200483309E1,3.200483309E1
1.374229724E3,5.235567179E1,4.956478268E0,-3.451263428E0,4.379606843E-1,2.036979474E2,5.220955330E1,5.220955330E1
1.375229703E3,5.235567008E1,4.956480395E0,-3.451263428E0,4.075878561E-1,1.896729053E2,5.243452976E1,5.243452976E1
1.376229684E3,5.235566649E1,4.956479360E0,-3.451263428E0,-1.000000000E0,-1.000000000E0,6.879696689E1,6.879696689E1
1.377229664E3,5.235566287E1,4.956478351E0,-1.953495051E0,-1.000000000E0,-1.000000000E0,6.916158886E1,6.916158886E1
1.378229644E3,5.235565926E1,4.956477342E0,-7.544065555E-1,-1.000000000E0,-1.000000000E0,6.920884071E1,6.920884071E1
1.379229624E3,5.235565564E1,4.956476333E0,2.055632755E-1,-1.000000000E0,-1.000000000E0,6.899437615E1,6.899437615E1
1.380229604E3,5.235565203E1,4.956475324E0,9.740983683E-1,-1.000000000E0,-1.000000000E0,6.878571674E1,6.878571674E1
1.391737708E3,5.235549568E1,4.956181963E0,5.062519252E0,-1.000000000E0,-1.000000000E0,7.200000000E1,7.200000000E1
1.392226506E3,5.235556281E1,4.956378991E0,1.840867281E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.403254123E3,5.235560021E1,4.956608273E0,1.840756655E0,-1.000000000E0,-1.000000000E0,8.758000765E1,8.758000765E1
1.410450330E3,5.235554524E1,4.956347746E0,-5.036020279E-2,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.416459667E3,5.235554911E1,4.956302713E0,-8.674402237E-1,-1.000000000E0,-1.000000000E0,3.900000000E1,3.900000000E1
1.422901197E3,5.235550672E1,4.956226001E0,-1.254523277E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.429337664E3,5.235561998E1,4.956552963E0,-1.563273907E0,-1.000000000E0,-1.000000000E0,4.200000000E1,4.200000000E1
1.436654576E3,5.235574583E1,4.956932979E0,-1.853181362E0,-1.000000000E0,-1.000000000E0,4.200000000E1,4.200000000E1
1.442665177E3,5.235579990E1,4.957126595E0,-2.044998646E0,-1.000000000E0,-1.000000000E0,6.747213352E1,6.747213352E1
1.448698999E3,5.235580427E1,4.957186545E0,-2.146327019E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
1.454724206E3,5.235578871E1,4.957159077E0,-2.326569080E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
1.460747838E3,5.235577913E1,4.957131434E0,-2.582086563E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
1.472676867E3,5.235551790E1,4.956208523E0,-2.581911087E0,-1.000000000E0,-1.000000000E0,8.033333333E1,8.033333333E1
1.473092387E3,5.235553090E1,4.956221022E0,-2.220990181E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.479101471E3,5.235554322E1,4.956273265E0,-2.054815769E0,-1.000000000E0,-1.000000000E0,6.053472576E1,6.053472576E1
1.485129663E3,5.235562292E1,4.956564714E0,-1.970350742E0,-1.000000000E0,-1.000000000E0,7.504959908E1,7.504959908E1
1.485554732E3,5.235562805E1,4.956564349E0,-1.930200100E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.491569438E3,5.235567883E1,4.956754915E0,-1.896090031E0,-1.000000000E0,-1.000000000E0,5.648819815E1,5.648819815E1
1.491982901E3,5.235563121E1,4.956633103E0,-1.953567505E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.498006043E3,5.235552890E1,4.956293937E0,-1.929108620E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.504016814E3,5.235548708E1,4.956162675E0,-1.966113567E0,-1.000000000E0,-1.000000000E0,5.113354581E1,5.113354581E1
1.510045215E3,5.235548687E1,4.956162761E0,-1.982222080E0,-1.000000000E0,-1.000000000E0,5.117706585E1,5.117706585E1
1.510188048E3,5.235548719E1,4.956164258E0,-1.989595890E0,-1.000000000E0,-1.000000000E0,5.117706587E1,5.117706587E1
1.510551824E3,5.235558401E1,4.956438195E0,-1.942546368E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.510966658E3,5.235560931E1,4.956509789E0,-1.911989689E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.512982752E3,5.235562235E1,4.956545205E0,-1.890570164E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.515453030E3,5.235566656E1,4.956362966E0,-1.874669075E0,-1.000000000E0,-1.000000000E0,3.710928782E1,3.710928782E1
1.521480279E3,5.235560497E1,4.956255292E0,-1.853978157E0,-1.000000000E0,-1.000000000E0,5.445218450E1,5.445218450E1
1.521927276E3,5.235559484E1,4.956380729E0,-1.799748421E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.527939836E3,5.235550299E1,4.956209516E0,-1.746581078E0,-1.000000000E0,-1.000000000E0,7.200000000E1,7.200000000E1
1.533939249E3,5.235554331E1,4.956152001E0,-1.696183205E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.539955160E3,5.235550803E1,4.956141094E0,-1.668226719E0,-1.000000000E0,-1.000000000E0,7.200000000E1,7.200000000E1
1.540400442E3,5.235555255E1,4.956318340E0,-1.649316311E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.546736676E3,5.235549733E1,4.956211320E0,-1.632670879E0,-1.000000000E0,-1.000000000E0,7.200000000E1,7.200000000E1
1.547186240E3,5.235552409E1,4.956248471E0,-1.626451492E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.553201081E3,5.235548532E1,4.956164203E0,-1.598213196E0,-1.000000000E0,-1.000000000E0,7.200000000E1,7.200000000E1
1.553647043E3,5.235554743E1,4.956303560E0,-1.601051807E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.559660948E3,5.235549714E1,4.956189541E0,-1.603616714E0,-1.000000000E0,-1.000000000E0,7.200000000E1,7.200000000E1
1.560103753E3,5.235554667E1,4.956275085E0,-1.667408466E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.566116842E3,5.235549327E1,4.956171265E0,-1.768979073E0,-1.000000000E0,-1.000000000E0,7.200000000E1,7.200000000E1
1.566556585E3,5.235559382E1,4.956420390E0,-1.813590050E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.573604500E3,5.235550224E1,4.956207731E0,-1.858994961E0,-1.000000000E0,-1.000000000E0,7.200000000E1,7.200000000E1
1.574010622E3,5.235563057E1,4.956544221E0,-1.870146751E0,-1.000000000E0,-1.000000000E0,3.791775200E1,3.791775200E1
1.580023041E3,5.235551218E1,4.956237824E0,-1.831183910E0,-1.000000000E0,-1.000000000E0,7.200000000E1,7.200000000E1
1.580465815E3,5.235555740E1,4.956349993E0,-1.866211414E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.586478636E3,5.235547838E1,4.956143277E0,-1.898567677E0,-1.000000000E0,-1.000000000E0,7.200000000E1,7.200000000E1
1.586923580E3,5.235557198E1,4.956385809E0,-1.922198772E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.592936681E3,5.235549500E1,4.956185459E0,-1.944074154E0,-1.000000000E0,-1.000000000E0,7.200000000E1,7.200000000E1
1.593379930E3,5.235558739E1,4.956412630E0,-1.956685543E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.599392984E3,5.235549959E1,4.956193449E0,-1.968307972E0,-1.000000000E0,-1.000000000E0,7.200000000E1,7.200000000E1
1.599839433E3,5.235558545E1,4.956413160E0,-1.903778553E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.605933135E3,5.235549554E1,4.956187361E0,-1.843339443E0,-1.000000000E0,-1.000000000E0,7.200000000E1,7.200000000E1
1.606385271E3,5.235557542E1,4.956394548E0,-1.832435608E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.612398744E3,5.235549271E1,4.956181836E0,-1.772375584E0,-1.000000000E0,-1.000000000E0,7.200000000E1,7.200000000E1
1.612846613E3,5.235559005E1,4.956424727E0,-1.742941380E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.619426938E3,5.235549631E1,4.956187392E0,-1.714610100E0,-1.000000000E0,-1.000000000E0,7.200000000E1,7.200000000E1
1.619869814E3,5.235558729E1,4.956420712E0,-1.725478649E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.628703533E3,5.235548821E1,4.956168584E0,-1.736600399E0,-1.000000000E0,-1.000000000E0,7.200000000E1,7.200000000E1
1.629145684E3,5.235555854E1,4.956404458E0,-1.781348705E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.635158042E3,5.235549346E1,4.956200384E0,-1.818804741E0,-1.000000000E0,-1.000000000E0,7.200000000E1,7.200000000E1
1.641192354E3,5.235547461E1,4.956129287E0,-1.841410637E0,-1.000000000E0,-1.000000000E0,7.200000000E1,7.200000000E1
1.641633288E3,5.235558922E1,4.956444179E0,-1.779935837E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.647646194E3,5.235551268E1,4.956230187E0,-1.769658089E0,-1.000000000E0,-1.000000000E0,7.200000000E1,7.200000000E1
1.648094542E3,5.235556292E1,4.956361973E0,-1.844997883E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.654104503E3,5.235549091E1,4.956171327E0,-1.914288521E0,-1.000000000E0,-1.000000000E0,7.200000000E1,7.200000000E1
1.654549086E3,5.235560747E1,4.956480415E0,-1.933399200E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.660564288E3,5.235550755E1,4.956218508E0,-1.912752151E0,-1.000000000E0,-1.000000000E0,7.200000000E1,7.200000000E1
1.661004761E3,5.235556015E1,4.956336057E0,-1.931000233E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.667017263E3,5.235548420E1,4.956151073E0,-1.947908878E0,-1.000000000E0,-1.000000000E0,7.200000000E1,7.200000000E1
1.667777124E3,5.235548156E1,4.956148390E0,-1.973027229E0,-1.000000000E0,-1.000000000E0,7.200000000E1,7.200000000E1
1.673801028E3,5.235547073E1,4.956125044E0,-1.998787880E0,-1.000000000E0,-1.000000000E0,7.200000000E1,7.200000000E1
1.674305241E3,5.235559679E1,4.956469882E0,-1.967928886E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.677946937E3,5.235563466E1,4.956571475E0,-1.943625450E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
